school_name,School Code,tests_taken,SAT_reading_writing,SAT_math,Total # of Classes,avg_class_size,number_of_students,Female %,Male %,perc_english_learner,perc_disabilities,perc_econ_disadvg,District Code,perc_african_american,perc_asian,perc_hispanic,perc_white,perc_native_american,perc_hawaiian_pacific_isl,perc_multi_race_non_hisp,District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,total_exp_per_pupil,year
Danvers - Danvers High,710505,247,556,543,472.0,15.4,889.0,49.4,50.5,17.9,0.9,17.2,710000.0,1.9,2.9,8.7,84.1,0.0,0.0,2.4,Danvers,"          $56,842,292.82",3483.9,"              $16,315.71","          $62,764,509.82",3603.1,17419.59,2019.0
Dartmouth - Dartmouth High,720505,258,557,548,462.0,18.8,1054.0,49.2,50.8,16.6,0.4,12.3,720000.0,2.3,0.2,4.4,85.2,0.0,0.0,8.0,Dartmouth,"          $49,391,329.92",3649.3,"              $13,534.47","          $53,739,695.96",3735.2,14387.37,2019.0
Dedham - Dedham High,730505,222,552,571,383.0,14.2,730.0,50.4,49.5,23.3,4.4,18.8,730000.0,9.5,2.5,15.2,70.8,0.0,0.0,2.1,Dedham,"          $52,193,480.74",2676.2,"              $19,502.83","          $57,564,643.03",2764.7,20821.3,2019.0
Dennis-Yarmouth - Dennis-Yarmouth Regional High,6450505,222,527,511,664.0,12.8,909.0,50.8,49.2,38.0,6.8,16.4,6450000.0,10.0,2.5,14.2,66.0,1.9,0.0,5.4,Dennis-Yarmouth,"          $53,512,638.00",2956.0,"              $18,103.06","          $61,047,245.00",3522.7,17329.67,2019.0
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,6500505,183,549,539,353.0,17.2,759.0,48.5,51.5,14.1,0.0,9.9,6500000.0,1.5,0.9,3.7,91.8,0.1,0.0,2.0,Dighton-Rehoboth,"          $41,193,711.65",2913.5,"              $14,138.91","          $44,696,172.60",2991.4,14941.56,2019.0
Douglas - Douglas High School,770505,97,555,529,214.0,13.1,362.0,50.6,49.5,16.9,0.0,17.4,770000.0,1.4,1.9,4.7,89.2,0.0,0.8,1.9,Douglas,"          $18,634,706.26",1275.7,"              $14,607.44","          $21,288,300.28",1365.4,15591.26,2019.0
Dover-Sherborn - Dover-Sherborn Regional High,6550505,167,625,629,347.0,16.4,672.0,50.5,49.4,3.3,0.9,13.8,6550000.0,2.8,7.9,4.3,80.2,0.3,0.0,4.5,Dover-Sherborn,"          $24,760,650.66",1181.2,"              $20,962.28","          $26,008,146.66",1214.6,21412.93,2019.0
Dracut - Dracut Senior High,790505,197,545,559,395.0,19.3,889.0,48.5,51.3,19.2,2.5,11.0,790000.0,9.2,8.0,7.1,72.4,0.9,0.0,2.4,Dracut,"          $42,836,651.22",3661.9,"              $11,697.93","          $49,943,922.40",4055.8,12314.2,2019.0
Dudley-Charlton Reg - Shepherd Hill Regional High,6580505,260,556,564,436.0,18.0,1046.0,51.7,48.2,19.4,0.6,10.1,6580000.0,2.0,1.6,8.6,85.1,0.2,0.1,2.4,Dudley-Charlton Reg,"          $48,861,493.91",3817.9,"              $12,798.00","          $52,601,781.70",3917.4,13427.73,2019.0
Duxbury - Duxbury High,820505,351,585,573,514.0,16.9,988.0,48.7,51.3,5.8,0.2,12.8,820000.0,0.3,1.6,2.2,92.8,0.1,0.0,2.9,Duxbury,"          $47,803,494.96",2999.9,"              $15,935.03","          $50,336,078.96",3047.4,16517.71,2019.0
East Bridgewater - East Bridgewater JR./SR. High School,830505,159,539,517,478.0,21.5,1020.0,47.7,52.4,18.9,0.8,17.2,830000.0,3.0,0.6,1.9,91.9,0.4,0.1,2.2,East Bridgewater,"          $27,911,962.00",2251.7,"              $12,395.95","          $30,599,305.00",2333.2,13114.74,2019.0
East Longmeadow - East Longmeadow High,870505,212,559,564,334.0,17.9,833.0,46.9,52.9,18.9,0.8,16.5,870000.0,3.0,6.1,7.6,81.9,0.2,0.1,1.1,East Longmeadow,"          $39,964,265.31",2637.8,"              $15,150.60","          $43,866,375.31",2727.8,16081.23,2019.0
Easthampton - Easthampton High,860505,89,536,514,197.0,15.6,454.0,51.5,48.0,29.1,1.3,16.3,860000.0,2.0,3.7,12.6,78.6,0.0,0.2,2.9,Easthampton,"          $21,330,631.78",1566.1,"              $13,620.22","          $27,047,635.99",1899.5,14239.35,2019.0
Easton - Oliver Ames High,880505,348,572,572,530.0,18.0,1123.0,50.3,49.7,14.1,1.0,18.2,880000.0,7.5,3.4,5.0,80.4,0.3,0.1,3.4,Easton,"          $49,710,810.10",3621.5,"              $13,726.58","          $54,556,305.09",3723.6,14651.49,2019.0
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),4520505,148,440,441,197.0,17.8,374.0,65.8,34.2,66.8,11.5,19.8,4520000.0,38.5,0.8,57.2,2.1,0.3,0.0,1.1,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),"           $8,821,381.00",381.2,"              $23,141.80","           $8,821,381.00",381.2,23141.8,2019.0
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,8170505,363,526,501,952.0,17.2,1486.0,58.0,41.9,17.3,0.3,16.1,8170000.0,1.2,1.4,13.1,79.7,0.3,0.1,4.1,Essex North Shore Agricultural and Technical School District,"          $27,300,446.72",1397.4,"              $19,536.60","          $27,723,999.72",1404.2,19743.63,2019.0
Everett - Everett High,930505,418,494,492,1056.0,18.4,2039.0,48.3,51.7,51.0,22.5,9.9,930000.0,19.5,5.0,53.4,20.1,0.4,0.2,1.5,Everett,"          $98,837,678.00",7144.5,"              $13,834.09","         $117,989,739.00",8031.4,14691.05,2019.0
Excel Academy Charter (District) - Excel Academy Charter School,4100205,170,500,528,468.0,23.6,1354.0,50.2,49.8,48.7,8.8,20.4,4100000.0,5.8,1.0,79.8,11.7,0.6,0.4,0.6,Excel Academy Charter (District),"          $22,903,282.25",1295.4,"              $17,680.06","          $22,903,282.25",1295.4,17680.06,2019.0
Fairhaven - Fairhaven High,940505,143,553,572,351.0,16.2,709.0,53.5,46.5,24.5,1.4,14.7,940000.0,2.0,2.4,5.8,87.3,0.6,0.0,2.0,Fairhaven,"          $25,331,875.33",2030.9,"              $12,473.23","          $27,574,133.41",2089.7,13195.26,2019.0
Fall River - B M C Durfee High,950505,474,470,462,854.0,17.7,2191.0,50.2,49.8,64.4,17.3,15.4,950000.0,9.1,5.3,27.7,52.7,0.2,0.1,5.0,Fall River,"         $154,122,982.00",10234.6,"              $15,059.01","         $186,558,142.00",12256.2,15221.53,2019.0
Falmouth - Falmouth High,960505,232,567,555,724.0,13.4,832.0,50.1,49.3,24.4,2.8,11.1,960000.0,5.1,2.2,5.1,81.5,0.8,0.0,5.4,Falmouth,"          $61,882,873.36",3342.4,"              $18,514.50","          $66,955,651.36",3548.7,18867.66,2019.0
Fitchburg - Fitchburg High,970505,320,480,475,571.0,17.0,1247.0,46.7,53.3,57.1,11.2,16.8,970000.0,7.9,5.5,50.1,28.6,0.0,0.0,7.9,Fitchburg,"          $75,118,416.97",5292.8,"              $14,192.57","          $90,664,939.21",6029.3,15037.39,2019.0
Four Rivers Charter Public (District) - Four Rivers Charter Public School,4130505,34,598,562,202.0,15.0,180.0,53.9,45.6,24.4,0.0,13.9,4130000.0,0.6,1.1,7.8,83.9,0.6,0.0,6.1,Four Rivers Charter Public (District),"           $3,927,012.59",218.6,"              $17,967.66","           $3,927,012.59",218.6,17967.66,2019.0
Foxborough - Foxborough High,990505,262,559,568,532.0,13.7,800.0,49.5,50.5,17.1,0.6,16.9,990000.0,7.0,2.9,6.0,81.8,0.5,0.0,1.9,Foxborough,"          $44,593,266.89",2571.2,"              $17,343.37","          $49,445,943.10",2716.1,18204.76,2019.0
Foxborough Regional Charter (District) - Foxborough Regional Charter School,4460550,94,549,518,670.0,21.1,1660.0,52.1,48.0,26.6,7.5,10.0,4460000.0,49.4,10.1,5.4,29.4,0.3,0.2,5.2,Foxborough Regional Charter (District),"          $21,689,547.59",1619.3,"              $13,394.65","          $21,689,547.59",1619.3,13394.65,2019.0
Framingham - Framingham High School,1000515,537,547,574,1058.0,17.5,2366.0,49.7,50.3,35.9,17.6,16.2,1000000.0,6.9,5.0,30.6,53.6,0.1,0.1,3.6,Framingham,"         $162,795,056.00",8852.8,"              $18,389.10","         $187,711,485.60",9602.7,19547.78,2019.0
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,4780505,60,615,567,240.0,17.8,396.0,52.8,46.5,7.8,0.0,15.4,4780000.0,1.0,2.0,3.0,87.9,0.3,0.0,5.8,Francis W. Parker Charter Essential (District),"           $5,986,426.60",394.6,"              $15,170.10","           $5,986,426.60",394.6,15170.1,2019.0
Franklin - Franklin High,1010505,597,574,571,912.0,16.9,1749.0,50.0,49.9,7.7,0.5,14.2,1010000.0,1.4,6.5,3.3,85.9,0.2,0.3,2.3,Franklin,"          $74,748,010.83",5235.9,"              $14,276.06","          $87,057,405.39",5677.4,15334.03,2019.0
Freetown-Lakeville - Apponequet Regional High,6650505,200,557,567,350.0,15.4,717.0,49.8,50.2,14.0,0.0,14.4,6650000.0,1.1,1.1,2.5,93.9,0.0,0.3,1.1,Freetown-Lakeville,"          $36,927,571.06",2799.9,"              $13,188.89","          $40,843,234.72",2923.3,13971.62,2019.0
Frontier - Frontier Regional,6700505,93,558,566,544.0,12.6,647.0,46.2,53.8,19.2,1.1,17.6,6700000.0,2.5,2.9,4.6,86.6,0.0,0.2,3.3,Frontier,"          $11,230,352.46",655.1,"              $17,142.96","          $13,207,554.09",751.9,17565.57,2019.0
Gardner - Gardner High,1030505,119,525,507,337.0,15.3,669.0,47.4,52.6,45.9,5.4,20.6,1030000.0,3.3,2.5,22.0,66.1,0.3,0.0,5.8,Gardner,"          $31,786,923.13",2284.8,"              $13,912.34","          $35,631,726.89",2628.7,13554.89,2019.0
Gateway - Gateway Regional High,6720505,44,553,531,252.0,10.0,208.0,49.5,50.5,28.9,3.4,17.8,6720000.0,0.0,1.0,3.9,90.9,0.5,0.0,3.9,Gateway,"          $15,350,942.79",840.8,"              $18,257.54","          $16,286,947.96",943.7,17258.61,2019.0
Georgetown - Georgetown High School,1050505,134,578,575,317.0,12.0,374.0,49.5,50.5,8.6,0.0,16.8,1050000.0,0.8,1.3,2.7,93.6,0.0,0.0,1.6,Georgetown,"          $20,006,386.46",1361.6,"              $14,693.29","          $21,927,507.66",1402.0,15640.16,2019.0
Gill-Montague - Turners Fall High,6740505,39,515,527,147.0,10.6,183.0,56.3,43.7,45.9,4.9,26.8,6740000.0,2.2,0.6,13.1,79.2,0.6,0.0,4.4,Gill-Montague,"          $17,726,337.00",938.3,"              $18,891.97","          $21,146,732.37",1275.1,16584.37,2019.0
Global Learning Charter Public (District) - Global Learning Charter Public School,4960305,34,514,515,365.0,15.0,507.0,51.9,48.1,55.8,9.5,12.2,4960000.0,10.9,1.0,43.4,40.0,0.4,0.0,4.3,Global Learning Charter Public (District),"           $7,791,271.30",502.8,"              $15,494.53","           $7,791,271.30",502.8,15494.53,2019.0
Gloucester - Gloucester High,1070505,159,543,544,434.0,14.1,780.0,43.6,56.3,34.7,7.3,28.7,1070000.0,1.7,0.8,12.8,80.4,0.1,0.8,3.5,Gloucester,"          $49,643,711.05",2917.8,"              $17,014.09","          $56,556,399.92",3285.8,17212.37,2019.0
Grafton - Grafton High School,1100505,225,572,581,392.0,17.7,867.0,50.3,49.7,12.2,1.7,13.8,1100000.0,1.9,10.3,4.0,81.1,0.0,0.0,2.8,Grafton,"          $40,497,320.42",3168.6,"              $12,780.82","          $43,246,446.31",3274.3,13207.84,2019.0
Granby - Granby Jr Sr High School,1110505,33,543,542,208.0,14.0,346.0,44.2,55.8,24.0,4.1,16.2,1110000.0,0.3,1.2,7.8,87.6,0.0,0.0,3.2,Granby,"          $10,273,667.00",738.1,"              $13,919.07","          $11,798,519.00",833.8,14150.3,2019.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,8210605,139,508,503,906.0,15.8,1419.0,44.5,55.5,38.1,1.3,10.0,8210000.0,3.2,2.3,12.1,76.4,0.6,0.1,5.4,Greater Fall River Regional Vocational Technical,"          $28,843,459.00",1438.0,"              $20,058.04","          $28,938,366.00",1451.2,19940.99,2019.0
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,8230605,216,447,470,1728.0,15.5,1584.0,49.5,50.4,58.7,12.9,17.4,8230000.0,1.0,1.4,83.2,14.2,0.1,0.0,0.1,Greater Lawrence Regional Vocational Technical,"          $34,005,448.32",1535.2,"              $22,150.50","          $34,303,942.32",1541.2,22257.94,2019.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,8280605,199,500,507,1432.0,18.4,2241.0,46.7,53.0,45.7,7.8,18.5,8280000.0,4.3,16.2,35.2,41.3,0.2,0.0,2.7,Greater Lowell Regional Vocational Technical,"          $46,617,207.94",2259.4,"              $20,632.56","          $46,835,134.94",2297.5,20385.26,2019.0
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,8250605,254,513,502,1972.0,15.1,2113.0,48.0,52.0,41.2,3.6,10.5,8250000.0,8.5,1.0,24.0,60.8,0.2,0.1,5.4,Greater New Bedford Regional Vocational Technical,"          $42,838,819.39",2114.6,"              $20,258.59","          $42,861,302.39",2117.2,20244.33,2019.0
Greenfield - Greenfield High,1140505,54,567,564,326.0,14.3,486.0,45.3,54.5,48.2,5.1,17.1,1140000.0,2.7,2.5,21.0,66.3,0.2,0.0,7.4,Greenfield,"          $28,182,612.00",1737.0,"              $16,224.88","          $34,211,805.00",2163.3,15814.64,2019.0
Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,13,490,476,244.0,18.0,687.0,55.5,43.7,57.8,3.8,26.5,39010000.0,7.6,4.5,18.5,60.4,0.2,0.4,8.4,Greenfield Commonwealth Virtual District,"           $5,757,463.87",579.0,"               $9,943.81","           $5,757,463.87",579.0,9943.81,2019.0
Groton-Dunstable - Groton Dunstable Regional,6730505,232,590,610,384.0,17.4,731.0,48.7,51.2,5.3,0.1,12.3,6730000.0,0.7,7.9,2.2,87.7,0.1,0.3,1.1,Groton-Dunstable,"          $38,089,750.00",2404.8,"              $15,839.05","          $41,541,212.00",2523.3,16463.05,2019.0
Hadley - Hopkins Academy,1170505,29,567,554,152.0,14.8,248.0,47.2,52.8,18.6,4.0,12.5,1170000.0,2.4,5.7,10.1,75.4,0.4,3.2,2.8,Hadley,"           $9,314,766.61",538.2,"              $17,307.26","          $11,675,308.02",686.7,17002.05,2019.0
Hamilton-Wenham - Hamilton-Wenham Regional High,6750505,177,600,592,314.0,15.6,554.0,53.6,46.4,6.9,0.5,14.1,6750000.0,0.7,4.0,4.7,88.3,0.0,0.0,2.4,Hamilton-Wenham,"          $31,225,904.02",1752.7,"              $17,815.89","          $35,139,313.75",1807.8,19437.61,2019.0
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,4990305,58,521,556,224.0,19.1,523.0,50.7,49.3,44.9,4.0,11.3,4990000.0,30.8,1.9,33.5,30.6,0.2,0.0,3.1,Hampden Charter School of Science East (District),"           $7,266,584.00",498.1,"              $14,587.43","           $7,266,584.00",498.1,14587.43,2019.0
Hampden-Wilbraham - Minnechaug Regional High,6800505,314,564,574,550.0,15.6,1048.0,52.3,47.7,14.8,0.3,13.4,6800000.0,3.0,4.3,6.6,82.9,0.5,0.0,2.8,Hampden-Wilbraham,"          $46,697,894.00",3045.0,"              $15,335.93","          $49,566,841.00",3119.4,15889.86,2019.0
Hampshire - Hampshire Regional High,6830505,92,587,577,547.0,12.9,737.0,54.3,45.6,17.4,1.6,23.6,6830000.0,0.3,1.0,4.3,91.6,0.0,0.0,2.9,Hampshire,"          $13,268,918.00",719.0,"              $18,454.68","          $15,158,018.00",824.1,18393.42,2019.0
Hanover - Hanover High,1220505,265,559,547,405.0,14.5,767.0,48.1,51.9,8.6,0.3,14.5,1220000.0,0.8,2.7,1.3,95.2,0.0,0.0,0.0,Hanover,"          $37,504,520.86",2658.7,"              $14,106.34","          $39,905,253.56",2723.5,14652.2,2019.0
Harvard - Bromfield,1250505,119,614,601,321.0,14.5,617.0,52.4,47.5,5.7,0.2,9.9,1250000.0,2.3,11.2,4.5,78.4,0.0,0.0,3.6,Harvard,"          $20,469,052.12",1072.1,"              $19,092.48","          $22,274,410.32",1116.1,19957.36,2019.0
Hatfield - Smith Academy,1270505,32,576,545,147.0,11.3,190.0,49.0,51.1,10.5,0.0,24.7,1270000.0,0.5,1.1,2.6,92.6,0.0,0.0,3.2,Hatfield,"           $5,865,332.00",441.1,"              $13,297.06","           $7,129,128.00",508.5,14019.92,2019.0
Haverhill - Haverhill High,1280505,327,541,534,1286.0,17.5,1943.0,49.9,50.0,40.3,6.4,18.1,1280000.0,4.9,1.9,33.5,58.2,0.1,0.2,1.3,Haverhill,"         $108,110,971.00",8091.6,"              $13,360.89","         $120,748,211.00",8728.4,13833.95,2019.0
Hingham - Hingham High,1310505,366,603,600,628.0,15.1,1298.0,48.8,51.2,6.6,0.2,9.8,1310000.0,1.2,3.2,3.6,89.3,0.0,0.0,2.7,Hingham,"          $59,167,727.00",4217.6,"              $14,028.77","          $64,025,240.00",4295.4,14905.54,2019.0
Holbrook - Holbrook Middle High School,1330505,52,493,501,332.0,17.4,636.0,49.8,50.0,35.1,3.3,17.1,1330000.0,24.1,5.8,14.0,47.8,0.5,0.0,7.9,Holbrook,"          $17,581,123.13",1259.7,"              $13,956.60","          $21,945,612.23",1360.3,16132.92,2019.0
Holliston - Holliston High,1360505,230,594,598,517.0,15.8,850.0,48.5,51.5,6.2,1.2,13.5,1360000.0,1.2,7.9,4.4,84.2,0.6,0.0,1.8,Holliston,"          $39,155,245.70",2887.3,"              $13,561.20","          $43,966,433.61",2978.3,14762.26,2019.0
Holyoke - Holyoke High,1370505,188,492,481,957.0,16.7,1484.0,47.6,52.4,72.8,22.2,22.5,1370000.0,2.4,0.5,79.3,16.5,0.1,0.1,1.2,Holyoke,"          $92,527,480.44",5231.4,"              $17,686.94","         $116,410,288.44",6589.8,17665.22,2019.0
Hopedale - Hopedale Jr Sr High,1380505,68,580,558,330.0,13.2,466.0,48.5,51.5,12.0,2.4,16.5,1380000.0,1.5,2.6,6.9,86.9,0.4,0.2,1.5,Hopedale,"          $16,585,425.00",1091.0,"              $15,202.04","          $18,430,731.00",1166.2,15804.09,2019.0
Hopkinton - Hopkinton High,1390505,309,605,620,942.0,18.3,1235.0,50.8,49.2,5.9,0.8,12.9,1390000.0,1.2,14.2,2.4,79.9,0.4,0.0,1.9,Hopkinton,"          $54,138,199.91",3715.2,"              $14,572.08","          $57,235,136.79",3793.8,15086.49,2019.0
Hudson - Hudson High,1410505,210,570,553,493.0,15.6,906.0,53.8,46.3,23.3,8.2,14.8,1410000.0,2.0,1.4,13.0,81.6,0.2,0.1,1.7,Hudson,"          $42,656,450.94",2571.5,"              $16,588.16","          $49,444,852.77",2782.3,17771.22,2019.0
Hull - Hull High,1420505,79,560,549,255.0,9.7,278.0,44.6,55.4,30.2,0.7,19.1,1420000.0,1.8,1.8,3.2,91.4,0.0,0.0,1.8,Hull,"          $18,907,854.25",878.3,"              $21,527.79","          $21,786,684.25",944.6,23064.46,2019.0
Innovation Academy Charter (District) - Innovation Academy Charter School,4350305,108,556,549,423.0,19.4,795.0,51.8,48.1,14.7,2.5,20.9,4350000.0,6.7,8.7,10.1,69.1,0.1,0.0,5.4,Innovation Academy Charter (District),"          $12,202,345.45",793.7,"              $15,374.20","          $12,202,345.45",793.7,15374.2,2019.0
Ipswich - Ipswich High,1440505,161,594,575,404.0,11.7,541.0,52.5,47.3,14.8,0.9,11.1,1440000.0,0.9,1.5,5.4,88.0,0.0,0.0,4.3,Ipswich,"          $29,545,742.58",1691.8,"              $17,464.09","          $31,785,925.58",1742.8,18238.42,2019.0
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,4290010,61,542,558,555.0,23.9,1600.0,50.8,49.3,53.7,14.7,12.6,4290000.0,19.3,3.2,68.7,5.8,0.2,0.1,2.7,KIPP Academy Lynn Charter (District),"          $26,623,282.97",1452.2,"              $18,332.69","          $26,623,282.97",1452.2,18332.69,2019.0
King Philip - King Philip Regional High,6900505,428,572,560,475.0,18.4,1239.0,50.2,49.7,8.8,0.3,12.5,6900000.0,2.1,2.4,2.8,90.0,0.1,0.1,2.5,King Philip,"          $29,355,493.54",2021.4,"              $14,522.36","          $35,822,665.38",2112.2,16959.88,2019.0
Lawrence - Lawrence High School,1490515,472,474,486,1375.0,18.5,3275.0,46.4,53.2,71.5,36.7,15.3,1490000.0,1.2,1.6,94.4,2.6,0.0,0.0,0.2,Lawrence,"         $214,172,063.56",13729.7,"              $15,599.18","         $254,357,918.23",15803.7,16094.83,2019.0
Lee - Lee Middle/High School,1500505,38,575,572,262.0,11.2,346.0,50.0,50.0,29.5,3.8,13.0,1500000.0,0.9,3.2,8.7,83.5,0.3,0.0,3.5,Lee,"          $13,471,287.18",706.0,"              $19,081.14","          $14,379,583.42",818.8,17561.78,2019.0
Leicester - Leicester High,1510505,117,535,519,209.0,19.1,462.0,49.1,50.4,23.4,3.3,13.6,1510000.0,4.8,2.6,11.3,77.9,0.2,0.2,3.0,Leicester,"          $21,197,210.59",1527.4,"              $13,877.97","          $24,342,730.25",1698.3,14333.59,2019.0
Lenox - Lenox Memorial High,1520505,59,594,578,391.0,12.3,460.0,49.6,50.4,18.7,2.2,7.8,1520000.0,0.7,4.6,8.7,82.8,0.0,0.0,3.3,Lenox,"          $15,181,438.92",752.4,"              $20,177.35","          $15,731,271.68",792.2,19857.7,2019.0
Leominster - Center For Technical Education Innovation,1530605,74,532,542,139.0,14.9,738.0,34.7,65.3,41.6,5.6,27.6,1530000.0,9.1,2.9,38.6,46.2,0.0,0.3,3.0,Leominster,"          $84,101,497.93",6024.1,"              $13,960.84","          $95,553,965.93",6478.7,14748.94,2019.0
Leominster - Leominster High School,1530505,257,528,547,675.0,19.1,1722.0,50.3,49.6,38.6,7.0,18.8,1530000.0,9.7,3.4,34.0,49.2,0.1,0.2,3.4,Leominster,"          $84,101,497.93",6024.1,"              $13,960.84","          $95,553,965.93",6478.7,14748.94,2019.0
Lexington - Lexington High,1550505,625,649,676,1110.0,18.9,2293.0,49.6,50.3,5.6,2.6,11.3,1550000.0,3.5,40.8,4.0,46.0,0.1,0.0,5.7,Lexington,"         $125,915,692.90",7261.4,"              $17,340.42","         $137,703,036.07",7381.8,18654.4,2019.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,6950505,354,613,632,1200.0,17.7,1522.0,48.6,51.5,6.2,0.7,18.9,6950000.0,5.1,5.3,5.2,78.3,0.1,0.0,6.1,Lincoln-Sudbury,"          $30,507,081.42",1493.6,"              $20,425.20","          $35,484,951.63",1559.3,22756.98,2019.0
Littleton - Littleton High School,1580505,138,588,587,246.0,12.6,434.0,55.5,44.2,7.1,0.7,11.8,1580000.0,0.5,8.5,2.8,83.9,0.5,0.0,3.9,Littleton,"          $24,015,657.06",1645.7,"              $14,592.97","          $28,698,611.06",1783.0,16095.69,2019.0
Longmeadow - Longmeadow High,1590505,268,606,613,411.0,18.4,939.0,49.3,50.7,7.7,0.5,16.4,1590000.0,2.5,10.1,3.6,80.5,0.1,0.1,3.1,Longmeadow,"          $43,190,554.01",2858.2,"              $15,111.10","          $45,745,743.44",2920.3,15664.74,2019.0
Lowell - Lowell High,1600505,703,511,523,2022.0,20.1,3076.0,50.0,50.0,53.9,17.9,11.3,1600000.0,11.9,30.5,27.7,26.7,0.0,0.0,3.2,Lowell,"         $215,310,263.84",14618.8,"              $14,728.31","         $250,167,865.84",16778.3,14910.2,2019.0
Ludlow - Ludlow Senior High,1610505,196,549,549,396.0,15.4,864.0,51.4,48.4,23.8,2.0,13.8,1610000.0,2.2,1.0,7.2,86.5,0.0,0.2,2.9,Ludlow,"          $42,970,855.12",2562.1,"              $16,771.73","          $45,421,275.69",2680.3,16946.34,2019.0
Lunenburg - Lunenburg High,1620505,115,583,576,242.0,14.6,459.0,49.0,51.0,13.5,0.4,9.2,1620000.0,2.6,2.0,7.0,85.4,0.9,0.4,1.7,Lunenburg,"          $22,407,777.83",1654.0,"              $13,547.63","          $24,595,105.83",1784.4,13783.4,2019.0
Lynn - Classical High,1630505,278,508,517,615.0,19.9,1647.0,48.2,51.9,54.5,27.3,11.1,1630000.0,8.7,9.9,59.9,18.5,0.4,0.0,2.6,Lynn,"         $220,115,576.00",15768.2,"              $13,959.46","         $259,359,466.00",17800.0,14570.76,2019.0
Lynn - Lynn English High,1630510,303,493,486,686.0,19.7,1824.0,48.1,51.9,57.6,31.9,9.9,1630000.0,9.7,9.2,67.2,11.2,0.4,0.0,2.3,Lynn,"         $220,115,576.00",15768.2,"              $13,959.46","         $259,359,466.00",17800.0,14570.76,2019.0
Lynn - Lynn Vocational Technical Institute,1630605,113,477,458,807.0,18.7,1413.0,42.8,57.1,60.1,13.9,19.7,1630000.0,6.9,5.1,70.4,14.4,0.3,0.0,2.9,Lynn,"         $220,115,576.00",15768.2,"              $13,959.46","         $259,359,466.00",17800.0,14570.76,2019.0
Lynnfield - Lynnfield High,1640505,197,575,574,273.0,15.2,602.0,52.3,47.5,8.1,0.7,16.8,1640000.0,2.5,4.8,4.3,86.5,0.0,0.0,1.8,Lynnfield,"          $34,467,564.50",2202.4,"              $15,650.00","          $36,924,659.50",2236.3,16511.5,2019.0
MATCH Charter Public School (District) - MATCH Charter Public School,4690505,86,477,526,355.0,20.4,1219.0,52.3,47.7,63.7,19.1,22.7,4690000.0,48.0,0.5,46.8,1.6,0.4,0.3,2.4,MATCH Charter Public School (District),"          $26,395,315.00",1220.3,"              $21,630.54","          $26,395,315.00",1220.3,21630.54,2019.0
Malden - Malden High,1650505,429,509,543,706.0,18.9,1791.0,48.8,51.1,47.6,14.2,15.8,1650000.0,21.7,23.1,28.8,23.5,0.3,0.0,2.6,Malden,"          $95,029,562.43",6483.6,"              $14,656.91","         $115,427,175.64",7560.8,15266.53,2019.0
Manchester Essex Regional - Manchester Essex Regional High School,6980510,137,598,590,312.0,13.4,486.0,50.2,49.8,10.1,0.0,9.7,6980000.0,0.0,1.4,1.4,96.5,0.0,0.0,0.6,Manchester Essex Regional,"          $25,299,971.38",1385.1,"              $18,265.81","          $26,717,041.22",1418.3,18837.37,2019.0
Mansfield - Mansfield High,1670505,384,582,595,730.0,15.1,1239.0,49.7,50.3,13.6,0.5,11.4,1670000.0,3.7,5.7,4.1,82.7,0.0,0.0,3.7,Mansfield,"          $61,443,850.13",3728.3,"              $16,480.39","          $66,765,137.06",3865.7,17271.16,2019.0
Marblehead - Marblehead High,1680505,343,600,593,828.0,11.9,1004.0,51.2,48.8,8.7,2.3,19.2,1680000.0,2.9,1.7,5.8,87.4,0.0,0.0,2.3,Marblehead,"          $50,569,014.79",3057.2,"              $16,540.96","          $57,069,202.00",3267.6,17465.17,2019.0
Marlborough - Marlborough High,1700505,278,526,528,680.0,13.7,1109.0,48.2,51.8,39.0,20.7,15.0,1700000.0,3.3,2.0,55.8,36.8,0.1,0.0,2.0,Marlborough,"          $77,478,896.75",4728.4,"              $16,385.86","          $92,820,538.37",5467.8,16975.85,2019.0
Marshfield - Marshfield High,1710505,451,565,559,544.0,18.2,1296.0,47.9,52.1,12.0,1.2,14.2,1710000.0,0.4,1.2,3.5,93.8,0.0,0.1,1.1,Marshfield,"          $55,062,487.88",4045.4,"              $13,611.14","          $60,496,498.48",4148.7,14582.04,2019.0
