School Name,District Name,City,County,District Type,District Size,School Type,Grades Served,SAT Reading Average Score,SAT Math Average Score,SAT Reading Total Students Level 1 %,SAT Reading Total Students Level 2 %,SAT Reading Total Students Level 3 %,SAT Reading Total Students Level 4 %,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,SAT Reading Total Male Students Level 1 %,SAT Reading Total Male Students Level 2 %,SAT Reading Total Male Students Level 3 %,SAT Reading Total Male Students Level 4 %,Tests Taken,# Students SAT ELA Participation
Acero Chtr Sch Network -  Major Hector P Garcia MD H S,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,9 - 12,429.4,401.8,46.8,48.1,5.1,0.0,77.2,19.0,3.8,0.0,56.2,39.3,4.5,0.0,158.0,158.0
South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,472.9,424.0,16.7,71.4,11.9,0.0,63.1,33.3,3.6,0.0,10.0,83.3,6.7,0.0,84.0,84.0
Goode STEM Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,424.4,404.6,51.3,45.1,3.6,0.0,72.3,22.8,4.9,0.0,53.7,41.5,4.9,0.0,224.0,224.0
Chicago Excel Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,373.1,367.7,89.7,10.3,0.0,0.0,92.3,7.7,0.0,0.0,96.0,4.0,0.0,0.0,39.0,39.0
Walter Henri Dyett High School for the Arts,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 12,424.1,401.6,54.4,41.5,4.1,0.0,78.9,21.1,0.0,0.0,58.7,37.0,4.3,0.0,147.0,147.0
Englewood STEM High School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,HIGH SCHOOL,9 - 10,401.1,388.7,65.8,32.2,1.7,0.3,84.2,14.7,1.1,0.0,68.0,30.3,1.7,0.0,355.0,355.0
Acero Chtr Sch Network Victoria Soto Campus,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,9 - 12,421.3,402.7,54.9,41.5,3.5,0.0,77.5,19.0,3.5,0.0,55.3,40.8,3.9,0.0,142.0,142.0
Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,6 - 12,443.7,405.9,39.7,57.1,3.2,0.0,76.2,19.0,4.8,0.0,41.4,55.2,3.4,0.0,63.0,63.0
Chicago Math & Sci Elem Charter,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,6 - 12,460.9,483.0,34.2,50.6,13.9,1.3,32.9,34.2,30.4,2.5,33.3,51.3,12.8,2.6,79.0,79.0
Catalyst Charter - Maria ES,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,K - 12,433.3,417.0,46.9,46.9,6.2,0.0,64.6,25.7,9.7,0.0,49.2,44.1,6.8,0.0,113.0,113.0
Chicago Collegiate Charter School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,5 - 12,421.9,389.3,59.3,33.3,7.4,0.0,77.8,18.5,3.7,0.0,42.9,50.0,7.1,0.0,27.0,27.0
Horizon Sci Academy - Southwest Charter,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,K - 12,422.4,413.3,66.7,24.2,9.1,0.0,75.8,18.2,6.1,0.0,75.0,20.0,5.0,0.0,33.0,33.0
CICS - Longwood Campus,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,CHARTER SCH,3 - 12,412.7,390.6,68.7,27.7,3.6,0.0,79.5,19.3,1.2,0.0,62.2,33.3,4.4,0.0,83.0,83.0
Marine Leadership Academy - Ames,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,7 - 12,457.8,429.4,31.2,57.6,10.4,0.8,56.8,35.2,8.0,0.0,27.1,61.0,10.2,1.7,125.0,125.0
Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Chicago,Cook,UNIT,MEDIUM,CHARTER SCH,K - 12,501.1,498.1,25.8,43.5,19.4,11.3,37.1,21.0,37.1,4.8,27.3,36.4,24.2,12.1,62.0,62.0
ACE Amandla Charter School,ACE Amandla Charter School,Chicago,Cook,HIGH SCHOOL,SMALL,CHARTER SCH,9 - 12,415.7,392.6,56.5,34.8,8.7,0.0,78.3,17.4,4.3,0.0,57.1,28.6,14.3,0.0,23.0,23.0
Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Chicago,Cook,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,453.8,444.3,40.4,48.5,6.1,5.1,52.0,30.6,15.3,2.0,38.3,55.3,4.3,2.1,98.0,99.0
Genoa-Kingston High School,Genoa Kingston CUSD 424,Genoa,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,466.5,455.0,36.7,38.8,19.7,4.8,46.9,33.3,19.7,0.0,51.9,29.1,15.2,3.8,147.0,147.0
Indian Creek High School,Indian Creek CUSD 425,Shabbona,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,471.8,454.3,30.0,48.3,16.7,5.0,50.0,30.0,18.3,1.7,37.9,44.8,17.2,0.0,60.0,60.0
Hiawatha Jr/Sr High School,Hiawatha CUSD 426,Kirkland,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,6 - 12,455.2,456.3,40.7,48.1,11.1,0.0,55.6,29.6,14.8,0.0,50.0,35.7,14.3,0.0,27.0,27.0
Sycamore High School,Sycamore CUSD 427,Sycamore,Dekalb,UNIT,LARGE,HIGH SCHOOL,9 - 12,512.0,497.8,21.0,39.0,28.3,11.7,40.0,23.4,27.6,9.0,24.1,39.3,27.6,9.0,290.0,290.0
DeKalb High School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,HIGH SCHOOL,9 - 12,463.8,441.5,37.0,39.4,18.0,5.5,54.8,25.2,18.8,1.2,44.3,35.4,17.1,3.3,509.0,510.0
Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.5,461.4,35.7,38.1,19.0,7.1,40.5,38.1,21.4,0.0,44.0,36.0,20.0,0.0,42.0,42.0
Sandwich Community High School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,HIGH SCHOOL,9 - 12,474.3,443.0,35.3,39.2,22.2,3.3,57.5,25.5,14.4,2.6,38.8,37.6,20.0,3.5,153.0,153.0
Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,486.7,475.2,27.6,48.3,15.5,8.6,44.8,24.1,24.1,6.9,47.4,26.3,15.8,10.5,58.0,58.0
Clinton High School,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,HIGH SCHOOL,9 - 12,446.8,417.5,47.1,31.8,14.1,7.1,63.5,25.9,9.4,1.2,58.0,28.0,10.0,4.0,87.0,87.0
Blue Ridge High School,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,488.9,459.1,25.7,42.9,25.7,5.7,48.6,28.6,22.9,0.0,38.9,38.9,11.1,11.1,35.0,35.0
Woodland High School,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,453.2,441.6,35.1,54.1,8.1,2.7,67.6,16.2,10.8,5.4,50.0,40.0,5.0,5.0,37.0,37.0
Tri-Point High School,Tri Point CUSD 6-J,Cullom,Livingston,UNIT,SMALL,HIGH SCHOOL,9 - 12,442.3,415.2,45.2,38.7,12.9,3.2,74.2,12.9,12.9,0.0,41.2,35.3,23.5,0.0,31.0,31.0
Prairie Central High School,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,HIGH SCHOOL,9 - 12,482.5,463.1,29.1,47.3,17.3,6.4,44.5,35.5,19.1,0.9,29.6,51.9,13.0,5.6,110.0,110.0
Flanagan-Cornell High School,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,HIGH SCHOOL,9 - 12,462.1,424.6,28.6,57.1,14.3,0.0,64.3,28.6,7.1,0.0,46.2,53.8,0.0,0.0,28.0,28.0
Pontiac High School,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,467.5,451.8,32.3,46.7,17.4,3.6,53.9,22.8,21.0,2.4,36.5,43.8,16.7,3.1,168.0,168.0
Dwight High School,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,455.5,433.3,41.8,43.6,10.9,3.6,61.8,25.5,12.7,0.0,54.3,40.0,2.9,2.9,55.0,55.0
Hartsburg-Emden Jr-Sr High School,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,SMALL,HIGH SCHOOL,6 - 12,467.9,456.3,31.6,47.4,21.1,0.0,47.4,31.6,15.8,5.3,33.3,41.7,25.0,0.0,19.0,19.0
Mount Pulaski High School,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,473.9,440.3,25.0,55.6,19.4,0.0,52.8,27.8,19.4,0.0,30.0,50.0,20.0,0.0,36.0,36.0
Lincoln Comm High School,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,480.2,455.6,33.9,34.4,26.7,5.0,51.7,23.9,20.0,4.4,35.6,31.0,28.7,4.6,181.0,181.0
LeRoy High School,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,496.7,499.1,22.2,44.4,26.7,6.7,31.1,35.6,31.1,2.2,30.8,50.0,19.2,0.0,45.0,45.0
Tri-Valley High School,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,522.6,510.6,14.6,41.5,31.7,12.2,26.8,40.2,25.6,7.3,18.4,39.5,26.3,15.8,82.0,82.0
Heyworth Jr-Sr High School,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,511.3,482.7,20.0,41.7,21.7,16.7,45.0,25.0,26.7,3.3,34.5,37.9,17.2,10.3,60.0,60.0
Normal Community High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL,9 - 12,522.9,504.5,17.1,41.7,23.7,17.6,35.4,23.7,32.2,8.7,20.3,39.6,22.2,17.9,428.0,429.0
Normal Community West High School,McLean County USD 5,Normal,McLean,UNIT,LARGE,HIGH SCHOOL,9 - 12,494.8,471.8,23.2,45.4,21.5,9.9,45.3,28.6,22.8,3.4,25.6,41.4,23.3,9.7,414.0,415.0
YBMC Charter Sch,McLean County USD 5,Normal,McLean,UNIT,LARGE,CHARTER SCH,11 - 12,374.0,356.0,80.0,20.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,15.0,15.0
Lexington High School,Lexington CUSD 7,Lexington,McLean,UNIT,SMALL,HIGH SCHOOL,9 - 12,480.6,457.1,34.3,45.7,14.3,5.7,45.7,34.3,17.1,2.9,26.3,47.4,21.1,5.3,35.0,35.0
Olympia High School,Olympia CUSD 16,Stanford,McLean,UNIT,LARGE,HIGH SCHOOL,9 - 12,481.2,470.8,30.6,47.9,15.7,5.8,41.3,36.4,18.2,4.1,38.5,38.5,16.9,6.2,121.0,121.0
Ridgeview High School,Ridgeview CUSD 19,Colfax,McLean,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,474.2,461.1,23.7,60.5,10.5,5.3,52.6,23.7,21.1,2.6,26.3,52.6,10.5,10.5,38.0,38.0
Bloomington High School,Bloomington SD 87,Bloomington,McLean,UNIT,LARGE,HIGH SCHOOL,9 - 12,463.2,428.6,39.2,39.2,15.6,5.9,64.0,21.3,12.6,2.1,38.7,41.4,14.7,5.2,391.0,392.0
Hinsdale Central High School,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,598.3,601.0,5.7,23.1,31.3,39.9,12.1,15.3,39.5,33.1,5.5,22.6,30.3,41.6,653.0,654.0
Hinsdale South High School,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,517.3,512.1,22.8,38.1,20.7,18.3,32.7,27.9,28.2,11.1,25.9,35.3,21.8,17.1,333.0,333.0
Glenbard East High School,Glenbard Twp HSD 87,Lombard,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,482.9,466.2,31.5,40.2,20.4,8.0,48.3,24.3,23.6,3.7,36.1,38.9,16.9,8.1,540.0,542.0
Glenbard North High School,Glenbard Twp HSD 87,Carol Stream,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,493.7,491.5,25.0,45.5,20.5,9.0,36.8,28.1,30.6,4.5,29.4,44.1,16.4,10.1,530.0,532.0
Glenbard West High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,537.8,529.4,16.5,34.3,27.5,21.7,27.9,21.9,34.4,15.8,16.3,37.0,26.1,20.6,540.0,541.0
Glenbard South High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,532.4,524.8,20.0,30.0,29.0,21.0,30.4,23.5,32.2,13.8,20.1,27.4,30.5,22.0,289.0,290.0
Addison Trail High School,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,443.9,434.5,47.9,38.0,10.8,3.4,64.1,19.9,14.5,1.5,51.0,36.5,10.0,2.6,595.0,596.0
Willowbrook High School,DuPage HSD 88,Villa Park,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,477.2,462.4,35.7,36.6,19.9,7.8,49.3,24.7,21.7,4.2,36.7,37.1,20.1,6.1,601.0,602.0
West Chicago Community High School,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,457.5,452.8,40.8,39.7,16.0,3.5,55.6,24.5,16.6,3.3,42.7,38.7,13.7,4.8,457.0,456.0
Comm H S Dist 99 - North H S,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,539.2,546.2,12.4,38.0,31.4,18.3,19.8,24.3,41.1,14.8,12.6,40.1,30.8,16.6,526.0,526.0
Comm H S Dist 99 - South High Sch,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,LARGE,HIGH SCHOOL,9 - 12,501.5,516.2,23.3,42.7,22.8,11.3,30.6,28.4,30.0,11.0,26.3,42.1,20.5,11.1,638.0,641.0
Fenton High School,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,464.6,453.3,36.7,42.7,16.9,3.7,53.5,28.0,17.3,1.2,37.5,46.0,13.6,2.8,346.0,349.0
Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,508.0,499.0,20.8,40.8,27.4,11.0,32.4,33.4,26.9,7.3,25.9,38.5,24.9,10.7,621.0,621.0
Wheaton Warrenville South H S,CUSD 200,Wheaton,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,522.5,505.6,22.2,34.8,24.9,18.0,35.4,21.9,34.3,8.4,24.0,36.7,25.8,13.5,443.0,445.0
Wheaton North High School,CUSD 200,Wheaton,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,534.7,530.4,16.5,34.9,28.8,19.8,24.6,25.9,38.9,10.5,15.2,35.1,29.9,19.9,455.0,455.0
Westmont High School,CUSD 201,Westmont,Dupage,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,530.9,507.4,24.7,28.1,27.0,20.2,34.8,20.2,36.0,9.0,23.9,21.7,32.6,21.7,89.0,89.0
Lisle High School,Lisle CUSD 202,Lisle,Dupage,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,506.4,500.9,23.8,33.7,33.7,8.9,39.6,17.8,35.6,6.9,27.9,29.5,36.1,6.6,101.0,101.0
Naperville Central High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,570.2,564.5,7.4,30.6,36.2,25.8,16.6,22.2,42.8,18.5,10.0,30.6,35.5,23.9,650.0,650.0
Naperville North High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,564.1,564.8,9.8,33.3,28.8,28.1,18.4,24.0,34.1,23.4,12.1,34.3,25.2,28.3,662.0,663.0
Waubonsie Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,540.4,536.8,16.8,33.5,25.1,24.6,27.0,23.0,32.5,17.5,18.9,30.6,23.0,27.4,620.0,620.0
Neuqua Valley High School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,587.1,592.0,6.5,24.3,34.0,35.2,14.0,17.8,39.3,28.9,9.3,25.5,32.7,32.5,835.0,835.0
Metea Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,540.9,551.1,17.3,30.3,29.4,23.1,24.9,21.9,29.7,23.5,20.6,27.1,26.2,26.2,688.0,688.0
York Comm High School,Elmhurst SD 205,Elmhurst,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,539.7,536.7,12.1,35.6,33.9,18.4,22.9,26.8,36.2,14.0,15.2,35.5,29.0,20.3,643.0,645.0
Edwards County High School,Edwards County CUSD 1,Albion,Edwards,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,484.1,474.7,25.5,51.0,15.7,7.8,49.0,23.5,25.5,2.0,28.0,56.0,12.0,4.0,51.0,51.0
Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,469.8,426.6,35.8,37.7,22.6,3.8,67.9,18.9,13.2,0.0,44.4,37.0,18.5,0.0,53.0,53.0
Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,484.1,452.9,36.2,33.3,27.5,2.9,47.8,42.0,10.1,0.0,55.6,33.3,7.4,3.7,69.0,69.0
Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,468.7,410.3,40.0,40.0,13.3,6.7,73.3,20.0,6.7,0.0,50.0,30.0,20.0,0.0,30.0,30.0
Pope Co High School,Pope Co CUD 1,Golconda,Pope,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,442.0,393.7,47.1,35.3,17.6,0.0,78.4,11.8,9.8,0.0,70.0,25.0,5.0,0.0,51.0,51.0
Galatia High School,Galatia CUSD 1,Galatia,Saline,UNIT,SMALL,HIGH SCHOOL,9 - 12,471.8,443.1,30.8,43.6,20.5,5.1,56.4,25.6,15.4,2.6,35.7,28.6,21.4,14.3,39.0,39.0
Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,UNIT,SMALL,HIGH SCHOOL,9 - 12,410.4,391.7,66.7,29.2,4.2,0.0,91.7,4.2,4.2,0.0,76.9,23.1,0.0,0.0,24.0,24.0
Harrisburg High School,Harrisburg CUSD 3,Harrisburg,Saline,UNIT,LARGE,HIGH SCHOOL,9 - 12,466.7,413.7,32.5,48.4,15.1,4.0,72.2,15.9,11.1,0.8,45.2,43.5,9.7,1.6,126.0,126.0
Eldorado High School,Eldorado CUSD 4,Eldorado,Saline,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,447.3,412.2,43.8,40.6,14.1,1.6,73.4,15.6,7.8,3.1,46.7,43.3,10.0,0.0,64.0,64.0
Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,457.3,441.8,35.9,48.1,15.3,0.8,60.3,16.8,21.4,1.5,42.9,38.1,19.0,0.0,131.0,131.0
Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,440.9,436.1,48.5,30.3,21.2,0.0,57.6,33.3,9.1,0.0,63.6,22.7,13.6,0.0,33.0,33.0
Cisne High School,North Wayne CUSD 200,Cisne,Wayne,UNIT,SMALL,HIGH SCHOOL,9 - 12,451.9,424.8,38.7,48.4,9.7,3.2,67.7,29.0,3.2,0.0,64.3,28.6,7.1,0.0,31.0,31.0
Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,476.7,451.1,34.1,41.8,20.9,3.3,48.4,35.2,16.5,0.0,39.6,35.4,20.8,4.2,91.0,91.0
Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,UNIT,SMALL,HIGH SCHOOL,7 - 12,465.5,433.5,25.0,50.0,25.0,0.0,70.0,10.0,20.0,0.0,,,,,20.0,20.0
Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,Norris City,White,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,456.9,417.8,38.8,44.9,14.3,2.0,65.3,24.5,10.2,0.0,44.4,37.0,14.8,3.7,49.0,49.0
Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,472.3,455.3,33.7,38.6,22.9,4.8,51.8,22.9,24.1,1.2,40.5,32.4,21.6,5.4,83.0,83.0
Christopher High,Christopher USD 99,Christopher,Franklin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,451.2,427.5,38.6,43.9,15.8,1.8,68.4,17.5,12.3,1.8,46.7,36.7,13.3,3.3,57.0,57.0
Benton Cons High School,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,459.9,430.3,36.2,44.8,16.2,2.9,62.9,24.8,11.4,1.0,43.6,38.2,12.7,5.5,105.0,105.0
Frankfort Community High School,Frankfort CUSD 168,West Frankfort,Franklin,UNIT,LARGE,HIGH SCHOOL,9 - 12,467.1,441.9,35.4,43.4,14.1,7.1,60.6,21.2,16.2,2.0,43.3,38.3,15.0,3.3,99.0,99.0
Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,UNIT,SMALL,HIGH SCHOOL,9 - 12,449.6,417.0,30.4,65.2,4.3,0.0,69.6,26.1,4.3,0.0,23.1,76.9,0.0,0.0,23.0,23.0
Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,440.0,421.9,40.5,54.1,5.4,0.0,70.3,21.6,8.1,0.0,55.0,40.0,5.0,0.0,37.0,37.0
Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,470.2,457.0,34.0,44.7,19.1,2.1,46.8,34.0,17.0,2.1,35.7,46.4,14.3,3.6,47.0,47.0
Goreville High School,Goreville CUD 1,Goreville,Johnson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,470.6,454.6,25.7,62.9,8.6,2.9,51.4,22.9,22.9,2.9,38.9,44.4,11.1,5.6,35.0,35.0
Vienna High School,Vienna HSD 133,Vienna,Johnson,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,460.8,428.9,34.3,41.4,21.4,2.9,52.9,32.9,11.4,2.9,41.7,33.3,25.0,0.0,72.0,72.0
Massac County High School,Massac UD 1,Metropolis,Massac,UNIT,LARGE,HIGH SCHOOL,9 - 12,489.3,474.4,25.6,44.6,24.8,5.0,39.7,35.5,21.5,3.3,32.8,36.2,25.9,5.2,121.0,121.0
Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,UNIT,SMALL,HIGH SCHOOL,7 - 12,526.7,517.8,27.8,16.7,38.9,16.7,22.2,33.3,44.4,0.0,30.0,10.0,30.0,30.0,18.0,18.0
Johnston City High School,Johnston City CUSD 1,Johnston City,Williamson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,472.7,447.6,32.9,47.1,17.1,2.9,57.1,27.1,12.9,2.9,41.9,45.2,9.7,3.2,70.0,70.0
Marion High School,Marion CUSD 2,Marion,Williamson,UNIT,LARGE,HIGH SCHOOL,9 - 12,488.6,462.2,25.7,44.2,20.5,9.6,48.6,27.3,21.3,2.8,31.0,39.5,19.4,10.1,250.0,250.0
Crab Orchard High School,Crab Orchard CUSD 3,Marion,Williamson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,447.5,394.6,41.7,41.7,12.5,4.2,79.2,18.8,2.1,0.0,43.8,40.6,12.5,3.1,48.0,48.0
Herrin High School,Herrin CUSD 4,Herrin,Williamson,UNIT,LARGE,HIGH SCHOOL,9 - 12,483.4,456.1,27.2,43.7,25.3,3.8,50.6,29.1,19.0,1.3,32.2,40.0,24.4,3.3,158.0,158.0
Carterville High School,Carterville CUSD 5,Carterville,Williamson,UNIT,LARGE,HIGH SCHOOL,9 - 12,527.7,499.3,13.1,40.6,35.4,10.9,32.0,26.9,38.3,2.9,15.3,42.4,34.1,8.2,175.0,175.0
Coal City High School,Coal City CUSD 1,Coal City,Grundy,UNIT,LARGE,HIGH SCHOOL,9 - 12,499.7,509.7,19.6,48.0,25.0,7.4,33.1,25.7,33.8,7.4,22.2,44.4,23.5,9.9,148.0,148.0
Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,475.3,465.0,26.3,55.3,18.4,0.0,47.4,34.2,18.4,0.0,17.4,60.9,21.7,0.0,38.0,38.0
Morris Community High School,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,483.9,480.4,30.1,41.6,21.1,7.2,42.6,27.8,23.4,6.2,39.0,36.2,17.1,7.6,209.0,209.0
Minooka Community High School,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,503.0,484.4,21.2,44.3,23.9,10.5,37.8,32.6,25.7,3.9,23.1,48.0,19.3,9.7,636.0,637.0
Newark Comm High School,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,485.9,489.5,24.4,41.5,31.7,2.4,36.6,34.1,29.3,0.0,27.8,44.4,27.8,0.0,41.0,41.0
Plano High School,Plano CUSD 88,Plano,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,452.7,419.6,44.4,39.6,15.0,1.1,71.7,17.6,10.2,0.5,51.6,37.9,9.5,1.1,187.0,187.0
Yorkville High School,Yorkville CUSD 115,Yorkville,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,501.2,481.2,23.9,40.7,25.5,9.9,39.1,33.4,23.8,3.7,26.7,36.4,25.9,10.9,491.0,494.0
Oswego High School,CUSD 308,Oswego,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,495.1,480.4,26.1,40.5,25.1,8.4,39.8,30.0,25.9,4.2,30.6,42.6,19.6,7.2,716.0,717.0
Oswego East High School,CUSD 308,Oswego,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,510.0,497.2,19.7,42.2,26.1,11.9,34.4,26.1,33.5,6.0,22.7,42.6,23.9,10.8,707.0,707.0
