Unnamed: 0,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),Math Scores,RW Scores
133,3.03E+13,School,Teutopolis High School,Teutopolis CUSD 50,Teutopolis,Effingham,UNIT,MEDIUM,HIGH SCHOOL,512.7,502.9,28,31.7,37.8,2.4,Illinois,39.1288995,-88.4872311,801 West Main Street,62467,Effingham County,Teutopolis,17049,"801 West Main Street, Teutopolis, Illinois, 62467",950100,17049950100,2020,950100,Effingham County,Illinois,419,40,123,209,47,2890,15,95,1040,486,468,520,266,9.5,29.4,49.9,11.2,0.5,3.3,36,16.8,16.2,18,9.2,1620,84844,105510,4323,19,0.4,4304,99.6,4168,96.4,21,0.5,0,0,34,0.8,0,0,0,0,81,1.9,502.9,512.7
137,3.03E+13,School,Brownstown High School,Brownstown CUSD 201,Brownstown,Fayette,UNIT,SMALL,HIGH SCHOOL,471.6,445.3,47.4,47.4,5.3,0,Illinois,38.9919794,-88.9573503,421 South College Avenue,62418,Fayette County,Brownstown,17051,"421 South College Avenue, Brownstown, Illinois, 62418",950600,17051950600,2020,950600,Fayette County,Illinois,157,26,84,43,4,1744,37,151,770,360,203,195,28,16.6,53.5,27.4,2.5,2.1,8.7,44.2,20.6,11.6,11.2,1.6,964,51902,74194,2487,0,0,2487,100,2446,98.4,0,0,0,0,34,1.4,0,0,0,0,7,0.3,445.3,471.6
141,3.03E+13,School,St Elmo Sr High School,St Elmo CUSD 202,Saint Elmo,Fayette,UNIT,SMALL,HIGH SCHOOL,441.5,428.8,61.5,34.6,3.8,0,Illinois,39.0262351,-88.8537254,,62458,Fayette County,Saint Elmo,17051,,950500,17051950500,2020,950500,Fayette County,Illinois,237,41,72,93,31,2029,62,160,787,508,268,163,81,17.3,30.4,39.2,13.1,3.1,7.9,38.8,25,13.2,8,4,1058,47813,61593,2938,10,0.3,2928,99.7,2926,99.6,2,0.1,0,0,0,0,0,0,0,0,0,0,428.8,441.5
145,3.03E+13,School,Vandalia Community High School,Vandalia CUSD 203,Vandalia,Fayette,UNIT,MEDIUM,HIGH SCHOOL,464.7,459.9,50.6,30.1,16.9,2.4,Illinois,38.972798,-89.1006547,1109 North 8th Street,62471,Fayette County,Vandalia,17051,"1109 North 8th Street, Vandalia, Illinois, 62471",950800,17051950800,2020,950800,Fayette County,Illinois,552,176,157,195,24,3691,113,571,1374,751,476,264,142,31.9,28.4,35.3,4.3,3.1,15.5,37.2,20.3,12.9,7.2,3.8,1529,36997,52156,5006,329,6.6,4677,93.4,3729,74.5,886,17.7,22,0.4,0,0,13,0.3,0,0,27,0.5,459.9,464.7
149,3.03E+13,School,Ramsey High School,Ramsey CUSD 204,Ramsey,Fayette,UNIT,SMALL,HIGH SCHOOL,454.1,454.4,48.4,29,22.6,0,Illinois,39.1405275,-89.1140872,702 6th Street,62080,Fayette County,Ramsey,17051,"702 6th Street, Ramsey, Illinois, 62080",950700,17051950700,2020,950700,Fayette County,Illinois,348,31,231,86,0,3004,92,201,1300,716,317,278,100,8.9,66.4,24.7,0,3.1,6.7,43.3,23.8,10.6,9.3,3.3,1584,56528,68501,4421,17,0.4,4404,99.6,4282,96.9,0,0,9,0.2,66,1.5,0,0,0,0,47,1.1,454.4,454.1
152,3.07E+13,School,Lincolnwood High School,Panhandle CUSD 2,Raymond,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,471.2,471.2,42.4,33.3,24.2,0,Illinois,39.3268102,-89.5714264,507 North Prairie Street,62560,Montgomery County,Raymond,17135,"507 North Prairie Street, Raymond, Illinois, 62560",957500,17135957500,2020,957500,Montgomery County,Illinois,165,48,48,52,17,1991,20,102,735,414,224,342,154,29.1,29.1,31.5,10.3,1,5.1,36.9,20.8,11.3,17.2,7.7,1229,61683,71454,3035,161,5.3,2874,94.7,2803,92.4,4,0.1,10,0.3,18,0.6,0,0,0,0,39,1.3,471.2,471.2
157,3.07E+13,School,Hillsboro High School,Hillsboro CUSD 3,Hillsboro,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,462.1,448.2,57,30,13,0,Illinois,39.1527446,-89.4877793,522 East Tremont Street,62049,Montgomery County,Hillsboro,17135,"522 East Tremont Street, Hillsboro, Illinois, 62049",957900,17135957900,2020,957900,Montgomery County,Illinois,321,15,155,97,54,3022,99,267,846,801,249,459,301,4.7,48.3,30.2,16.8,3.3,8.8,28,26.5,8.2,15.2,10,1917,57423,63119,4359,45,1,4314,99,4194,96.2,16,0.4,3,0.1,0,0,0,0,44,1,57,1.3,448.2,462.1
162,3.07E+13,School,Litchfield Senior High School,Litchfield CUSD 12,Litchfield,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,493.3,473.4,44.6,32.5,16.9,6,Illinois,39.1889,-89.6554583,1705 North State Street,62056,Montgomery County,Litchfield,17135,"1705 North State Street, Litchfield, Illinois, 62056",957700,17135957700,2020,957700,Montgomery County,Illinois,169,17,16,136,0,1982,30,131,708,473,158,324,158,10.1,9.5,80.5,0,1.5,6.6,35.7,23.9,8,16.3,8,1227,53580,59740,2734,13,0.5,2721,99.5,2577,94.3,11,0.4,0,0,41,1.5,0,0,0,0,92,3.4,473.4,493.3
169,3.07E+13,School,Nokomis Jr/Sr High Sch,Nokomis CUSD 22,Nokomis,Montgomery,UNIT,MEDIUM,HIGH SCHOOL,471.3,452.8,46.2,41,12.8,0,Illinois,39.3046773,-89.2951517,511 Oberle Street,62075,Montgomery County,Nokomis,17135,"511 Oberle Street, Nokomis, Illinois, 62075",957300,17135957300,2020,957300,Montgomery County,Illinois,212,18,47,118,29,2253,90,218,1027,407,163,224,124,8.5,22.2,55.7,13.7,4,9.7,45.6,18.1,7.2,9.9,5.5,1355,59620,70996,3192,4,0.1,3188,99.9,3109,97.4,4,0.1,5,0.2,21,0.7,0,0,0,0,49,1.5,452.8,471.3
172,4.00E+13,School,Belvidere High School,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,HIGH SCHOOL,458.6,439,58.3,29.9,10.7,1.1,Illinois,42.2444132,-88.8308238,1500 East Avenue,61008,Boone County,Belvidere,17007,"1500 East Avenue, Belvidere, Illinois, 61008",10200,17007010200,2020,10200,Boone County,Illinois,557,37,133,387,0,3844,321,376,1188,978,262,457,262,6.6,23.9,69.5,0,8.4,9.8,30.9,25.4,6.8,11.9,6.8,2190,39260,55889,6006,2495,41.5,3511,58.5,3185,53,167,2.8,0,0,44,0.7,0,0,0,0,115,1.9,439,458.6
173,4.00E+13,School,Belvidere North High Sch,Belvidere CUSD 100,Belvidere,Boone,UNIT,LARGE,HIGH SCHOOL,500.2,472.4,45.5,29.1,21.6,3.8,Illinois,42.2892229,-88.8626944,9393 Beloit Road,61008,Boone County,Belvidere,17007,"9393 Beloit Road, Belvidere, Illinois, 61008",10502,17007010502,2020,10502,Boone County,Illinois,344,76,71,197,0,4037,74,204,1535,844,320,558,502,22.1,20.6,57.3,0,1.8,5.1,38,20.9,7.9,13.8,12.4,2051,83590,106310,5321,164,3.1,5157,96.9,4965,93.3,15,0.3,81,1.5,96,1.8,0,0,0,0,0,0,472.4,500.2
183,4.00E+13,School,North Boone High School,North Boone CUSD 200,Poplar Grove,Boone,UNIT,MEDIUM,HIGH SCHOOL,465.3,455.6,45.6,38.9,15.6,0,Illinois,42.4129133,-88.8191428,17823 Poplar Grove Road,61065,Boone County,Poplar Grove,17007,"17823 Poplar Grove Road, Poplar Grove, Illinois, 61065",10601,17007010601,2020,10601,Boone County,Illinois,316,28,198,90,0,2460,149,157,841,561,124,491,137,8.9,62.7,28.5,0,6.1,6.4,34.2,22.8,5,20,5.6,1245,83692,102165,3600,823,22.9,2777,77.1,2743,76.2,2,0.1,0,0,0,0,0,0,0,0,32,0.9,455.6,465.3
190,4.10E+13,School,Harlem High School,Harlem UD 122,Machesney Park,Winnebago,UNIT,LARGE,HIGH SCHOOL,474.3,457.8,50.1,30.5,16.5,2.9,Illinois,42.3557634,-89.0254272,1 Huskie Circle,61115,Winnebago County,Machesney Park,17201,"1 Huskie Circle, Machesney Park, Illinois, 61115",3808,17201003808,2020,3808,Winnebago County,Illinois,387,56,175,105,51,2827,36,221,1044,768,295,365,98,14.5,45.2,27.1,13.2,1.3,7.8,36.9,27.2,10.4,12.9,3.5,1525,63607,80974,3772,171,4.5,3601,95.5,3296,87.4,52,1.4,0,0,0,0,0,0,0,0,253,6.7,457.8,474.3
216,4.10E+13,School,Auburn High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,495.6,470.5,54.8,18,18,9.2,Illinois,42.2867708,-89.138098,5110 Auburn Street,61101,Winnebago County,Rockford,17201,"5110 Auburn Street, Rockford, Illinois, 61101",2301,17201002301,2020,2301,Winnebago County,Illinois,158,35,73,0,50,1361,56,193,496,413,67,98,38,22.2,46.2,0,31.6,4.1,14.2,36.4,30.3,4.9,7.2,2.8,778,35429,49174,2055,254,12.4,1801,87.6,972,47.3,712,34.6,0,0,0,0,0,0,6,0.3,111,5.4,470.5,495.6
217,4.10E+13,School,Rockford East High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,444.5,421.8,69,23.5,7.1,0.3,Illinois,42.2563589,-89.0495867,2929 Charles Street,61108,Winnebago County,Rockford,17201,"2929 Charles Street, Rockford, Illinois, 61108",1500,17201001500,2020,1500,Winnebago County,Illinois,544,45,307,192,0,3669,255,191,801,1251,657,321,193,8.3,56.4,35.3,0,7,5.2,21.8,34.1,17.9,8.7,5.3,2558,41004,59892,5228,908,17.4,4320,82.6,3338,63.8,726,13.9,0,0,175,3.3,0,0,39,0.7,42,0.8,421.8,444.5
218,4.10E+13,School,Guilford High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,482.1,451.1,51.9,31.4,15.6,1.2,Illinois,42.2980626,-89.0069754,5620 Spring Creek Road,61114,Winnebago County,Rockford,17201,"5620 Spring Creek Road, Rockford, Illinois, 61114",516,17201000516,2020,516,Winnebago County,Illinois,219,28,24,158,9,2853,74,51,558,577,214,653,726,12.8,11,72.1,4.1,2.6,1.8,19.6,20.2,7.5,22.9,25.4,1519,94984,103185,3704,571,15.4,3133,84.6,2741,74,392,10.6,0,0,0,0,0,0,0,0,0,0,451.1,482.1
219,4.10E+13,School,Jefferson High School,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,437.5,417.7,70,26.5,3.2,0.3,Illinois,42.2070913,-89.0377287,4145 Samuelson Road,61109,Winnebago County,Rockford,17201,"4145 Samuelson Road, Rockford, Illinois, 61109",3706,17201003706,2020,3706,Winnebago County,Illinois,389,45,116,207,21,3821,185,481,1098,1168,254,430,205,11.6,29.8,53.2,5.4,4.8,12.6,28.7,30.6,6.6,11.3,5.4,2121,67457,80637,5317,818,15.4,4499,84.6,3835,72.1,435,8.2,0,0,173,3.3,0,0,0,0,56,1.1,417.7,437.5
256,4.10E+13,School,Roosevelt Center,Rockford SD 205,Rockford,Winnebago,UNIT,LARGE,HIGH SCHOOL,,,,,,,Illinois,42.2830932,-89.093097,978 Haskell Avenue,61103,Winnebago County,Rockford,17201,"978 Haskell Avenue, Rockford, Illinois, 61103",3100,17201003100,2020,3100,Winnebago County,Illinois,285,71,127,87,0,2076,80,262,614,420,191,344,165,24.9,44.6,30.5,0,3.9,12.6,29.6,20.2,9.2,16.6,7.9,1512,25214,39728,3256,197,6.1,3059,93.9,1280,39.3,1601,49.2,0,0,0,0,0,0,69,2.1,109,3.3,0,0
261,4.10E+13,School,Hononegah CHD High School,Hononegah CHD 207,Rockton,Winnebago,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,544.4,525.2,20.8,33.2,39.6,6.4,Illinois,42.4298917,-89.1324866,,N/A,Winnebago County,N/A,17201,,3901,17201003901,2020,3901,Winnebago County,Illinois,394,46,203,112,33,3368,16,80,922,743,390,645,572,11.7,51.5,28.4,8.4,0.5,2.4,27.4,22.1,11.6,19.2,17,1801,105536,115747,5062,307,6.1,4755,93.9,4177,82.5,212,4.2,20,0.4,208,4.1,0,0,0,0,138,2.7,525.2,544.4
263,4.10E+13,School,South Beloit Sr High School,County of Winnebago SD 320,South Beloit,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,471.9,473.8,34.5,46.6,19,0,Illinois,42.4930708,-89.0367763,,N/A,Winnebago County,South Beloit,17201,,4004,17201004004,2020,4004,Winnebago County,Illinois,522,94,180,235,13,3828,131,316,1442,779,572,479,109,18,34.5,45,2.5,3.4,8.3,37.7,20.4,14.9,12.5,2.8,2309,60162,65912,5842,557,9.5,5285,90.5,5012,85.8,103,1.8,3,0.1,1,0,0,0,0,0,166,2.8,473.8,471.9
269,4.10E+13,School,Pecatonica High School,Pecatonica CUSD 321,Pecatonica,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,523.4,514.7,28.8,32.2,28.8,10.2,Illinois,42.3024686,-89.3585816,1300 Main Street,61063,Winnebago County,Pecatonica,17201,"1300 Main Street, Pecatonica, Illinois, 61063",4300,17201004300,2020,4300,Winnebago County,Illinois,414,15,123,266,10,3155,62,70,908,943,392,549,231,3.6,29.7,64.3,2.4,2,2.2,28.8,29.9,12.4,17.4,7.3,1924,82576,102593,4675,90,1.9,4585,98.1,4288,91.7,14,0.3,11,0.2,0,0,0,0,0,0,272,5.8,514.7,523.4
273,4.10E+13,School,Durand High School,Durand CUSD 322,Durand,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,533.5,515.8,17.9,48.7,23.1,10.3,Illinois,42.4329245,-89.3341091,200 West South Street,61024,Winnebago County,Durand,17201,"200 West South Street, Durand, Illinois, 61024",4100,17201004100,2020,4100,Winnebago County,Illinois,370,39,70,228,33,3547,56,143,1212,860,367,657,252,10.5,18.9,61.6,8.9,1.6,4,34.2,24.2,10.3,18.5,7.1,1932,70625,91955,5030,36,0.7,4994,99.3,4925,97.9,24,0.5,0,0,7,0.1,2,0,2,0,34,0.7,515.8,533.5
277,4.10E+13,School,Winnebago High School,Winnebago CUSD 323,Winnebago,Winnebago,UNIT,MEDIUM,HIGH SCHOOL,507.3,496.5,24.3,46.7,27.1,1.9,Illinois,42.2717305,-89.239431,200 East McNair Road,61088,Winnebago County,Winnebago,17201,"200 East McNair Road, Winnebago, Illinois, 61088",4200,17201004200,2020,4200,Winnebago County,Illinois,455,0,151,267,37,4396,43,130,1403,1198,549,698,375,0,33.2,58.7,8.1,1,3,31.9,27.3,12.5,15.9,8.5,2482,77029,94615,6451,154,2.4,6297,97.6,6179,95.8,118,1.8,0,0,0,0,0,0,0,0,0,0,496.5,507.3
508,5.02E+13,School,Evanston Twp High School,Evanston Twp HSD 202,Evanston,Cook,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,547.2,533.6,27.9,24.9,31.7,15.5,Illinois,42.0463103,-87.7007442,1600 Dodge Avenue,60201,Cook County,Evanston,17031,"1600 Dodge Avenue, Evanston, Illinois, 60201",809600,17031809600,2020,809600,Cook County,Illinois,299,60,68,120,51,2152,186,180,454,161,162,607,402,20.1,22.7,40.1,17.1,8.6,8.4,21.1,7.5,7.5,28.2,18.7,1233,43715,102519,3150,762,24.2,2388,75.8,984,31.2,1021,32.4,0,0,108,3.4,0,0,0,0,275,8.7,533.6,547.2
510,5.02E+13,School,New Trier Township H S Winnetk,New Trier Twp HSD 203,Winnetka,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,613,612.5,5.6,18.1,42.6,33.7,Illinois,42.0930019,-87.7251711,High Street,60093,Cook County,Winnetka,17031,"High Street, Winnetka, Illinois, 60093",800500,17031800500,2020,800500,Cook County,Illinois,234,41,54,116,23,3435,0,44,66,99,103,1684,1439,17.5,23.1,49.6,9.8,0,1.3,1.9,2.9,3,49,41.9,1804,250001,412374,5498,143,2.6,5355,97.4,5034,91.6,0,0,0,0,107,1.9,0,0,10,0.2,204,3.7,612.5,613
511,5.02E+13,School,New Trier Township H S Northfi,New Trier Twp HSD 203,Northfield,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,,,,,,,Illinois,42.09975,-87.7808967,,60093,Cook County,Northfield,17031,,801800,17031801800,2020,801800,Cook County,Illinois,251,0,112,52,87,4595,0,15,416,597,40,1881,1646,0,44.6,20.7,34.7,0,0.3,9.1,13,0.9,40.9,35.8,2356,181250,258339,5857,67,1.1,5790,98.9,4513,77.1,220,3.8,0,0,988,16.9,0,0,0,0,69,1.2,0,0
513,5.02E+13,School,Maine East High School,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,493.4,477.7,42.1,31.6,21.2,5.1,Illinois,42.0383867,-87.8586582,2601 Dempster Street,60068,Cook County,Park Ridge,17031,"2601 Dempster Street, Park Ridge, Illinois, 60068",805902,17031805902,2020,805902,Cook County,Illinois,374,34,239,76,25,4401,183,193,860,597,212,1643,713,9.1,63.9,20.3,6.7,4.2,4.4,19.5,13.6,4.8,37.3,16.2,2050,104222,151344,5792,439,7.6,5353,92.4,4164,71.9,71,1.2,0,0,975,16.8,0,0,0,0,143,2.5,477.7,493.4
514,5.02E+13,School,Maine South High School,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,556.9,551.6,16.4,31.7,35.8,16.1,Illinois,42.0004819,-87.8537674,1111 South Dee Road,60068,Cook County,Park Ridge,17031,"1111 South Dee Road, Park Ridge, Illinois, 60068",805701,17031805701,2020,805701,Cook County,Illinois,260,10,38,110,102,3250,49,31,350,552,250,1221,797,3.8,14.6,42.3,39.2,1.5,1,10.8,17,7.7,37.6,24.5,1863,136698,166919,4834,338,7,4496,93,4266,88.2,0,0,0,0,142,2.9,0,0,0,0,88,1.8,551.6,556.9
515,5.02E+13,School,Maine West High School,Maine Township HSD 207,Des Plaines,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,482.8,473.1,46.2,32.5,16.3,5,Illinois,42.0210151,-87.9068809,1755 South Wolf Road,60018,Cook County,Des Plaines,17031,"1755 South Wolf Road, Des Plaines, Illinois, 60018",770602,17031770602,2020,770602,Cook County,Illinois,497,127,182,108,80,3334,585,248,1015,406,298,483,299,25.6,36.6,21.7,16.1,17.5,7.4,30.4,12.2,8.9,14.5,9,1531,69010,79076,4787,2235,46.7,2552,53.3,1949,40.7,67,1.4,0,0,439,9.2,0,0,4,0.1,93,1.9,473.1,482.8
517,5.02E+13,School,J B Conant High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,540.4,551.4,22.1,25.9,30.6,21.4,Illinois,42.0363212,-88.0619521,700 East Cougar Trail,60169,Cook County,Hoffman Estates,17031,"700 East Cougar Trail, Hoffman Estates, Illinois, 60169",804608,17031804608,2020,804608,Cook County,Illinois,155,31,48,74,2,2398,62,41,334,479,154,713,615,20,31,47.7,1.3,2.6,1.7,13.9,20,6.4,29.7,25.6,1395,101189,122693,3237,130,4,3107,96,1806,55.8,21,0.6,0,0,1012,31.3,0,0,61,1.9,207,6.4,551.4,540.4
518,5.02E+13,School,Wm Fremd High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,571,577.6,15.2,23,36,25.7,Illinois,42.0947146,-88.0647694,1000 South Quentin Road,60067,Cook County,Palatine,17031,"1000 South Quentin Road, Palatine, Illinois, 60067",804102,17031804102,2020,804102,Cook County,Illinois,264,21,118,72,53,4867,60,79,482,791,288,1806,1361,8,44.7,27.3,20.1,1.2,1.6,9.9,16.3,5.9,37.1,28,2438,137500,179668,6686,156,2.3,6530,97.7,5328,79.7,167,2.5,0,0,868,13,0,0,0,0,167,2.5,577.6,571
519,5.02E+13,School,Palatine High School,Township HSD 211,Palatine,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,485.8,480.8,46.5,27.2,18,8.3,Illinois,42.1326312,-88.0225277,1111 North Rohlwing Road,60074,Cook County,Palatine,17031,"1111 North Rohlwing Road, Palatine, Illinois, 60074",803605,17031803605,2020,803605,Cook County,Illinois,410,16,34,227,133,4801,239,58,896,931,347,1441,889,3.9,8.3,55.4,32.4,5,1.2,18.7,19.4,7.2,30,18.5,2551,78107,108164,6507,735,11.3,5772,88.7,4362,67,573,8.8,0,0,762,11.7,0,0,10,0.2,65,1,480.8,485.8
520,5.02E+13,School,Schaumburg High School,Township HSD 211,Schaumburg,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,519.5,537.5,23.7,27.1,35.3,13.8,Illinois,42.0273099,-88.1067061,1100 West Schaumburg Road,60194,Cook County,Schaumburg,17031,"1100 West Schaumburg Road, Schaumburg, Illinois, 60194",804710,17031804710,2020,804710,Cook County,Illinois,103,5,31,47,20,2839,19,49,708,698,296,745,324,4.9,30.1,45.6,19.4,0.7,1.7,24.9,24.6,10.4,26.2,11.4,1451,87311,103554,3620,306,8.5,3314,91.5,2463,68,139,3.8,0,0,621,17.2,0,0,0,0,91,2.5,537.5,519.5
521,5.02E+13,School,Hoffman Estates High School,Township HSD 211,Hoffman Estates,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,511.8,517.1,31.6,27.7,30.4,10.3,Illinois,42.0529247,-88.1075151,1100 West Higgins Road,60169,Cook County,Hoffman Estates,17031,"1100 West Higgins Road, Hoffman Estates, Illinois, 60169",804706,17031804706,2020,804706,Cook County,Illinois,123,5,24,65,29,1535,32,37,300,258,147,543,218,4.1,19.5,52.8,23.6,2.1,2.4,19.5,16.8,9.6,35.4,14.2,686,113750,130557,2170,293,13.5,1877,86.5,1376,63.4,36,1.7,0,0,343,15.8,0,0,6,0.3,116,5.3,517.1,511.8
523,5.02E+13,School,Elk Grove High School,Township HSD 214,Elk Grove Village,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,498,487.9,37.9,32.2,24.3,5.5,Illinois,42.0112193,-87.9976725,500 West Elk Grove Boulevard,60007,Cook County,Elk Grove Village,17031,"500 West Elk Grove Boulevard, Elk Grove Village, Illinois, 60007",770300,17031770300,2020,770300,Cook County,Illinois,475,1,144,215,115,4926,159,191,1351,1284,426,1061,454,0.2,30.3,45.3,24.2,3.2,3.9,27.4,26.1,8.6,21.5,9.2,2696,73554,94846,6870,897,13.1,5973,86.9,4989,72.6,420,6.1,0,0,437,6.4,0,0,11,0.2,116,1.7,487.9,498
524,5.02E+13,School,John Hersey High School,Township HSD 214,Arlington Heights,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,571.2,560.7,15.7,27,40.1,17.2,Illinois,42.1038234,-87.9590565,1900 East Thomas Street,60004,Cook County,Arlington Heights,17031,"1900 East Thomas Street, Arlington Heights, Illinois, 60004",802608,17031802608,2020,802608,Cook County,Illinois,264,50,47,36,131,4627,116,66,1071,929,331,1397,717,18.9,17.8,13.6,49.6,2.5,1.4,23.1,20.1,7.2,30.2,15.5,2892,66947,94990,6039,183,3,5856,97,5217,86.4,223,3.7,0,0,404,6.7,0,0,0,0,12,0.2,560.7,571.2
525,5.02E+13,School,Prospect High School,Township HSD 214,Mt Prospect,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,567,566.9,12.2,28,41.7,18,Illinois,42.0791362,-87.9497214,801 West Kensington Road,60056,Cook County,Mount Prospect,17031,"801 West Kensington Road, Mount Prospect, Illinois, 60056",802801,17031802801,2020,802801,Cook County,Illinois,264,13,94,50,107,3246,19,69,379,450,194,1227,908,4.9,35.6,18.9,40.5,0.6,2.1,11.7,13.9,6,37.8,28,1836,115380,143576,4629,443,9.6,4186,90.4,3652,78.9,42,0.9,0,0,420,9.1,0,0,0,0,72,1.6,566.9,567
526,5.02E+13,School,Wheeling High School,Township HSD 214,Wheeling,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,491.3,484.1,40.1,33.5,20.3,6.1,Illinois,42.1259362,-87.9386557,900 South Elmhurst Road,60090,Cook County,Wheeling,17031,"900 South Elmhurst Road, Wheeling, Illinois, 60090",802504,17031802504,2020,802504,Cook County,Illinois,437,19,138,195,85,4646,397,266,1292,1000,332,923,436,4.3,31.6,44.6,19.5,8.5,5.7,27.8,21.5,7.1,19.9,9.4,2036,83958,98709,6627,2712,40.9,3915,59.1,2796,42.2,22,0.3,0,0,718,10.8,0,0,239,3.6,140,2.1,484.1,491.3
527,5.02E+13,School,Rolling Meadows High School,Township HSD 214,Rolling Meadows,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,516.7,507,30.8,31.7,28.7,8.8,Illinois,42.0648867,-88.0157286,2901 Central Road,60008,Cook County,Rolling Meadows,17031,"2901 Central Road, Rolling Meadows, Illinois, 60008",805105,17031805105,2020,805105,Cook County,Illinois,721,166,159,330,66,4545,1283,388,844,397,281,785,567,23,22.1,45.8,9.2,28.2,8.5,18.6,8.7,6.2,17.3,12.5,2422,68119,81880,7124,3640,51.1,3484,48.9,2385,33.5,92,1.3,0,0,946,13.3,0,0,0,0,61,0.9,507,516.7
528,5.02E+13,School,Buffalo Grove High School,Township HSD 214,Buffalo Grove,Cook,HIGH SCHOOL,LARGE,HIGH SCHOOL,530.8,541.4,24.2,27.3,31.8,16.7,Illinois,42.1404353,-87.9838107,1100 West Dundee Road,60089,Cook County,Buffalo Grove,17031,"1100 West Dundee Road, Buffalo Grove, Illinois, 60089",803013,17031803013,2020,803013,Cook County,Illinois,255,16,172,48,19,4191,121,0,628,866,474,1232,870,6.3,67.5,18.8,7.5,2.9,0,15,20.7,11.3,29.4,20.8,2342,91094,112138,5486,527,9.6,4959,90.4,4323,78.8,24,0.4,0,0,168,3.1,35,0.6,0,0,409,7.5,541.4,530.8
