School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Port Isabel H S,Point Isabel ISD,510,496,147,64,43.5,10,15.6,21,32.8,Texas,26.0783266,-97.2469362,18001 Texas 100,78578,Cameron County,Port Isabel,48061,"18001 Texas 100, Port Isabel, Texas, 78578",14202,48061014202,2019,14202,Cameron County,Texas,429,155,139,133,2,1633,401,280,395,244,105,71,137,36.1,32.4,31,0.5,24.6,17.1,24.2,14.9,6.4,4.3,8.4,880,35286,71602,3079,2821,91.6,258,8.4,258,8.4,0,0,0,0,0,0,0,0,0,0,0,0,510
Rio Hondo H S,Rio Hondo ISD,478,449,<150,<125,79.7,<25,2.7,<25,10,Texas,26.2306747,-97.5676956,22547 Texas 345,78583,Cameron County,Rio Hondo,48061,"22547 Texas 345, Rio Hondo, Texas, 78583",10103,48061010103,2019,10103,Cameron County,Texas,159,92,0,67,0,2078,735,203,335,359,188,233,25,57.9,0,42.1,0,35.4,9.8,16.1,17.3,9,11.2,1.2,848,45023,54758,3178,3041,95.7,137,4.3,87,2.7,0,0,0,0,0,0,0,0,0,0,50,1.6,478
San Benito H S,San Benito CISD,484,462,<625,<325,51.5,<25,5.3,<50,15.4,Texas,26.1419788,-97.65302,450 South Oscar Williams Road,78586,Cameron County,San Benito,48061,"450 South Oscar Williams Road, San Benito, Texas, 78586",11701,48061011701,2019,11701,Cameron County,Texas,503,70,281,152,0,2139,284,121,1254,333,62,51,34,13.9,55.9,30.2,0,13.3,5.7,58.6,15.6,2.9,2.4,1.6,1295,32326,36715,4128,3963,96,165,4,154,3.7,11,0.3,0,0,0,0,0,0,0,0,0,0,484
Santa Maria H S,Santa Maria ISD,455,428,<50,<25,35.9,<25,,<25,7.1,Texas,26.076534,-97.8444957,11224 Old Military Road,78592,Cameron County,Santa Maria,48061,"11224 Old Military Road, Santa Maria, Texas, 78592",11903,48061011903,2019,11903,Cameron County,Texas,240,36,85,91,28,1378,389,249,449,218,35,31,7,15,35.4,37.9,11.7,28.2,18.1,32.6,15.8,2.5,2.2,0.5,649,37991,47600,2444,2386,97.6,58,2.4,58,2.4,0,0,0,0,0,0,0,0,0,0,0,0,455
Santa Rosa H S,Santa Rosa ISD,461,448,<100,<50,39,<25,3.1,<25,6.3,Texas,26.2647402,-97.82343,,78593,Cameron County,Santa Rosa,48061,,10301,48061010301,2019,10301,Cameron County,Texas,584,107,226,251,0,3312,718,427,1120,425,177,314,131,18.3,38.7,43,0,21.7,12.9,33.8,12.8,5.3,9.5,4,1604,36391,47342,5342,5013,93.8,329,6.2,329,6.2,0,0,0,0,0,0,0,0,0,0,0,0,461
South Texas Business Education & T,South Texas ISD,534,505,<150,<150,95.2,<50,20.7,<50,35,Texas,27.6648274,-98.4842465,,N/A,Duval County,N/A,48131,,950500,48131950500,2019,950500,Duval County,Texas,502,64,288,150,0,2222,369,209,596,702,97,157,92,12.7,57.4,29.9,0,16.6,9.4,26.8,31.6,4.4,7.1,4.1,1085,51060,62874,3652,3556,97.4,96,2.6,96,2.6,0,0,0,0,0,0,0,0,0,0,0,0,534
South Texas Academy For Medical Pr,South Texas ISD,518,501,175,177,100,20,11.3,58,32.8,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2019,10700,Bowie County,Texas,363,105,112,146,0,3279,46,193,697,1005,513,552,273,28.9,30.9,40.2,0,1.4,5.9,21.3,30.6,15.6,16.8,8.3,2127,44888,59578,4893,454,9.3,4439,90.7,2413,49.3,1886,38.5,0,0,0,0,0,0,0,0,140,2.9,518
South Texas H S For Health Profess,South Texas ISD,571,539,<175,<175,98.1,<50,29.5,<100,52.6,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2019,10700,Bowie County,Texas,363,105,112,146,0,3279,46,193,697,1005,513,552,273,28.9,30.9,40.2,0,1.4,5.9,21.3,30.6,15.6,16.8,8.3,2127,44888,59578,4893,454,9.3,4439,90.7,2413,49.3,1886,38.5,0,0,0,0,0,0,0,0,140,2.9,571
The Science Academy Of South Texas,South Texas ISD,615,615,160,144,90,91,63.2,116,80.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,615
Pittsburg H S,Pittsburg ISD,503,496,<150,<50,26,<25,5.3,<25,26.3,Texas,33.0042843,-94.9742585,300 North Texas Street,75686,Camp County,Pittsburg,48063,"300 North Texas Street, Pittsburg, Texas, 75686",950200,48063950200,2019,950200,Camp County,Texas,481,0,348,133,0,3045,310,147,1092,720,122,449,205,0,72.3,27.7,0,10.2,4.8,35.9,23.6,4,14.7,6.7,1722,49453,52308,4908,1524,31.1,3384,68.9,1917,39.1,1376,28,8,0.2,0,0,0,0,0,0,83,1.7,503
Groom School,Groom ISD,500,480,<25,<25,20,<25,33.3,<25,33.3,Texas,35.2047437,-101.1109464,304 West 3rd Street,79039,Carson County,Groom,48065,"304 West 3rd Street, Groom, Texas, 79039",950100,48065950100,2019,950100,Carson County,Texas,136,58,45,33,0,1473,35,127,491,460,115,165,80,42.6,33.1,24.3,0,2.4,8.6,33.3,31.2,7.8,11.2,5.4,852,70521,82864,2065,151,7.3,1914,92.7,1885,91.3,11,0.5,0,0,13,0.6,0,0,0,0,5,0.2,500
Panhandle H S,Panhandle ISD,491,497,55,49,89.1,7,14.3,17,34.7,Texas,35.2846627,-101.4339148,,N/A,Carson County,N/A,48065,,950200,48065950200,2019,950200,Carson County,Texas,313,56,128,103,26,2647,10,68,739,720,205,627,278,17.9,40.9,32.9,8.3,0.4,2.6,27.9,27.2,7.7,23.7,10.5,1480,75167,91609,3892,458,11.8,3434,88.2,3199,82.2,54,1.4,161,4.1,5,0.1,0,0,1,0,14,0.4,491
White Deer H S,White Deer ISD,535,500,<25,<25,14.3,<25,,<25,50,Texas,35.5225914,-101.207047,,N/A,Carson County,N/A,48065,,950100,48065950100,2019,950100,Carson County,Texas,136,58,45,33,0,1473,35,127,491,460,115,165,80,42.6,33.1,24.3,0,2.4,8.6,33.3,31.2,7.8,11.2,5.4,852,70521,82864,2065,151,7.3,1914,92.7,1885,91.3,11,0.5,0,0,13,0.6,0,0,0,0,5,0.2,535
Atlanta H S,Atlanta ISD,,,<125,<25,0.9,<25,,<25,,Texas,33.1221615,-94.1455323,705 Rabbit Boulevard,75551,Cass County,Atlanta,48067,"705 Rabbit Boulevard, Atlanta, Texas, 75551",950400,48067950400,2019,950400,Cass County,Texas,284,42,133,69,40,3831,104,398,1212,843,228,687,359,14.8,46.8,24.3,14.1,2.7,10.4,31.6,22,6,17.9,9.4,2018,45859,60218,5344,308,5.8,5036,94.2,2729,51.1,1997,37.4,0,0,145,2.7,0,0,0,0,165,3.1,0
Hughes Springs H S,Hughes Springs ISD,550,555,<100,<25,2.5,<25,,<25,100,Texas,33.006324,-94.635307,871 Taylor Street,75656,Cass County,Hughes Springs,48067,"871 Taylor Street, Hughes Springs, Texas, 75656",950700,48067950700,2019,950700,Cass County,Texas,448,48,210,180,10,3275,186,318,1442,641,214,338,136,10.7,46.9,40.2,2.2,5.7,9.7,44,19.6,6.5,10.3,4.2,1918,45227,53245,5016,559,11.1,4457,88.9,3686,73.5,739,14.7,7,0.1,0,0,0,0,12,0.2,13,0.3,550
Linden-Kildare H S,Linden-Kildare CISD,685,605,<50,<25,4.5,<25,100,<25,100,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2019,10700,Bowie County,Texas,363,105,112,146,0,3279,46,193,697,1005,513,552,273,28.9,30.9,40.2,0,1.4,5.9,21.3,30.6,15.6,16.8,8.3,2127,44888,59578,4893,454,9.3,4439,90.7,2413,49.3,1886,38.5,0,0,0,0,0,0,0,0,140,2.9,685
Queen City H S,Queen City ISD,,,<100,<25,1.2,<25,,<25,,Texas,33.2115561,-94.1718542,,N/A,Cass County,N/A,48067,,950102,48067950102,2019,950102,Cass County,Texas,215,30,11,174,0,2014,90,210,936,243,166,215,154,14,5.1,80.9,0,4.5,10.4,46.5,12.1,8.2,10.7,7.6,1117,68657,70334,2866,19,0.7,2847,99.3,2629,91.7,218,7.6,0,0,0,0,0,0,0,0,0,0,0
Dimmitt H S,Dimmitt ISD,,,<75,<25,1.4,<25,100,<25,100,Texas,34.5434376,-102.3301268,1405 Western Circle Drive,79027,Castro County,Dimmitt,48069,"1405 Western Circle Drive, Dimmitt, Texas, 79027",950200,48069950200,2019,950200,Castro County,Texas,445,147,208,90,0,2573,380,196,970,551,92,295,89,33,46.7,20.2,0,14.8,7.6,37.7,21.4,3.6,11.5,3.5,1469,42750,59249,4119,2980,72.3,1139,27.7,993,24.1,43,1,30,0.7,41,1,0,0,5,0.1,27,0.7,0
Nazareth School,Nazareth ISD,,,<25,<25,4.8,<25,100,<25,100,Texas,34.5442668,-102.1004853,101 South 1st Street,79063,Castro County,Nazareth,48069,"101 South 1st Street, Nazareth, Texas, 79063",950100,48069950100,2019,950100,Castro County,Texas,68,8,60,0,0,871,115,57,190,183,79,170,77,11.8,88.2,0,0,13.2,6.5,21.8,21,9.1,19.5,8.8,431,92188,102355,1270,391,30.8,879,69.2,820,64.6,0,0,0,0,0,0,0,0,0,0,59,4.6,0
Anahuac H S,Anahuac ISD,510,500,<100,<50,51.3,<25,10.3,<25,28.2,Texas,29.7714507,-94.6763066,201 Kansas Avenue South,77514,Chambers County,Anahuac,48071,"201 Kansas Avenue South, Anahuac, Texas, 77514",710300,48071710300,2019,710300,Chambers County,Texas,188,20,18,150,0,1778,95,40,637,589,173,164,80,10.6,9.6,79.8,0,5.3,2.2,35.8,33.1,9.7,9.2,4.5,1007,80208,83844,2602,182,7,2420,93,2119,81.4,290,11.1,5,0.2,6,0.2,0,0,0,0,0,0,510
Barbers Hill H S,Barbers Hill ISD,585,583,355,102,28.7,49,48,74,72.5,Texas,29.8435569,-94.8521234,10300 Eagle Drive,77580,Chambers County,Mont Belvieu,48071,"10300 Eagle Drive, Mont Belvieu, Texas, 77580",710100,48071710100,2019,710100,Chambers County,Texas,534,40,277,100,117,5861,119,226,1336,1834,667,1322,357,7.5,51.9,18.7,21.9,2,3.9,22.8,31.3,11.4,22.6,6.1,3076,112891,126437,8832,1161,13.1,7671,86.9,6825,77.3,538,6.1,26,0.3,106,1.2,0,0,0,0,176,2,585
East Chambers H S,East Chambers ISD,534,509,<100,<50,43.4,<25,23.3,<25,39.5,Texas,29.8043772,-94.3806848,217 School Road,77665,Chambers County,Winnie,48071,"217 School Road, Winnie, Texas, 77665",710401,48071710401,2019,710401,Chambers County,Texas,763,0,537,188,38,3585,302,221,1373,911,139,378,261,0,70.4,24.6,5,8.4,6.2,38.3,25.4,3.9,10.5,7.3,1906,42692,68900,5680,864,15.2,4816,84.8,4436,78.1,229,4,5,0.1,41,0.7,0,0,0,0,105,1.8,534
Alto H S,Alto ISD,457,455,<75,<25,23.1,<25,,<25,16.7,Texas,31.6597984,-95.0740662,244 County Road 2429,75925,Cherokee County,Alto,48073,"244 County Road 2429, Alto, Texas, 75925",951000,48073951000,2019,951000,Cherokee County,Texas,455,84,330,41,0,1967,162,137,567,614,188,223,76,18.5,72.5,9,0,8.2,7,28.8,31.2,9.6,11.3,3.9,1218,42215,52453,3158,522,16.5,2636,83.5,1667,52.8,889,28.2,0,0,30,0.9,0,0,14,0.4,36,1.1,457
Jacksonville H S,Jacksonville ISD,549,574,<275,<25,5.6,<25,26.7,<25,60,Texas,31.9531013,-95.2507903,1210 Corinth Road,75766,Cherokee County,Jacksonville,48073,"1210 Corinth Road, Jacksonville, Texas, 75766",950600,48073950600,2019,950600,Cherokee County,Texas,137,0,69,61,7,3931,365,360,743,939,429,588,507,0,50.4,44.5,5.1,9.3,9.2,18.9,23.9,10.9,15,12.9,2231,49712,61331,5779,1883,32.6,3896,67.4,3388,58.6,507,8.8,0,0,1,0,0,0,0,0,0,0,549
Rusk H S,Rusk ISD,534,520,<150,<25,14.3,<25,15,<25,45,Texas,31.7803623,-95.1436415,800 Salem Road,75785,Cherokee County,Rusk,48073,"800 Salem Road, Rusk, Texas, 75785",950801,48073950801,2019,950801,Cherokee County,Texas,476,55,169,177,75,2538,151,223,839,762,245,219,99,11.6,35.5,37.2,15.8,5.9,8.8,33.1,30,9.7,8.6,3.9,1581,50117,62052,3941,584,14.8,3357,85.2,2998,76.1,183,4.6,0,0,70,1.8,0,0,0,0,106,2.7,534
New Summerfield School,New Summerfield ISD,,,<50,<25,2.5,<25,,<25,,Texas,31.9803316,-95.0951012,13307 Texas 110,75766,Cherokee County,Jacksonville,48073,"13307 Texas 110, Jacksonville, Texas, 75766",950100,48073950100,2019,950100,Cherokee County,Texas,396,23,218,155,0,2629,243,243,891,699,222,226,105,5.8,55.1,39.1,0,9.2,9.2,33.9,26.6,8.4,8.6,4,1499,54089,71575,4108,1284,31.3,2824,68.7,2533,61.7,224,5.5,49,1.2,0,0,0,0,0,0,18,0.4,0
Wells H S,Wells ISD,530,500,<50,<25,48.1,<25,7.7,<25,38.5,Texas,31.4881897,-94.9382793,160 Rusk Avenue,75976,Cherokee County,Wells,48073,"160 Rusk Avenue, Wells, Texas, 75976",951100,48073951100,2019,951100,Cherokee County,Texas,164,48,39,77,0,1294,103,181,393,294,107,120,96,29.3,23.8,47,0,8,14,30.4,22.7,8.3,9.3,7.4,685,63490,92087,2133,109,5.1,2024,94.9,1800,84.4,158,7.4,0,0,0,0,0,0,0,0,66,3.1,530
Childress H S,Childress ISD,583,513,<100,<25,5.1,<25,25,<25,25,Texas,34.4342945,-100.2099044,800 Avenue J Northwest,79201,Childress County,Childress,48075,"800 Avenue J Northwest, Childress, Texas, 79201",950200,48075950200,2019,950200,Childress County,Texas,175,0,64,111,0,3346,164,467,1286,661,116,529,123,0,36.6,63.4,0,4.9,14,38.4,19.8,3.5,15.8,3.7,1940,42748,61203,4648,1815,39,2833,61,2729,58.7,89,1.9,0,0,0,0,0,0,0,0,15,0.3,583
Henrietta H S,Henrietta ISD,542,503,61,30,49.2,5,16.7,14,46.7,Texas,33.8198172,-98.1786699,1700 East Crafton Street,76365,Clay County,Henrietta,48077,"1700 East Crafton Street, Henrietta, Texas, 76365",30200,48077030200,2019,30200,Clay County,Texas,231,33,66,114,18,2155,155,77,605,584,122,426,186,14.3,28.6,49.4,7.8,7.2,3.6,28.1,27.1,5.7,19.8,8.6,1296,49808,67626,3095,35,1.1,3060,98.9,2926,94.5,13,0.4,31,1,17,0.5,0,0,0,0,73,2.4,542
Petrolia Junior High/High School,Petrolia CISD,495,457,<50,<25,46.7,<25,7.1,<25,14.3,Texas,34.0108329,-98.2273039,701 South Prairie Avenue,76377,Clay County,Petrolia,48077,"701 South Prairie Avenue, Petrolia, Texas, 76377",30301,48077030301,2019,30301,Clay County,Texas,263,41,96,111,15,3332,184,150,1182,788,367,480,181,15.6,36.5,42.2,5.7,5.5,4.5,35.5,23.6,11,14.4,5.4,1725,67120,81907,4420,466,10.5,3954,89.5,3744,84.7,0,0,28,0.6,72,1.6,0,0,0,0,110,2.5,495
Bellevue School,Bellevue ISD,496,510,<25,<25,100,<25,7.7,<25,15.4,Texas,33.6309188,-98.0158909,500 7th Street,76228,Clay County,Bellevue,48077,"500 7th Street, Bellevue, Texas, 76228",30302,48077030302,2019,30302,Clay County,Texas,219,24,77,113,5,2139,35,90,871,508,107,405,123,11,35.2,51.6,2.3,1.6,4.2,40.7,23.7,5,18.9,5.8,1138,65625,75584,2929,181,6.2,2748,93.8,2636,90,46,1.6,5,0.2,0,0,0,0,0,0,61,2.1,496
Midway School,Midway ISD,590,537,<25,<25,30,<25,33.3,<25,66.7,Texas,33.6282997,-98.201126,12142 Texas 148,76365,Clay County,Henrietta,48077,"12142 Texas 148, Henrietta, Texas, 76365",30302,48077030302,2019,30302,Clay County,Texas,219,24,77,113,5,2139,35,90,871,508,107,405,123,11,35.2,51.6,2.3,1.6,4.2,40.7,23.7,5,18.9,5.8,1138,65625,75584,2929,181,6.2,2748,93.8,2636,90,46,1.6,5,0.2,0,0,0,0,0,0,61,2.1,590
Bronte ISD,Bronte ISD,557,540,<50,<25,11.5,<25,66.7,<25,66.7,Texas,31.8913234,-100.3048897,,N/A,Coke County,N/A,48081,,950100,48081950100,2019,950100,Coke County,Texas,63,13,4,13,33,1150,72,122,421,267,83,102,83,20.6,6.3,20.6,52.4,6.3,10.6,36.6,23.2,7.2,8.9,7.2,759,47708,58043,1584,354,22.3,1230,77.7,1178,74.4,34,2.1,4,0.3,0,0,0,0,0,0,14,0.9,557
Robert Lee H S,Robert Lee ISD,573,563,<25,<25,21.1,<25,50,<25,75,Texas,31.9013605,-100.4863796,1323 Hamilton Street,76945,Coke County,Robert Lee,48081,"1323 Hamilton Street, Robert Lee, Texas, 76945",950200,48081950200,2019,950200,Coke County,Texas,50,2,5,43,0,1329,141,82,404,296,41,240,125,4,10,86,0,10.6,6.2,30.4,22.3,3.1,18.1,9.4,866,40341,61989,1714,373,21.8,1341,78.2,1283,74.9,3,0.2,41,2.4,0,0,0,0,0,0,14,0.8,573
Coleman H S,Coleman ISD,519,520,<75,<25,13.7,<25,,<25,42.9,Texas,31.8093534,-99.4246267,201 West 15th Street,76834,Coleman County,Coleman,48083,"201 West 15th Street, Coleman, Texas, 76834",950300,48083950300,2019,950300,Coleman County,Texas,308,86,106,68,48,3115,207,283,1314,866,133,231,81,27.9,34.4,22.1,15.6,6.6,9.1,42.2,27.8,4.3,7.4,2.6,1807,45226,53592,4521,1099,24.3,3422,75.7,3170,70.1,68,1.5,0,0,0,0,0,0,0,0,184,4.1,519
Santa Anna Secondary,Santa Anna ISD,544,555,<25,<25,92.9,<25,30.8,<25,46.2,Texas,31.6062464,-99.3229213,,N/A,Coleman County,N/A,48083,,950700,48083950700,2019,950700,Coleman County,Texas,114,4,55,25,30,1840,107,81,554,543,168,286,101,3.5,48.2,21.9,26.3,5.8,4.4,30.1,29.5,9.1,15.5,5.5,1059,54205,87064,2488,241,9.7,2247,90.3,2050,82.4,100,4,61,2.5,19,0.8,0,0,0,0,17,0.7,544
Panther Creek School,Panther Creek CISD,,,<25,<25,6.7,<25,,<25,,Texas,31.6380317,-99.5533744,129 Private Road 3421,76884,Coleman County,Valera,48083,"129 Private Road 3421, Valera, Texas, 76884",950700,48083950700,2019,950700,Coleman County,Texas,114,4,55,25,30,1840,107,81,554,543,168,286,101,3.5,48.2,21.9,26.3,5.8,4.4,30.1,29.5,9.1,15.5,5.5,1059,54205,87064,2488,241,9.7,2247,90.3,2050,82.4,100,4,61,2.5,19,0.8,0,0,0,0,17,0.7,0
Imagine International Academy Of N,Imagine International Academy Of N,646,646,<50,<75,100,<50,82,<50,94,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2019,950100,Runnels County,Texas,94,45,31,18,0,925,49,26,298,206,66,252,28,47.9,33,19.1,0,5.3,2.8,32.2,22.3,7.1,27.2,3,518,58182,84798,1210,172,14.2,1038,85.8,978,80.8,32,2.6,0,0,0,0,0,0,0,0,28,2.3,646
Allen H S,Allen ISD,602,609,"<1,650","<1,150",69.8,<675,57.3,<900,77,Texas,33.1096637,-96.6607591,300 Rivercrest Boulevard,75002,Collin County,Allen,48085,"300 Rivercrest Boulevard, Allen, Texas, 75002",31508,48085031508,2019,31508,Collin County,Texas,831,5,300,503,23,3603,56,116,729,1031,177,1175,319,0.6,36.1,60.5,2.8,1.6,3.2,20.2,28.6,4.9,32.6,8.9,1959,90959,104613,5932,557,9.4,5375,90.6,4081,68.8,479,8.1,0,0,713,12,0,0,0,0,102,1.7,602
Lowery Freshman Center,Allen ISD,695,745,<25,<25,,<25,100,<25,100,Texas,33.1050395,-96.6573491,368 North Greenville Avenue,75002,Collin County,Allen,48085,"368 North Greenville Avenue, Allen, Texas, 75002",31508,48085031508,2019,31508,Collin County,Texas,831,5,300,503,23,3603,56,116,729,1031,177,1175,319,0.6,36.1,60.5,2.8,1.6,3.2,20.2,28.6,4.9,32.6,8.9,1959,90959,104613,5932,557,9.4,5375,90.6,4081,68.8,479,8.1,0,0,713,12,0,0,0,0,102,1.7,695
Anna H S,Anna ISD,533,518,225,96,42.7,17,17.7,40,41.7,Texas,33.3644776,-96.5620995,1107 West Rosamond Parkway,75409,Collin County,Anna,48085,"1107 West Rosamond Parkway, Anna, Texas, 75409",30204,48085030204,2019,30204,Collin County,Texas,536,0,289,200,47,4482,302,219,1219,211,209,1827,495,0,53.9,37.3,8.8,6.7,4.9,27.2,4.7,4.7,40.8,11,2354,98622,92814,6592,1372,20.8,5220,79.2,4154,63,1001,15.2,0,0,65,1,0,0,0,0,0,0,533
Celina H S,Celina ISD,567,582,203,52,25.6,23,44.2,37,71.2,Texas,33.3664542,-96.7640968,3455 North Preston Road,75009,Collin County,Celina,48085,"3455 North Preston Road, Celina, Texas, 75009",30307,48085030307,2019,30307,Collin County,Texas,774,151,273,271,79,7498,443,99,1202,1789,845,2251,869,19.5,35.3,35,10.2,5.9,1.3,16,23.9,11.3,30,11.6,3546,140000,157070,11777,1711,14.5,10066,85.5,7719,65.5,907,7.7,0,0,705,6,0,0,80,0.7,655,5.6,567
Farmersville H S,Farmersville ISD,537,522,122,52,42.6,11,21.2,23,44.2,Texas,33.1686359,-96.3694557,499 South State Highway 78,75442,Collin County,Farmersville,48085,"499 South State Highway 78, Farmersville, Texas, 75442",31102,48085031102,2019,31102,Collin County,Texas,338,9,269,60,0,3555,125,235,1383,1065,277,357,113,2.7,79.6,17.8,0,3.5,6.6,38.9,30,7.8,10,3.2,1642,87902,106184,5239,1441,27.5,3798,72.5,3553,67.8,182,3.5,0,0,19,0.4,0,0,0,0,44,0.8,537
Frisco H S,Frisco ISD,610,612,<375,<225,55.8,<150,62.6,<175,76.8,Texas,33.1318088,-96.8215283,6401 Parkwood Boulevard,75034,Collin County,Frisco,48085,"6401 Parkwood Boulevard, Frisco, Texas, 75034",30406,48085030406,2019,30406,Collin County,Texas,678,79,353,146,100,3181,250,71,402,682,351,797,628,11.7,52.1,21.5,14.7,7.9,2.2,12.6,21.4,11,25.1,19.7,2079,53417,114393,4951,1812,36.6,3139,63.4,1845,37.3,443,8.9,0,0,734,14.8,16,0.3,0,0,101,2,610
Centennial H S,Frisco ISD,603,608,521,360,69.1,210,58.3,278,77.2,Texas,33.1365728,-96.7695583,6901 Coit Road,75035,Collin County,Frisco,48085,"6901 Coit Road, Frisco, Texas, 75035",30510,48085030510,2019,30510,Collin County,Texas,265,105,85,45,30,2349,19,13,197,489,145,951,535,39.6,32.1,17,11.3,0.8,0.6,8.4,20.8,6.2,40.5,22.8,1183,108906,126975,3752,617,16.4,3135,83.6,1963,52.3,500,13.3,100,2.7,542,14.4,0,0,0,0,30,0.8,603
Wakeland H S,Frisco ISD,605,607,<500,<450,87.2,<275,59.6,<350,78.5,Texas,33.167988,-96.8454854,10700 Legacy Drive,75034,Denton County,Frisco,48121,"10700 Legacy Drive, Frisco, Texas, 75034",21526,48121021526,2019,21526,Denton County,Texas,718,132,118,299,169,4211,20,82,345,800,276,1649,1039,18.4,16.4,41.6,23.5,0.5,1.9,8.2,19,6.6,39.2,24.7,2268,132059,170197,7486,586,7.8,6900,92.2,5267,70.4,301,4,42,0.6,747,10,0,0,0,0,543,7.3,605
Liberty H S,Frisco ISD,631,641,542,465,85.8,321,69,389,83.7,Texas,33.1392208,-96.7426835,15250 Rolater Road,75035,Collin County,Frisco,48085,"15250 Rolater Road, Frisco, Texas, 75035",30511,48085030511,2019,30511,Collin County,Texas,515,85,165,159,106,7720,476,102,486,776,395,2502,2983,16.5,32,30.9,20.6,6.2,1.3,6.3,10.1,5.1,32.4,38.6,3671,164256,208974,12502,1750,14,10752,86,4082,32.7,842,6.7,0,0,5224,41.8,0,0,221,1.8,383,3.1,631
Heritage H S,Frisco ISD,588,584,540,338,62.6,158,46.7,235,69.5,Texas,33.1759703,-96.75492,14040 Eldorado Parkway,75035,Collin County,Frisco,48085,"14040 Eldorado Parkway, Frisco, Texas, 75035",30536,48085030536,2019,30536,Collin County,Texas,309,35,111,114,49,4247,55,147,323,561,98,1823,1240,11.3,35.9,36.9,15.9,1.3,3.5,7.6,13.2,2.3,42.9,29.2,1977,142905,144250,7221,1173,16.2,6048,83.8,2200,30.5,736,10.2,224,3.1,2566,35.5,0,0,76,1.1,246,3.4,588
Lone Star H S,Frisco ISD,577,565,526,384,73,156,40.6,236,61.5,Texas,33.1909853,-96.8671153,2606 Panther Creek Parkway,75033,Denton County,Frisco,48121,"2606 Panther Creek Parkway, Frisco, Texas, 75033",20109,48121020109,2019,20109,Denton County,Texas,397,19,67,243,68,4068,47,6,334,456,300,1849,1076,4.8,16.9,61.2,17.1,1.2,0.1,8.2,11.2,7.4,45.5,26.5,2027,170644,223710,7227,464,6.4,6763,93.6,4622,64,475,6.6,0,0,1353,18.7,0,0,0,0,313,4.3,577
Independence H S,Frisco ISD,609,613,503,388,77.1,221,57,282,72.7,Texas,33.1645577,-96.7511509,10555 Independence Parkway,75035,Collin County,Frisco,48085,"10555 Independence Parkway, Frisco, Texas, 75035",30518,48085030518,2019,30518,Collin County,Texas,378,8,79,201,90,5101,33,0,486,336,129,2177,1940,2.1,20.9,53.2,23.8,0.6,0,9.5,6.6,2.5,42.7,38,2398,177308,193222,9052,369,4.1,8683,95.9,3645,40.3,434,4.8,156,1.7,3974,43.9,0,0,0,0,474,5.2,609
