School Name,District Name,Reading/Writing Score,Math Score,Tests Taken,# Students SAT ELA Participation,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage)
Meridian High School,Meridian CUSD 15,468.0,435.9,75.0,75.0,Illinois,39.7028054,-88.99690489999999,728 South Wall Street,62544,Macon County,Macon,17115,"728 South Wall Street, Macon, Illinois, 62544",002602,17115002602,2023.0,2602.0,Macon County,Illinois,85.0,14.0,22.0,49.0,0.0,1339.0,20.0,32.0,565.0,281.0,133.0,202.0,106.0,16.5,25.9,57.6,0.0,1.5,2.4,42.2,21.0,9.9,15.1,7.9,748.0,81538.0,112910.0,1851.0,11.0,0.6,1840.0,99.4,1789.0,96.7,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.5,22.0,1.2
Eisenhower High School,Decatur SD 61,417.4,389.9,186.0,187.0,Illinois,39.8292995,-88.93467270000001,1200 South 16th Street,62521,Macon County,Decatur,17115,"1200 South 16th Street, Decatur, Illinois, 62521",001200,17115001200,2023.0,1200.0,Macon County,Illinois,295.0,99.0,125.0,71.0,0.0,1882.0,55.0,72.0,635.0,577.0,139.0,300.0,104.0,33.6,42.4,24.1,0.0,2.9,3.8,33.7,30.7,7.4,15.9,5.5,1202.0,64104.0,72384.0,2939.0,111.0,3.8,2828.0,96.2,1851.0,63.0,748.0,25.5,2.0,0.1,0.0,0.0,51.0,1.7,87.0,3.0,89.0,3.0
MacArthur High School,Decatur SD 61,427.7,391.1,251.0,251.0,Illinois,39.8537301,-88.9792341,1499 West Grand Avenue,62522,Macon County,Decatur,17115,"1499 West Grand Avenue, Decatur, Illinois, 62522",001700,17115001700,2023.0,1700.0,Macon County,Illinois,170.0,20.0,109.0,41.0,0.0,1453.0,65.0,21.0,705.0,261.0,84.0,267.0,50.0,11.8,64.1,24.1,0.0,4.5,1.4,48.5,18.0,5.8,18.4,3.4,791.0,60898.0,80755.0,2014.0,96.0,4.8,1918.0,95.2,1259.0,62.5,518.0,25.7,0.0,0.0,6.0,0.3,0.0,0.0,36.0,1.8,99.0,4.9
Bement High School,Bement CUSD 5,497.8,454.4,18.0,18.0,Illinois,39.9215545,-88.56894679999999,201 South Champaign Street,61813,Piatt County,Bement,17147,"201 South Champaign Street, Bement, Illinois, 61813",954700,17147954700,2023.0,954700.0,Piatt County,Illinois,252.0,42.0,167.0,43.0,0.0,2216.0,22.0,68.0,1013.0,483.0,220.0,296.0,114.0,16.7,66.3,17.1,0.0,1.0,3.1,45.7,21.8,9.9,13.4,5.1,1322.0,72667.0,82116.0,3191.0,35.0,1.1,3156.0,98.9,3103.0,97.2,26.0,0.8,0.0,0.0,6.0,0.2,0.0,0.0,4.0,0.1,17.0,0.5
Monticello High School,Monticello CUSD 25,523.6,499.5,102.0,102.0,Illinois,40.0194996,-88.57189029999999,1 Sage Drive,61856,Piatt County,Monticello,17147,"1 Sage Drive, Monticello, Illinois, 61856",954600,17147954600,2023.0,954600.0,Piatt County,Illinois,325.0,0.0,132.0,82.0,111.0,5045.0,9.0,211.0,1411.0,839.0,653.0,1330.0,592.0,0.0,40.6,25.2,34.2,0.2,4.2,28.0,16.6,12.9,26.4,11.7,2843.0,92553.0,100598.0,6702.0,93.0,1.4,6609.0,98.6,6359.0,94.9,207.0,3.1,0.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,20.0,0.3
Deland-Weldon High School,Deland-Weldon CUSD 57,444.5,391.8,11.0,11.0,Illinois,40.1282691,-88.6867599,304 Illinois 10,61839,Piatt County,De Land,17147,"304 Illinois 10, De Land, Illinois, 61839",954500,17147954500,2023.0,954500.0,Piatt County,Illinois,362.0,28.0,172.0,147.0,15.0,2926.0,9.0,111.0,889.0,649.0,257.0,589.0,422.0,7.7,47.5,40.6,4.1,0.3,3.8,30.4,22.2,8.8,20.1,14.4,1672.0,97713.0,141488.0,4210.0,110.0,2.6,4100.0,97.4,3947.0,93.8,17.0,0.4,1.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,132.0,3.1
Calhoun High School,Calhoun CUSD 40,441.7,433.0,30.0,30.0,Illinois,39.1771466,-90.61330989999999,102 Calhoun Drive,62047,Calhoun County,Hardin,17013,"102 Calhoun Drive, Hardin, Illinois, 62047",951200,17013951200,2023.0,951200.0,Calhoun County,Illinois,159.0,10.0,55.0,76.0,18.0,1619.0,27.0,134.0,565.0,360.0,323.0,148.0,62.0,6.3,34.6,47.8,11.3,1.7,8.3,34.9,22.2,20.0,9.1,3.8,573.0,84375.0,90270.0,2206.0,33.0,1.5,2173.0,98.5,2073.0,94.0,16.0,0.7,3.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,80.0,3.6
Brussels High School,Brussels CUSD 42,506.0,490.0,10.0,10.0,Illinois,38.9472323,-90.5879739,155 School Street,62013,Calhoun County,Brussels,17013,"155 School Street, Brussels, Illinois, 62013",951300,17013951300,2023.0,951300.0,Calhoun County,Illinois,215.0,21.0,50.0,139.0,5.0,1516.0,14.0,32.0,479.0,270.0,355.0,267.0,99.0,9.8,23.3,64.7,2.3,0.9,2.1,31.6,17.8,23.4,17.6,6.5,649.0,101250.0,118779.0,2200.0,9.0,0.4,2191.0,99.6,2106.0,95.7,29.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,51.0,2.3
Carrollton High School,Carrollton CUSD 1,437.0,453.6,44.0,44.0,Illinois,39.2938653,-90.4027052,950 3rd Street,62016,Greene County,Carrollton,17061,"950 3rd Street, Carrollton, Illinois, 62016",974000,17061974000,2023.0,974000.0,Greene County,Illinois,302.0,34.0,187.0,76.0,5.0,2326.0,64.0,121.0,899.0,527.0,269.0,337.0,109.0,11.3,61.9,25.2,1.7,2.8,5.2,38.7,22.7,11.6,14.5,4.7,1328.0,60949.0,80051.0,3320.0,47.0,1.4,3273.0,98.6,3139.0,94.5,14.0,0.4,0.0,0.0,30.0,0.9,0.0,0.0,0.0,0.0,90.0,2.7
North Greene Jr/Sr High Sch,North Greene CUSD 3,449.6,436.6,51.0,51.0,Illinois,39.43704109999999,-90.40082459999999,250 East Sherman Street,62092,Greene County,White Hall,17061,"250 East Sherman Street, White Hall, Illinois, 62092",973900,17061973900,2023.0,973900.0,Greene County,Illinois,132.0,11.0,70.0,42.0,9.0,1606.0,26.0,188.0,809.0,311.0,65.0,104.0,103.0,8.3,53.0,31.8,6.8,1.6,11.7,50.4,19.4,4.0,6.5,6.4,840.0,52685.0,67680.0,2354.0,0.0,0.0,2354.0,100.0,2281.0,96.9,12.0,0.5,0.0,0.0,2.0,0.1,0.0,0.0,3.0,0.1,56.0,2.4
Greenfield High School,Greenfield CUSD 10,451.8,444.2,38.0,38.0,Illinois,39.3432015,-90.2086588,502 East Street,62044,Greene County,Greenfield,17061,"502 East Street, Greenfield, Illinois, 62044",973600,17061973600,2023.0,973600.0,Greene County,Illinois,195.0,40.0,69.0,72.0,14.0,2131.0,43.0,139.0,964.0,409.0,215.0,240.0,121.0,20.5,35.4,36.9,7.2,2.0,6.5,45.2,19.2,10.1,11.3,5.7,1014.0,71500.0,98312.0,2981.0,51.0,1.7,2930.0,98.3,2814.0,94.4,55.0,1.8,7.0,0.2,5.0,0.2,0.0,0.0,0.0,0.0,49.0,1.6
Jersey Comm High School,Jersey CUSD 100,486.0,470.3,203.0,203.0,Illinois,39.12583610000001,-90.328536,801 North State Street,62052,Jersey County,Jerseyville,17083,"801 North State Street, Jerseyville, Illinois, 62052",010100,17083010100,2023.0,10100.0,Jersey County,Illinois,424.0,0.0,251.0,81.0,92.0,3694.0,166.0,233.0,1582.0,549.0,454.0,476.0,234.0,0.0,59.2,19.1,21.7,4.5,6.3,42.8,14.9,12.3,12.9,6.3,1903.0,61250.0,78773.0,5395.0,33.0,0.6,5362.0,99.4,5295.0,98.1,9.0,0.2,0.0,0.0,6.0,0.1,13.0,0.2,0.0,0.0,39.0,0.7
Carlinville High School,Carlinville CUSD 1,490.1,484.4,75.0,75.0,Illinois,39.2793381,-89.89293529999999,829 West Main Street,62626,Macoupin County,Carlinville,17117,"829 West Main Street, Carlinville, Illinois, 62626",956400,17117956400,2023.0,956400.0,Macoupin County,Illinois,396.0,13.0,165.0,72.0,146.0,3821.0,135.0,614.0,1197.0,591.0,485.0,563.0,236.0,3.3,41.7,18.2,36.9,3.5,16.1,31.3,15.5,12.7,14.7,6.2,2164.0,53781.0,70515.0,5320.0,178.0,3.3,5142.0,96.7,4738.0,89.1,142.0,2.7,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,258.0,4.8
Northwestern High School,Northwestern CUSD 2,472.4,432.0,25.0,25.0,Illinois,39.4464216,-89.9931476,30889 Illinois 111,62674,Macoupin County,Palmyra,17117,"30889 Illinois 111, Palmyra, Illinois, 62674",956200,17117956200,2023.0,956200.0,Macoupin County,Illinois,160.0,1.0,126.0,33.0,0.0,1825.0,66.0,113.0,846.0,352.0,135.0,254.0,59.0,0.6,78.8,20.6,0.0,3.6,6.2,46.4,19.3,7.4,13.9,3.2,957.0,59912.0,75437.0,2427.0,4.0,0.2,2423.0,99.8,2350.0,96.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,3.0
Mt Olive High School,Mount Olive CUSD 5,439.4,429.4,17.0,17.0,Illinois,39.0715972,-89.7384359,804 West Main Street,62069,Macoupin County,Mount Olive,17117,"804 West Main Street, Mount Olive, Illinois, 62069",957100,17117957100,2023.0,957100.0,Macoupin County,Illinois,248.0,24.0,122.0,102.0,0.0,2003.0,9.0,108.0,746.0,405.0,343.0,256.0,136.0,9.7,49.2,41.1,0.0,0.4,5.4,37.2,20.2,17.1,12.8,6.8,1201.0,60989.0,87443.0,2830.0,11.0,0.4,2819.0,99.6,2732.0,96.5,19.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2.4
Staunton High School,Staunton CUSD 6,492.5,463.5,97.0,97.0,Illinois,39.0184376,-89.79522999999999,801 North Deneen Street,62088,Macoupin County,Staunton,17117,"801 North Deneen Street, Staunton, Illinois, 62088",957200,17117957200,2023.0,957200.0,Macoupin County,Illinois,309.0,65.0,108.0,97.0,39.0,3268.0,48.0,144.0,1377.0,873.0,168.0,538.0,120.0,21.0,35.0,31.4,12.6,1.5,4.4,42.1,26.7,5.1,16.5,3.7,2008.0,63074.0,69510.0,4329.0,14.0,0.3,4315.0,99.7,4062.0,93.8,13.0,0.3,0.0,0.0,79.0,1.8,0.0,0.0,0.0,0.0,161.0,3.7
Gillespie High School,Gillespie CUSD 7,472.9,454.8,58.0,58.0,Illinois,39.1286642,-89.82632690000001,612 Broadway Street,62033,Macoupin County,Gillespie,17117,"612 Broadway Street, Gillespie, Illinois, 62033",956900,17117956900,2023.0,956900.0,Macoupin County,Illinois,253.0,54.0,89.0,110.0,0.0,2451.0,13.0,158.0,1069.0,619.0,126.0,332.0,134.0,21.3,35.2,43.5,0.0,0.5,6.4,43.6,25.3,5.1,13.5,5.5,1456.0,75559.0,83554.0,3476.0,37.0,1.1,3439.0,98.9,3204.0,92.2,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,10.0,0.3,222.0,6.4
Bunker Hill High School,Bunker Hill CUSD 8,438.8,400.0,33.0,33.0,Illinois,39.0400055,-89.96069659999999,314 South Meissner Street,62014,Macoupin County,Bunker Hill,17117,"314 South Meissner Street, Bunker Hill, Illinois, 62014",956700,17117956700,2023.0,956700.0,Macoupin County,Illinois,362.0,11.0,193.0,81.0,77.0,2565.0,84.0,131.0,1107.0,508.0,362.0,252.0,121.0,3.0,53.3,22.4,21.3,3.3,5.1,43.2,19.8,14.1,9.8,4.7,1269.0,81250.0,106434.0,3769.0,122.0,3.2,3647.0,96.8,3266.0,86.7,265.0,7.0,0.0,0.0,21.0,0.6,0.0,0.0,0.0,0.0,95.0,2.5
Southwestern High School,Southwestern CUSD 9,467.2,452.4,78.0,78.0,Illinois,39.1194911,-90.14037599999999,8226 Illinois 111,62079,Macoupin County,Piasa,17117,"8226 Illinois 111, Piasa, Illinois, 62079",956600,17117956600,2023.0,956600.0,Macoupin County,Illinois,370.0,35.0,111.0,161.0,63.0,3225.0,43.0,194.0,1267.0,689.0,404.0,465.0,163.0,9.5,30.0,43.5,17.0,1.3,6.0,39.3,21.4,12.5,14.4,5.1,1695.0,80234.0,93139.0,4732.0,82.0,1.7,4650.0,98.3,4574.0,96.7,21.0,0.4,14.0,0.3,0.0,0.0,0.0,0.0,20.0,0.4,21.0,0.4
North Mac High School,North Mac CUSD 34,467.2,426.0,76.0,76.0,Illinois,40.6331249,-89.3985283,,N/A,Tazewell County,N/A,17179,,021701,17179021701,2023.0,21701.0,Tazewell County,Illinois,389.0,34.0,157.0,153.0,45.0,3996.0,14.0,93.0,1076.0,1032.0,476.0,912.0,393.0,8.7,40.4,39.3,11.6,0.4,2.3,26.9,25.8,11.9,22.8,9.8,2339.0,101410.0,111230.0,5851.0,44.0,0.8,5807.0,99.2,5709.0,97.6,14.0,0.2,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,74.0,1.3
Roxana Sr High School,Roxana CUSD 1,457.0,445.1,118.0,118.0,Illinois,38.8500517,-90.0752407,323 Chaffer Avenue,62084,Madison County,Roxana,17119,"323 Chaffer Avenue, Roxana, Illinois, 62084",401000,17119401000,2023.0,401000.0,Madison County,Illinois,135.0,38.0,61.0,36.0,0.0,1713.0,8.0,70.0,764.0,371.0,185.0,247.0,68.0,28.1,45.2,26.7,0.0,0.5,4.1,44.6,21.7,10.8,14.4,4.0,1028.0,61364.0,71072.0,2367.0,127.0,5.4,2240.0,94.6,2150.0,90.8,63.0,2.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.1
Triad High School,Triad CUSD 2,515.9,513.3,272.0,272.0,Illinois,41.4947122,-88.7686382,,N/A,LaSalle County,N/A,17099,,962300,17099962300,2023.0,962300.0,LaSalle County,Illinois,498.0,174.0,88.0,201.0,35.0,5528.0,137.0,756.0,1858.0,1265.0,462.0,792.0,258.0,34.9,17.7,40.4,7.0,2.5,13.7,33.6,22.9,8.4,14.3,4.7,2252.0,89089.0,107199.0,7133.0,603.0,8.5,6530.0,91.5,5154.0,72.3,1003.0,14.1,0.0,0.0,127.0,1.8,0.0,0.0,0.0,0.0,246.0,3.4
Highland High School,Highland CUSD 5,499.3,491.8,201.0,201.0,Illinois,38.7562872,-89.67414629999999,12760 Troxler Avenue,62249,Madison County,Highland,17119,"12760 Troxler Avenue, Highland, Illinois, 62249",403601,17119403601,2023.0,403601.0,Madison County,Illinois,128.0,31.0,65.0,32.0,0.0,2883.0,40.0,93.0,712.0,637.0,291.0,710.0,400.0,24.2,50.8,25.0,0.0,1.4,3.2,24.7,22.1,10.1,24.6,13.9,1684.0,93319.0,107781.0,3844.0,164.0,4.3,3680.0,95.7,3466.0,90.2,14.0,0.4,0.0,0.0,44.0,1.1,0.0,0.0,0.0,0.0,156.0,4.1
Edwardsville High School,Edwardsville CUSD 7,527.1,510.3,585.0,585.0,Illinois,38.78875499999999,-89.97524899999999,6161 Center Grove Road,62025,Madison County,Edwardsville,17119,"6161 Center Grove Road, Edwardsville, Illinois, 62025",403001,17119403001,2023.0,403001.0,Madison County,Illinois,955.0,25.0,239.0,589.0,102.0,4526.0,17.0,209.0,1118.0,826.0,372.0,1208.0,776.0,2.6,25.0,61.7,10.7,0.4,4.6,24.7,18.3,8.2,26.7,17.1,2755.0,73867.0,118763.0,6766.0,287.0,4.2,6479.0,95.8,6079.0,89.8,279.0,4.1,12.0,0.2,14.0,0.2,0.0,0.0,0.0,0.0,95.0,1.4
Civic Memorial High School,Bethalto CUSD 8,478.6,445.1,159.0,159.0,Illinois,38.9094921,-90.06320529999999,200 School Street,62010,Madison County,Bethalto,17119,"200 School Street, Bethalto, Illinois, 62010",401721,17119401721,2023.0,401721.0,Madison County,Illinois,569.0,37.0,208.0,226.0,98.0,3668.0,14.0,224.0,1274.0,762.0,424.0,699.0,271.0,6.5,36.6,39.7,17.2,0.4,6.1,34.7,20.8,11.6,19.1,7.4,2252.0,64851.0,82487.0,5534.0,0.0,0.0,5534.0,100.0,5335.0,96.4,75.0,1.4,0.0,0.0,11.0,0.2,0.0,0.0,0.0,0.0,113.0,2.0
Granite City High School,Granite City CUSD 9,452.0,426.0,309.0,346.0,Illinois,38.7179873,-90.1255238,3101 Madison Avenue,62040,Madison County,Granite City,17119,"3101 Madison Avenue, Granite City, Illinois, 62040",400101,17119400101,2023.0,400101.0,Madison County,Illinois,37.0,0.0,25.0,12.0,0.0,1882.0,0.0,154.0,659.0,434.0,283.0,218.0,134.0,0.0,67.6,32.4,0.0,0.0,8.2,35.0,23.1,15.0,11.6,7.1,1111.0,71840.0,78403.0,2603.0,173.0,6.6,2430.0,93.4,2219.0,85.2,175.0,6.7,0.0,0.0,16.0,0.6,0.0,0.0,0.0,0.0,20.0,0.8
Collinsville High School,Collinsville CUSD 10,460.8,437.2,477.0,481.0,Illinois,38.6469424,-90.011673,2201 South Morrison Avenue,62234,St. Clair County,Collinsville,17163,"2201 South Morrison Avenue, Collinsville, Illinois, 62234",503412,17163503412,2023.0,503412.0,St. Clair County,Illinois,313.0,80.0,64.0,156.0,13.0,4406.0,147.0,186.0,1100.0,1085.0,596.0,667.0,625.0,25.6,20.4,49.8,4.2,3.3,4.2,25.0,24.6,13.5,15.1,14.2,2426.0,77438.0,105866.0,5750.0,490.0,8.5,5260.0,91.5,4066.0,70.7,646.0,11.2,0.0,0.0,240.0,4.2,0.0,0.0,0.0,0.0,308.0,5.4
Alton High School,Alton CUSD 11,459.0,447.5,398.0,398.0,Illinois,38.936015,-90.1593558,4200 Humbert Road,62002,Madison County,Alton,17119,"4200 Humbert Road, Alton, Illinois, 62002",402701,17119402701,2023.0,402701.0,Madison County,Illinois,509.0,43.0,215.0,176.0,75.0,5046.0,35.0,160.0,1383.0,1513.0,793.0,796.0,366.0,8.4,42.2,34.6,14.7,0.7,3.2,27.4,30.0,15.7,15.8,7.3,3075.0,79665.0,87785.0,6572.0,31.0,0.5,6541.0,99.5,5135.0,78.1,1010.0,15.4,0.0,0.0,70.0,1.1,0.0,0.0,0.0,0.0,326.0,5.0
Madison Senior High School,Madison CUSD 12,409.4,393.9,36.0,36.0,Illinois,38.6823289,-90.143275,600 Farrish Street,62060,Madison County,Madison,17119,"600 Farrish Street, Madison, Illinois, 62060",400903,17119400903,2023.0,400903.0,Madison County,Illinois,254.0,146.0,49.0,59.0,0.0,3006.0,98.0,282.0,887.0,973.0,392.0,185.0,189.0,57.5,19.3,23.2,0.0,3.3,9.4,29.5,32.4,13.0,6.2,6.3,1888.0,49046.0,60705.0,4305.0,970.0,22.5,3335.0,77.5,2636.0,61.2,407.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,250.0,5.8
East Alton-Wood River High Sch,East Alton-Wood River CHSD 14,446.7,423.1,110.0,110.0,Illinois,38.871441,-90.098101,777 North Wood River Avenue,62095,Madison County,Wood River,17119,"777 North Wood River Avenue, Wood River, Illinois, 62095",401101,17119401101,2023.0,401101.0,Madison County,Illinois,328.0,62.0,103.0,144.0,19.0,1623.0,20.0,86.0,802.0,265.0,182.0,116.0,152.0,18.9,31.4,43.9,5.8,1.2,5.3,49.4,16.3,11.2,7.1,9.4,1126.0,52387.0,61837.0,2398.0,134.0,5.6,2264.0,94.4,2016.0,84.1,114.0,4.8,9.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,125.0,5.2
Johnsburg High School,Johnsburg CUSD 12,500.1,487.4,144.0,144.0,Illinois,42.402942,-88.234422,2002 West Ringwood Road,60051,McHenry County,Johnsburg,17111,"2002 West Ringwood Road, Johnsburg, Illinois, 60051",870703,17111870703,2023.0,870703.0,McHenry County,Illinois,441.0,56.0,149.0,127.0,109.0,4117.0,42.0,108.0,1425.0,902.0,379.0,805.0,456.0,12.7,33.8,28.8,24.7,1.0,2.6,34.6,21.9,9.2,19.6,11.1,2130.0,118833.0,136622.0,5860.0,345.0,5.9,5515.0,94.1,5094.0,86.9,110.0,1.9,0.0,0.0,65.0,1.1,0.0,0.0,42.0,0.7,204.0,3.5
Alden-Hebron High School,Alden Hebron SD 19,435.2,445.2,29.0,29.0,Illinois,42.46568180000001,-88.4309438,9604 Illinois Street,60034,McHenry County,Hebron,17111,"9604 Illinois Street, Hebron, Illinois, 60034",870103,17111870103,2023.0,870103.0,McHenry County,Illinois,205.0,18.0,75.0,109.0,3.0,1816.0,56.0,64.0,738.0,482.0,150.0,227.0,99.0,8.8,36.6,53.2,1.5,3.1,3.5,40.6,26.5,8.3,12.5,5.5,916.0,99000.0,119554.0,2633.0,480.0,18.2,2153.0,81.8,2089.0,79.3,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,35.0,1.3
Harvard High School,Harvard CUSD 50,437.0,413.8,170.0,170.0,Illinois,42.4282907,-88.6095067,1103 North Jefferson Street,60033,McHenry County,Harvard,17111,"1103 North Jefferson Street, Harvard, Illinois, 60033",870302,17111870302,2023.0,870302.0,McHenry County,Illinois,338.0,82.0,177.0,67.0,12.0,2686.0,284.0,370.0,878.0,432.0,179.0,436.0,107.0,24.3,52.4,19.8,3.6,10.6,13.8,32.7,16.1,6.7,16.2,4.0,1474.0,72353.0,76745.0,4305.0,2554.0,59.3,1751.0,40.7,1633.0,37.9,50.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.8,34.0,0.8
Marengo High School,Marengo CHSD 154,486.7,480.8,132.0,132.0,Illinois,42.24763009999999,-88.6144839,,N/A,McHenry County,N/A,17111,,871004,17111871004,2023.0,871004.0,McHenry County,Illinois,576.0,0.0,245.0,193.0,138.0,3985.0,99.0,103.0,1531.0,865.0,314.0,829.0,244.0,0.0,42.5,33.5,24.0,2.5,2.6,38.4,21.7,7.9,20.8,6.1,2264.0,93165.0,109422.0,6447.0,472.0,7.3,5975.0,92.7,5774.0,89.6,70.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,2.0
Crystal Lake Central High School,CHSD 155,511.9,491.8,387.0,387.0,Illinois,42.2371245,-88.3225418,45 West Franklin Street,60014,McHenry County,Crystal Lake,17111,"45 West Franklin Street, Crystal Lake, Illinois, 60014",871301,17111871301,2023.0,871301.0,McHenry County,Illinois,554.0,24.0,205.0,293.0,32.0,3241.0,79.0,58.0,768.0,601.0,342.0,905.0,488.0,4.3,37.0,52.9,5.8,2.4,1.8,23.7,18.5,10.6,27.9,15.1,1974.0,90726.0,109120.0,4944.0,643.0,13.0,4301.0,87.0,4088.0,82.7,0.0,0.0,7.0,0.1,82.0,1.7,0.0,0.0,85.0,1.7,39.0,0.8
Cary-Grove Community High School,CHSD 155,527.9,513.4,362.0,363.0,Illinois,42.2211423,-88.2417567,2208 Three Oaks Road,60013,McHenry County,Cary,17111,"2208 Three Oaks Road, Cary, Illinois, 60013",871305,17111871305,2023.0,871304.0,McHenry County,Illinois,416.0,17.0,129.0,210.0,60.0,3730.0,32.0,119.0,590.0,786.0,211.0,1084.0,908.0,4.1,31.0,50.5,14.4,0.9,3.2,15.8,21.1,5.7,29.1,24.3,1873.0,147723.0,183839.0,5849.0,880.0,15.0,4969.0,85.0,4723.0,80.7,20.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.4,205.0,3.5
Crystal Lake South High School,CHSD 155,502.0,483.0,339.0,339.0,Illinois,42.21058379999999,-88.338875,McHenry Avenue,60014,McHenry County,Crystal Lake,17111,"McHenry Avenue, Crystal Lake, Illinois, 60014",871201,17111871201,2023.0,871201.0,McHenry County,Illinois,288.0,0.0,92.0,117.0,79.0,4688.0,36.0,92.0,874.0,1268.0,345.0,1279.0,794.0,0.0,31.9,40.6,27.4,0.8,2.0,18.6,27.0,7.4,27.3,16.9,2745.0,109127.0,128889.0,6977.0,389.0,5.6,6588.0,94.4,6075.0,87.1,12.0,0.2,0.0,0.0,41.0,0.6,0.0,0.0,0.0,0.0,460.0,6.6
Prairie Ridge High School,CHSD 155,524.7,520.2,275.0,275.0,Illinois,42.2703909,-88.31459249999999,6000 Dvorak Drive,60012,McHenry County,Crystal Lake,17111,"6000 Dvorak Drive, Crystal Lake, Illinois, 60012",870813,17111870813,2023.0,870812.0,McHenry County,Illinois,256.0,35.0,47.0,145.0,29.0,3590.0,19.0,32.0,831.0,981.0,344.0,841.0,542.0,13.7,18.4,56.6,11.3,0.5,0.9,23.1,27.3,9.6,23.4,15.1,2066.0,94737.0,133068.0,4607.0,492.0,10.7,4115.0,89.3,3877.0,84.2,119.0,2.6,0.0,0.0,31.0,0.7,0.0,0.0,0.0,0.0,88.0,1.9
McHenry Community High School,McHenry CHSD 156,476.4,463.4,527.0,528.0,Illinois,42.3217242,-88.2655845,,N/A,McHenry County,N/A,17111,,870809,17111870809,2023.0,870809.0,McHenry County,Illinois,439.0,30.0,121.0,233.0,55.0,5650.0,310.0,112.0,1276.0,1094.0,514.0,1529.0,815.0,6.8,27.6,53.1,12.5,5.5,2.0,22.6,19.4,9.1,27.1,14.4,2828.0,115369.0,166326.0,7686.0,1009.0,13.1,6677.0,86.9,6187.0,80.5,148.0,1.9,0.0,0.0,164.0,2.1,0.0,0.0,0.0,0.0,178.0,2.3
Richmond-Burton High School,Richmond-Burton CHSD 157,515.5,522.6,138.0,138.0,Illinois,42.4450283,-88.2820333,4213 U.S. 12,60071,McHenry County,Richmond,17111,"4213 U.S. 12, Richmond, Illinois, 60071",870104,17111870104,2023.0,870104.0,McHenry County,Illinois,430.0,31.0,247.0,105.0,47.0,3528.0,19.0,120.0,841.0,1019.0,264.0,855.0,410.0,7.2,57.4,24.4,10.9,0.5,3.4,23.8,28.9,7.5,24.2,11.6,2139.0,81480.0,127717.0,4878.0,278.0,5.7,4600.0,94.3,4382.0,89.8,9.0,0.2,7.0,0.1,22.0,0.5,0.0,0.0,0.0,0.0,180.0,3.7
