School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Colmesneil J H/H S,Colmesneil ISD,517,474,<50,<25,40.7,<25,9.1,<25,27.3,Texas,30.9603247,-94.356513,,N/A,Tyler County,N/A,48457,,950100,48457950100,2021,950100,Tyler County,Texas,188,57,87,31,13,1914,46,211,770,459,99,232,97,30.3,46.3,16.5,6.9,2.4,11,40.2,24,5.2,12.1,5.1,1045,46058,63106,2714,155,5.7,2559,94.3,2491,91.8,0,0,3,0.1,4,0.1,0,0,33,1.2,28,1,517
Woodville H S,Woodville ISD,486,472,<100,<50,55.6,<25,11.1,<25,20,Texas,30.7855751,-94.4340395,700 Eagle Drive,75979,Tyler County,Woodville,48457,"700 Eagle Drive, Woodville, Texas, 75979",950300,48457950300,2021,950300,Tyler County,Texas,211,15,139,40,17,1763,50,147,723,380,132,183,148,7.1,65.9,19,8.1,2.8,8.3,41,21.6,7.5,10.4,8.4,976,49333,63072,2653,130,4.9,2523,95.1,1686,63.6,639,24.1,0,0,68,2.6,0,0,0,0,130,4.9,486
Warren H S,Warren ISD,514,490,<75,<50,54.2,<25,10.3,<25,41,Texas,30.6120699,-94.4089338,312 County Road 1515,77664,Tyler County,Warren,48457,"312 County Road 1515, Warren, Texas, 77664",950500,48457950500,2021,950500,Tyler County,Texas,268,32,189,47,0,1587,33,100,506,448,73,273,154,11.9,70.5,17.5,0,2.1,6.3,31.9,28.2,4.6,17.2,9.7,972,59483,71438,2492,118,4.7,2374,95.3,2157,86.6,120,4.8,0,0,36,1.4,0,0,0,0,61,2.4,514
Spurger H S,Spurger ISD,387,375,<25,<25,33.3,<25,,<25,,Texas,30.6682592,-94.1718542,,N/A,Tyler County,N/A,48457,,950400,48457950400,2021,950400,Tyler County,Texas,416,104,147,165,0,3337,230,433,1435,766,91,304,78,25,35.3,39.7,0,6.9,13,43,23,2.7,9.1,2.3,1574,40319,60478,4593,165,3.6,4428,96.4,4147,90.3,141,3.1,9,0.2,0,0,0,0,0,0,131,2.9,387
Chester H S,Chester ISD,503,420,<25,<25,60,<25,,<25,,Texas,30.9278661,-94.5953432,273 Yellow Jacket Dr,75936,Tyler County,Chester,48457,"273 Yellow Jacket Dr, Chester, Texas, 75936",950100,48457950100,2021,950100,Tyler County,Texas,188,57,87,31,13,1914,46,211,770,459,99,232,97,30.3,46.3,16.5,6.9,2.4,11,40.2,24,5.2,12.1,5.1,1045,46058,63106,2714,155,5.7,2559,94.3,2491,91.8,0,0,3,0.1,4,0.1,0,0,33,1.2,28,1,503
Big Sandy H S,Big Sandy ISD,472,458,<50,<50,69.2,<25,3.7,<25,11.1,Texas,32.5878099,-95.1111267,401 North Wildcat Drive,75755,Upshur County,Big Sandy,48459,"401 North Wildcat Drive, Big Sandy, Texas, 75755",950502,48459950502,2021,950502,Upshur County,Texas,173,46,62,62,3,1780,107,261,548,445,159,220,40,26.6,35.8,35.8,1.7,6,14.7,30.8,25,8.9,12.4,2.2,1056,47981,59154,2658,343,12.9,2315,87.1,1764,66.4,504,19,6,0.2,6,0.2,0,0,0,0,35,1.3,472
Gilmer H S,Gilmer ISD,,,<175,<25,0.6,<25,100,<25,100,Texas,32.7316983,-94.9570353,850 Buffalo Street,75644,Upshur County,Gilmer,48459,"850 Buffalo Street, Gilmer, Texas, 75644",950400,48459950400,2021,950400,Upshur County,Texas,514,13,247,254,0,2618,196,136,910,683,147,403,143,2.5,48.1,49.4,0,7.5,5.2,34.8,26.1,5.6,15.4,5.5,1469,39199,55326,4185,262,6.3,3923,93.7,2666,63.7,1021,24.4,25,0.6,6,0.1,0,0,77,1.8,128,3.1,0
Union Hill H S,Union Hill ISD,,,<50,<25,2.9,<25,100,<25,100,Texas,32.8126266,-94.9801847,2197 Farm to Market Road 2088,75644,Upshur County,Gilmer,48459,"2197 Farm to Market Road 2088, Gilmer, Texas, 75644",950200,48459950200,2021,950200,Upshur County,Texas,438,0,250,188,0,2688,241,192,927,747,177,256,148,0,57.1,42.9,0,9,7.1,34.5,27.8,6.6,9.5,5.5,1361,60823,77245,4084,602,14.7,3482,85.3,2932,71.8,426,10.4,34,0.8,7,0.2,0,0,0,0,83,2,0
Harmony H S,Harmony ISD,515,490,<100,<25,2.6,<25,,<25,50,Texas,32.7543681,-95.1091207,9788 Texas 154,75755,Upshur County,Big Sandy,48459,"9788 Texas 154, Big Sandy, Texas, 75755",950301,48459950301,2021,950301,Upshur County,Texas,179,8,94,77,0,2741,232,352,561,681,388,387,140,4.5,52.5,43,0,8.5,12.8,20.5,24.8,14.2,14.1,5.1,1631,38899,73356,4437,752,16.9,3685,83.1,3246,73.2,217,4.9,0,0,54,1.2,0,0,0,0,168,3.8,515
New Diana H S,New Diana ISD,460,477,<75,<25,4.5,<25,,<25,,Texas,32.7093743,-94.750196,11826 Texas 154,75640,Upshur County,Diana,48459,"11826 Texas 154, Diana, Texas, 75640",950102,48459950102,2021,950102,Upshur County,Texas,247,23,163,61,0,3212,0,267,1204,763,320,311,347,9.3,66,24.7,0,0,8.3,37.5,23.8,10,9.7,10.8,1673,75057,81672,4492,0,0,4492,100,4118,91.7,286,6.4,0,0,18,0.4,0,0,0,0,70,1.6,460
Union Grove H S,Union Grove ISD,553,548,<75,<25,6.9,<25,25,<25,50,Texas,32.5880121,-94.9247074,,N/A,Upshur County,N/A,48459,,950600,48459950600,2021,950600,Upshur County,Texas,238,33,74,114,17,2806,41,333,1027,831,162,314,98,13.9,31.1,47.9,7.1,1.5,11.9,36.6,29.6,5.8,11.2,3.5,1419,58016,72426,3997,182,4.6,3815,95.4,3344,83.7,299,7.5,0,0,81,2,0,0,13,0.3,78,2,553
McCamey H S,McCamey ISD,,,<50,<25,3.6,<25,,<25,100,Texas,31.1260223,-102.219696,111 East 11th Street,79752,Upton County,McCamey,48461,"111 East 11th Street, McCamey, Texas, 79752",950200,48461950200,2021,950200,Upton County,Texas,83,6,77,0,0,1356,208,111,568,263,53,66,87,7.2,92.8,0,0,15.3,8.2,41.9,19.4,3.9,4.9,6.4,843,52026,58153,2029,1331,65.6,698,34.4,603,29.7,95,4.7,0,0,0,0,0,0,0,0,0,0,0
Rankin School,Rankin ISD,475,488,<25,<25,25,<25,16.7,<25,33.3,Texas,31.2281605,-101.9418274,1201 Upton Street,79778,Upton County,Rankin,48461,"1201 Upton Street, Rankin, Texas, 79778",950100,48461950100,2021,950100,Upton County,Texas,143,5,81,26,31,870,92,122,244,203,96,108,5,3.5,56.6,18.2,21.7,10.6,14,28,23.3,11,12.4,0.6,579,61629,77330,1311,548,41.8,763,58.2,697,53.2,31,2.4,16,1.2,17,1.3,0,0,0,0,2,0.2,475
Knippa School,Knippa ISD,573,580,<50,<50,81.3,<25,46.2,<25,73.1,Texas,29.2997001,-99.6334919,100 Kessler Street,78870,Uvalde County,Knippa,48463,"100 Kessler Street, Knippa, Texas, 78870",950201,48463950201,2021,950201,Uvalde County,Texas,312,90,69,153,0,1577,156,113,585,295,79,281,68,28.8,22.1,49,0,9.9,7.2,37.1,18.7,5,17.8,4.3,783,62072,96507,2538,1202,47.4,1336,52.6,1324,52.2,0,0,0,0,10,0.4,0,0,0,0,2,0.1,573
Sabinal H S,Sabinal ISD,472,470,<50,<25,58.3,<25,4.8,<25,23.8,Texas,29.3251712,-99.4762736,,78881,Uvalde County,Sabinal,48463,,950100,48463950100,2021,950100,Uvalde County,Texas,193,0,43,91,59,1623,50,245,600,230,189,202,107,0,22.3,47.2,30.6,3.1,15.1,37,14.2,11.6,12.4,6.6,940,48851,64586,2482,648,26.1,1834,73.9,1761,71,0,0,0,0,0,0,0,0,0,0,73,2.9,472
Uvalde H S,Uvalde CISD,451,445,<250,<225,89.4,<25,4.9,<50,14.8,Texas,29.2212658,-99.7822683,1 Coyote Trail,78801,Uvalde County,Uvalde,48463,"1 Coyote Trail, Uvalde, Texas, 78801",950400,48463950400,2021,950400,Uvalde County,Texas,645,17,175,245,208,2017,182,160,384,407,312,436,136,2.6,27.1,38,32.2,9,7.9,19,20.2,15.5,21.6,6.7,1337,53656,87499,3095,1972,63.7,1123,36.3,788,25.5,20,0.6,32,1,102,3.3,0,0,15,0.5,166,5.4,451
Utopia School,Utopia ISD,495,468,<25,<25,100,<25,,<25,36.4,Texas,29.6192231,-99.5285455,258 School Street,78884,Uvalde County,Utopia,48463,"258 School Street, Utopia, Texas, 78884",950100,48463950100,2021,950100,Uvalde County,Texas,193,0,43,91,59,1623,50,245,600,230,189,202,107,0,22.3,47.2,30.6,3.1,15.1,37,14.2,11.6,12.4,6.6,940,48851,64586,2482,648,26.1,1834,73.9,1761,71,0,0,0,0,0,0,0,0,0,0,73,2.9,495
Del Rio H S,San Felipe-Del Rio CISD,512,495,<525,<150,24.7,<25,12.7,<50,31.7,Texas,29.3834498,-100.9197071,100 Memorial Drive,78840,Val Verde County,Del Rio,48465,"100 Memorial Drive, Del Rio, Texas, 78840",950301,48465950301,2021,950301,Val Verde County,Texas,744,129,201,318,96,2503,503,295,702,435,252,276,40,17.3,27,42.7,12.9,20.1,11.8,28,17.4,10.1,11,1.6,1659,41781,53497,4477,4175,93.3,302,6.7,216,4.8,36,0.8,0,0,0,0,4,0.1,0,0,46,1,512
Del Rio ECHS,San Felipe-Del Rio CISD,533,509,<125,<50,37.9,<25,17.9,<25,43.6,Texas,29.3849678,-100.921112,205 Memorial Drive,78840,Val Verde County,Del Rio,48465,"205 Memorial Drive, Del Rio, Texas, 78840",950301,48465950301,2021,950301,Val Verde County,Texas,744,129,201,318,96,2503,503,295,702,435,252,276,40,17.3,27,42.7,12.9,20.1,11.8,28,17.4,10.1,11,1.6,1659,41781,53497,4477,4175,93.3,302,6.7,216,4.8,36,0.8,0,0,0,0,4,0.1,0,0,46,1,533
Comstock School,Comstock ISD,456,444,<25,<25,100,<25,,<25,12.5,Texas,29.6811208,-101.1723259,101 Sanderson Street,78837,Val Verde County,Comstock,48465,"101 Sanderson Street, Comstock, Texas, 78837",950802,48465950802,2021,950802,Val Verde County,Texas,95,26,0,24,45,1306,76,73,211,346,58,272,270,27.4,0,25.3,47.4,5.8,5.6,16.2,26.5,4.4,20.8,20.7,859,41605,62512,1448,352,24.3,1096,75.7,1014,70,82,5.7,0,0,0,0,0,0,0,0,0,0,456
Canton H S,Canton ISD,546,527,<150,<75,41.1,<25,16.7,<50,46.7,Texas,32.5450845,-95.8876593,1110 Texas 243,75103,Van Zandt County,Canton,48467,"1110 Texas 243, Canton, Texas, 75103",950700,48467950700,2021,950700,Van Zandt County,Texas,360,72,132,87,69,3192,138,304,921,869,351,491,118,20,36.7,24.2,19.2,4.3,9.5,28.9,27.2,11,15.4,3.7,1839,57083,82181,4398,237,5.4,4161,94.6,3918,89.1,202,4.6,5,0.1,9,0.2,0,0,0,0,27,0.6,546
Edgewood H S,Edgewood ISD,518,485,<75,<50,50,<25,7.4,<25,29.6,Texas,32.6912951,-95.8712373,804 East Pine Street,75117,Van Zandt County,Edgewood,48467,"804 East Pine Street, Edgewood, Texas, 75117",950300,48467950300,2021,950300,Van Zandt County,Texas,539,26,448,51,14,3845,92,172,1278,1457,309,400,137,4.8,83.1,9.5,2.6,2.4,4.5,33.2,37.9,8,10.4,3.6,2109,75660,106258,6305,397,6.3,5908,93.7,5514,87.5,183,2.9,3,0,31,0.5,0,0,3,0,174,2.8,518
Grand Saline H S,Grand Saline ISD,481,447,<75,<50,73.1,<25,4.1,<25,14.3,Texas,32.6563199,-95.7089241,,N/A,Van Zandt County,N/A,48467,,950100,48467950100,2021,950100,Van Zandt County,Texas,619,23,438,151,7,3738,169,596,1460,694,156,415,248,3.7,70.8,24.4,1.1,4.5,15.9,39.1,18.6,4.2,11.1,6.6,2059,52546,76929,5473,840,15.3,4633,84.7,4455,81.4,7,0.1,58,1.1,30,0.5,0,0,0,0,83,1.5,481
Martins Mill H S,Martins Mill ISD,512,509,<50,<50,87.5,<25,14.3,<25,42.9,Texas,32.4269689,-95.7932008,,N/A,Van Zandt County,N/A,48467,,950901,48467950901,2021,950901,Van Zandt County,Texas,532,4,356,115,57,4504,107,408,1317,1233,534,689,216,0.8,66.9,21.6,10.7,2.4,9.1,29.2,27.4,11.9,15.3,4.8,2230,73043,88466,6293,714,11.3,5579,88.7,5267,83.7,257,4.1,6,0.1,0,0,0,0,0,0,49,0.8,512
Van H S,Van ISD,493,465,172,124,72.1,13,10.5,27,21.8,Texas,32.5357032,-95.6384015,985 North Maple Street,75790,Van Zandt County,Van,48467,"985 North Maple Street, Van, Texas, 75790",950801,48467950801,2021,950801,Van Zandt County,Texas,270,26,127,95,22,2453,126,164,648,644,304,362,205,9.6,47,35.2,8.1,5.1,6.7,26.4,26.3,12.4,14.8,8.4,1430,58021,81247,3828,532,13.9,3296,86.1,2974,77.7,152,4,0,0,0,0,0,0,0,0,170,4.4,493
Wills Point H S,Wills Point ISD,522,507,<150,<50,27,<25,25,<25,40,Texas,32.7090798,-96.0255738,,N/A,Van Zandt County,N/A,48467,,950400,48467950400,2021,950400,Van Zandt County,Texas,229,13,115,101,0,3295,90,222,1125,937,285,502,134,5.7,50.2,44.1,0,2.7,6.7,34.1,28.4,8.6,15.2,4.1,1751,54974,70366,4387,270,6.2,4117,93.8,3943,89.9,39,0.9,70,1.6,0,0,0,0,0,0,65,1.5,522
Fruitvale H S,Fruitvale ISD,570,592,<50,<25,40,<25,30,<25,80,Texas,32.6975041,-95.7932008,,N/A,Van Zandt County,N/A,48467,,950100,48467950100,2021,950100,Van Zandt County,Texas,619,23,438,151,7,3738,169,596,1460,694,156,415,248,3.7,70.8,24.4,1.1,4.5,15.9,39.1,18.6,4.2,11.1,6.6,2059,52546,76929,5473,840,15.3,4633,84.7,4455,81.4,7,0.1,58,1.1,30,0.5,0,0,0,0,83,1.5,570
Bloomington H S,Bloomington ISD,432,432,<50,<25,43.6,<25,,<25,11.8,Texas,28.6716269,-96.8547256,2781 Farm to Market Road 616,77905,Victoria County,Victoria,48469,"2781 Farm to Market Road 616, Victoria, Texas, 77905",1700,48469001700,2021,1700,Victoria County,Texas,189,78,78,33,0,2318,341,378,832,551,87,89,40,41.3,41.3,17.5,0,14.7,16.3,35.9,23.8,3.8,3.8,1.7,1267,38189,55601,3186,1781,55.9,1405,44.1,1246,39.1,159,5,0,0,0,0,0,0,0,0,0,0,432
Liberty Credit Recovery,Victoria ISD,433,407,<150,<25,2.1,<25,,<25,,Texas,28.8199001,-96.9638624,,N/A,Victoria County,N/A,48469,,1605,48469001605,2021,1605,Victoria County,Texas,306,102,113,78,13,2016,63,245,547,592,206,276,87,33.3,36.9,25.5,4.2,3.1,12.2,27.1,29.4,10.2,13.7,4.3,1254,46613,66646,3008,1519,50.5,1489,49.5,1295,43.1,113,3.8,0,0,14,0.5,12,0.4,0,0,55,1.8,433
Victoria East H S,Victoria ISD,502,485,<400,<150,35.5,<25,16.9,<50,30.9,Texas,28.8488817,-96.9691334,4103 East Mockingbird Lane,77904,Victoria County,Victoria,48469,"4103 East Mockingbird Lane, Victoria, Texas, 77904",1608,48469001608,2021,1607,Victoria County,Texas,745,155,238,303,49,3592,27,260,810,1108,387,758,242,20.8,31.9,40.7,6.6,0.8,7.2,22.6,30.8,10.8,21.1,6.7,1807,104507,111880,5812,2557,44,3255,56,2089,35.9,476,8.2,243,4.2,245,4.2,0,0,0,0,202,3.5,502
Victoria West H S,Victoria ISD,501,494,<350,<175,50.9,<25,10.2,<75,32.3,Texas,28.8596288,-97.0329533,307 West Tropical Drive,77904,Victoria County,Victoria,48469,"307 West Tropical Drive, Victoria, Texas, 77904",1501,48469001501,2021,1501,Victoria County,Texas,343,20,222,101,0,2895,54,165,777,861,370,471,197,5.8,64.7,29.4,0,1.9,5.7,26.8,29.7,12.8,16.3,6.8,1509,85917,112983,4173,702,16.8,3471,83.2,3281,78.6,157,3.8,0,0,0,0,0,0,0,0,33,0.8,501
New Waverly H S,New Waverly ISD,519,516,<75,<25,32.9,<25,21.7,<25,52.2,Texas,30.537884,-95.4816429,355 East Front Street,77358,Walker County,New Waverly,48471,"355 East Front Street, New Waverly, Texas, 77358",790200,48471790200,2021,790200,Walker County,Texas,850,51,398,322,79,5180,167,628,2252,912,304,515,402,6,46.8,37.9,9.3,3.2,12.1,43.5,17.6,5.9,9.9,7.8,2570,47622,63721,7532,1501,19.9,6031,80.1,4528,60.1,1434,19,0,0,32,0.4,0,0,0,0,37,0.5,519
Huntsville H S,Huntsville ISD,476,453,360,196,54.4,14,7.1,35,17.9,Texas,30.7410808,-95.5367524,515 Farm to Market Road 2821,77320,Walker County,Huntsville,48471,"515 Farm to Market Road 2821, Huntsville, Texas, 77320",790600,48471790600,2021,790600,Walker County,Texas,1281,124,847,274,36,3861,502,452,1810,656,168,195,78,9.7,66.1,21.4,2.8,13,11.7,46.9,17,4.4,5.1,2,1475,31976,39965,6566,2538,38.7,4028,61.3,1214,18.5,2708,41.2,18,0.3,44,0.7,0,0,0,0,44,0.7,476
Texas Online Preparatory H S,Huntsville ISD,574,532,406,61,15,18,29.5,31,50.8,Texas,30.739724,-95.5377229,441 FM 2821 Road East,77320,Walker County,Huntsville,48471,"441 FM 2821 Road East, Huntsville, Texas, 77320",790600,48471790600,2021,790600,Walker County,Texas,1281,124,847,274,36,3861,502,452,1810,656,168,195,78,9.7,66.1,21.4,2.8,13,11.7,46.9,17,4.4,5.1,2,1475,31976,39965,6566,2538,38.7,4028,61.3,1214,18.5,2708,41.2,18,0.3,44,0.7,0,0,0,0,44,0.7,574
Hempstead H S,Hempstead ISD,451,457,<75,<50,42,<25,,<25,13.8,Texas,30.0833256,-96.0776001,801 Donoho Street,77445,Waller County,Hempstead,48473,"801 Donoho Street, Hempstead, Texas, 77445",680501,48473680501,2021,680501,Waller County,Texas,689,110,508,71,0,2979,245,157,1067,1037,61,391,21,16,73.7,10.3,0,8.2,5.3,35.8,34.8,2,13.1,0.7,2311,37708,52167,5354,2193,41,3161,59,699,13.1,2347,43.8,57,1.1,0,0,0,0,0,0,58,1.1,451
Waller H S,Waller ISD,466,461,<500,<450,91.7,<25,5.2,<100,18.1,Texas,30.0781783,-95.9131544,31213 Waller Spring Creek Road,77484,Harris County,Waller,48201,"31213 Waller Spring Creek Road, Waller, Texas, 77484",556000,48201556000,2021,556000,Harris County,Texas,910,32,299,563,16,5884,340,485,1689,1645,510,862,353,3.5,32.9,61.9,1.8,5.8,8.2,28.7,28,8.7,14.6,6,3495,69293,82344,10203,5108,50.1,5095,49.9,3703,36.3,898,8.8,28,0.3,353,3.5,5,0,23,0.2,85,0.8,466
Waller J H,Waller ISD,,,<25,<25,,<25,,<25,,Texas,30.063111,-95.9259577,2402 Waller Street,77484,Waller County,Waller,48473,"2402 Waller Street, Waller, Texas, 77484",680301,48473680301,2021,680301,Waller County,Texas,1877,74,326,1408,69,2450,186,189,781,686,91,391,126,3.9,17.4,75,3.7,7.6,7.7,31.9,28,3.7,16,5.1,1859,34691,54814,5253,1372,26.1,3881,73.9,1535,29.2,2314,44.1,0,0,8,0.2,0,0,0,0,24,0.5,0
Royal H S,Royal ISD,487,471,<150,<50,21.1,<25,6.7,<25,23.3,Texas,29.8075413,-95.9614429,34499 Royal Road,77423,Waller County,Brookshire,48473,"34499 Royal Road, Brookshire, Texas, 77423",680202,48473680202,2021,680202,Waller County,Texas,901,319,384,162,36,3326,640,479,1072,687,138,310,0,35.4,42.6,18,4,19.2,14.4,32.2,20.7,4.1,9.3,0,1684,48587,60076,5953,3548,59.6,2405,40.4,958,16.1,1354,22.7,0,0,0,0,0,0,0,0,93,1.6,487
Monahans H S,Monahans-Wickett-Pyote ISD,459,445,<100,<100,100,<25,5.1,<25,16.2,Texas,31.5870311,-102.8938848,809 South Betty Avenue,79756,Ward County,Monahans,48475,"809 South Betty Avenue, Monahans, Texas, 79756",950300,48475950300,2021,950300,Ward County,Texas,344,153,179,12,0,1644,283,183,411,505,128,123,11,44.5,52,3.5,0,17.2,11.1,25,30.7,7.8,7.5,0.7,1089,51940,59254,2634,1757,66.7,877,33.3,793,30.1,58,2.2,0,0,0,0,0,0,0,0,26,1,459
Brenham H S,Brenham ISD,515,500,346,110,31.8,22,20,43,39.1,Texas,30.1817687,-96.3963111,525 A H Ehrig Drive,77833,Washington County,Brenham,48477,"525 A H Ehrig Drive, Brenham, Texas, 77833",170201,48477170201,2021,170201,Washington County,Texas,231,0,132,99,0,2291,88,207,920,510,145,254,167,0,57.1,42.9,0,3.8,9,40.2,22.3,6.3,11.1,7.3,1335,55199,70382,3296,817,24.8,2479,75.2,1331,40.4,709,21.5,0,0,270,8.2,0,0,0,0,169,5.1,515
Burton H S,Burton ISD,459,451,<50,<50,100,<25,8.3,<25,11.1,Texas,30.1836323,-96.5986362,917 North Main Street,77835,Washington County,Burton,48477,"917 North Main Street, Burton, Texas, 77835",170501,48477170501,2021,170501,Washington County,Texas,106,11,32,63,0,2594,85,124,989,557,136,476,227,10.4,30.2,59.4,0,3.3,4.8,38.1,21.5,5.2,18.4,8.8,1493,100040,143793,3494,169,4.8,3325,95.2,2942,84.2,215,6.2,0,0,4,0.1,0,0,9,0.3,155,4.4,459
Julieta & Frank Staggs Acad Of Int,Texas A&M International University,585,563,<25,<75,,<25,40,<50,70,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,585
Triumph Public H S-Laredo North,Triumph Public H S-Laredo,397,384,<50,<25,23.8,<25,,<25,,Texas,27.5035613,-99.5075519,,N/A,Webb County,Laredo,48479,,1900,48479001900,2021,1900,Webb County,Texas,230,86,32,112,0,1727,735,295,299,211,92,66,29,37.4,13.9,48.7,0,42.6,17.1,17.3,12.2,5.3,3.8,1.7,1182,14870,25979,2700,2681,99.3,19,0.7,7,0.3,6,0.2,0,0,0,0,0,0,0,0,6,0.2,397
Martin H S,Laredo ISD,423,417,<500,<375,72.7,<25,1.4,<50,8.2,Texas,27.5177042,-99.505444,2002 San Bernardo Avenue,78040,Webb County,Laredo,48479,"2002 San Bernardo Avenue, Laredo, Texas, 78040",700,48479000700,2021,700,Webb County,Texas,176,29,38,109,0,1205,398,230,166,161,179,43,28,16.5,21.6,61.9,0,33,19.1,13.8,13.4,14.9,3.6,2.3,662,27750,38466,2166,2166,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423
Nixon H S,Laredo ISD,429,417,<475,<375,77,<25,1.7,<25,5,Texas,27.5246366,-99.4746949,,78043,Webb County,Laredo,48479,,1101,48479001101,2021,1101,Webb County,Texas,277,37,141,99,0,2273,312,402,595,635,29,234,66,13.4,50.9,35.7,0,13.7,17.7,26.2,27.9,1.3,10.3,2.9,1243,37670,48009,3403,3319,97.5,84,2.5,0,0,0,0,0,0,84,2.5,0,0,0,0,0,0,429
Dr Leo Cigarroa H S,Laredo ISD,415,417,382,308,80.6,9,2.9,21,6.8,Texas,27.4741359,-99.4700952,2600 Zacatecas Street,78046,Webb County,Laredo,48479,"2600 Zacatecas Street, Laredo, Texas, 78046",107,48479000107,2021,107,Webb County,Texas,333,68,171,81,13,1199,313,267,235,259,28,67,30,20.4,51.4,24.3,3.9,26.1,22.3,19.6,21.6,2.3,5.6,2.5,641,30462,39154,2582,2553,98.9,29,1.1,29,1.1,0,0,0,0,0,0,0,0,0,0,0,0,415
Hector J Garcia ECHS,Laredo ISD,527,523,105,106,100,15,14.2,51,48.1,Texas,27.5693984,-99.4380396,5241 University Boulevard,78041,Webb County,Laredo,48479,"5241 University Boulevard, Laredo, Texas, 78041",1714,48479001714,2021,1714,Webb County,Texas,1178,28,263,840,47,2261,69,154,513,407,295,512,311,2.4,22.3,71.3,4,3.1,6.8,22.7,18,13,22.6,13.8,1083,119427,135235,4505,3800,84.4,705,15.6,487,10.8,71,1.6,4,0.1,45,1,0,0,0,0,98,2.2,527
United H S,United ISD,518,498,"1,027",510,49.7,78,15.3,172,33.7,Texas,27.6256964,-99.4655257,2811 United Avenue,78045,Webb County,Laredo,48479,"2811 United Avenue, Laredo, Texas, 78045",1727,48479001727,2021,1727,Webb County,Texas,660,26,265,369,0,4257,153,630,617,309,725,1459,364,3.9,40.2,55.9,0,3.6,14.8,14.5,7.3,17,34.3,8.6,1988,114591,132399,8968,8630,96.2,338,3.8,338,3.8,0,0,0,0,0,0,0,0,0,0,0,0,518
United South H S,United ISD,486,460,789,234,29.7,12,5.1,40,17.1,Texas,27.4774016,-99.4502403,4001 Los Presidentes Avenue,78046,Webb County,Laredo,48479,"4001 Los Presidentes Avenue, Laredo, Texas, 78046",1824,48479001824,2021,1823,Webb County,Texas,683,117,243,189,134,2433,250,265,655,407,237,320,299,17.1,35.6,27.7,19.6,10.3,10.9,26.9,16.7,9.7,13.2,12.3,1212,80798,89389,4426,4248,96,178,4,157,3.5,0,0,21,0.5,0,0,0,0,0,0,0,0,486
John B Alexander H S,United ISD,528,504,<700,<350,50.1,<75,21.5,<125,36.3,Texas,27.5817798,-99.4474342,3600 East Del Mar Boulevard,78041,Webb County,Laredo,48479,"3600 East Del Mar Boulevard, Laredo, Texas, 78041",1722,48479001722,2021,1722,Webb County,Texas,415,76,61,266,12,4896,136,316,648,634,470,1809,883,18.3,14.7,64.1,2.9,2.8,6.5,13.2,12.9,9.6,36.9,18,2473,119054,143689,7362,6741,91.6,621,8.4,508,6.9,0,0,0,0,113,1.5,0,0,0,0,0,0,528
