School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Robert M Shoemaker H S,Killeen ISD,460,448,<375,<325,86.8,<25,5,<50,14,Texas,31.1024082,-97.796721,3302 Clear Creek Road,76549,Bell County,Killeen,48027,"3302 Clear Creek Road, Killeen, Texas, 76549",23111,48027023111,2021,23111,Bell County,Texas,569,47,247,200,75,2719,62,19,487,891,434,566,260,8.3,43.4,35.1,13.2,2.3,0.7,17.9,32.8,16,20.8,9.6,1714,55658,102659,5010,1496,29.9,3514,70.1,1543,30.8,1635,32.6,0,0,116,2.3,50,1,0,0,170,3.4,460
Killeen ISD ECHS,Killeen ISD,546,523,<275,<225,87.5,<50,20.5,<125,48.7,Texas,31.1327875,-97.8069925,76549 Tank Destroyer Boulevard,76544,Coryell County,Fort Cavazos,48099,"76549 Tank Destroyer Boulevard, Fort Cavazos, Texas, 76544",10504,48099010504,2021,10504,Coryell County,Texas,308,24,128,123,33,749,0,0,145,292,110,155,47,7.8,41.6,39.9,10.7,0,0,19.4,39,14.7,20.7,6.3,553,41558,52040,1878,596,31.7,1282,68.3,805,42.9,227,12.1,51,2.7,92,4.9,0,0,0,0,107,5.7,546
Rogers H S,Rogers ISD,530,495,<75,<25,33.9,<25,9.5,<25,33.3,Texas,30.9933203,-97.2005806,,N/A,Bell County,N/A,48027,,23402,48027023402,2021,23402,Bell County,Texas,487,28,163,248,48,3704,94,283,1168,1083,277,531,268,5.7,33.5,50.9,9.9,2.5,7.6,31.5,29.2,7.5,14.3,7.2,1869,76523,90135,5635,1309,23.2,4326,76.8,4114,73,110,2,9,0.2,38,0.7,0,0,0,0,55,1,530
Salado H S,Salado ISD,583,559,161,76,47.2,32,42.1,48,63.2,Texas,30.9661726,-97.5385783,1880 Williams Road,76571,Bell County,Salado,48027,"1880 Williams Road, Salado, Texas, 76571",23406,48027023406,2021,23406,Bell County,Texas,183,36,96,33,18,2723,32,0,698,574,198,868,353,19.7,52.5,18,9.8,1.2,0,25.6,21.1,7.3,31.9,13,1436,89731,113067,3788,616,16.3,3172,83.7,3045,80.4,0,0,0,0,15,0.4,0,0,0,0,112,3,583
Temple H S,Temple ISD,467,454,<450,<325,67.7,<25,7.6,<75,19.1,Texas,31.1062637,-97.3535861,415 North 31st Street,76504,Bell County,Temple,48027,"415 North 31st Street, Temple, Texas, 76504",20702,48027020702,2021,20702,Bell County,Texas,108,0,67,41,0,1253,216,183,511,205,74,47,17,0,62,38,0,17.2,14.6,40.8,16.4,5.9,3.8,1.4,644,27182,36472,1632,803,49.2,829,50.8,444,27.2,359,22,0,0,8,0.5,0,0,0,0,18,1.1,467
Troy H S,Troy ISD,512,486,<125,<75,67,<25,15.1,<25,27.4,Texas,31.2112504,-97.3053785,205 North Waco Road,76579,Bell County,Troy,48027,"205 North Waco Road, Troy, Texas, 76579",20101,48027020101,2021,20101,Bell County,Texas,323,19,119,185,0,2305,198,118,746,542,227,321,153,5.9,36.8,57.3,0,8.6,5.1,32.4,23.5,9.8,13.9,6.6,1321,58153,78729,3855,1219,31.6,2636,68.4,2446,63.5,120,3.1,9,0.2,0,0,0,0,6,0.2,55,1.4,512
George Gervin Academy,George Gervin Academy,404,376,<25,<25,90.9,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,404
Frank L Madla ECHS,New Frontiers Public Schools Inc,518,489,<50,<25,20,<25,,<25,25,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,518
Legacy Traditional School-Lee Acad,Legacy Traditional Schools-Texas,445,460,<50,<25,14.3,<25,,<25,25,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,445
Southwest Preparatory Southeast Ca,Southwest Preparatory School,454,408,<25,<25,50,<25,20,<25,20,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,454
Southwest Preparatory School-North,Southwest Preparatory School,554,489,<75,<25,27.5,<25,28.6,<25,28.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,554
New Directions,Southwest Preparatory School,468,440,<25,<25,80,<25,,<25,8.3,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,468
Anne Frank Inspire Academy,Inspire Academies,485,461,<50,<25,25.6,<25,9.1,<25,18.2,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,485
Heritage Academy Of Del Rio,Heritage Academy,464,450,<50,<50,95,<25,,<25,7.9,Texas,29.4075202,-100.9175796,709 Kings Way,78840,Val Verde County,Del Rio,48465,"709 Kings Way, Del Rio, Texas, 78840",950203,48465950203,2021,950203,Val Verde County,Texas,111,0,1,95,15,2989,144,63,685,563,211,710,613,0,0.9,85.6,13.5,4.8,2.1,22.9,18.8,7.1,23.8,20.5,1603,112688,101771,4687,2561,54.6,2126,45.4,1778,37.9,159,3.4,0,0,125,2.7,0,0,47,1,17,0.4,464
Jubilee San Antonio,Jubilee Academies,371,379,<50,<75,100,<25,,<25,,Texas,29.377635,-98.406741,4434 Roland Road,78222,Bexar County,San Antonio,48029,"4434 Roland Road, San Antonio, Texas, 78222",141300,48029141300,2021,141300,Bexar County,Texas,557,66,264,209,18,4499,220,792,1614,805,351,537,180,11.8,47.4,37.5,3.2,4.9,17.6,35.9,17.9,7.8,11.9,4,2654,33299,61212,6559,3892,59.3,2667,40.7,1264,19.3,1253,19.1,0,0,0,0,0,0,10,0.2,140,2.1,371
Jubilee-Lake View University Prep,Jubilee Academies,387,368,<25,<25,100,<25,,<25,,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,387
Jubilee Brownsville,Jubilee Academies,438,440,<100,<100,97.8,<25,5.5,<25,13.2,Texas,25.9017472,-97.4974838,,N/A,Cameron County,Brownsville,48061,,14001,48061014001,2021,14001,Cameron County,Texas,230,13,156,61,0,1724,585,225,360,109,96,286,63,5.7,67.8,26.5,0,33.9,13.1,20.9,6.3,5.6,16.6,3.7,1120,11276,25020,2356,2209,93.8,147,6.2,30,1.3,0,0,0,0,32,1.4,0,0,32,1.4,53,2.2,438
School Of Science And Technology,School Of Science And Technology,544,537,74,47,63.5,16,34,23,48.9,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2021,10700,Bowie County,Texas,368,90,146,132,0,3411,12,313,832,1080,331,582,261,24.5,39.7,35.9,0,0.4,9.2,24.4,31.7,9.7,17.1,7.7,2100,46238,60750,5277,496,9.4,4781,90.6,2464,46.7,2084,39.5,0,0,176,3.3,0,0,0,0,57,1.1,544
Harmony Science Acad,Harmony Public Schools-South Texas,527,503,<100,<75,59.5,<25,10,<25,34,Texas,27.6648274,-98.4842465,,N/A,Duval County,N/A,48131,,950500,48131950500,2021,950500,Duval County,Texas,265,26,124,115,0,1529,326,116,462,427,55,106,37,9.8,46.8,43.4,0,21.3,7.6,30.2,27.9,3.6,6.9,2.4,708,50431,57548,2616,2571,98.3,45,1.7,45,1.7,0,0,0,0,0,0,0,0,0,0,0,0,527
Harmony School Of Innovation-Brown,Harmony Public Schools-South Texas,517,482,<75,<50,69.1,<25,15.8,<25,23.7,Texas,27.6648274,-98.4842465,,N/A,Duval County,N/A,48131,,950500,48131950500,2021,950500,Duval County,Texas,265,26,124,115,0,1529,326,116,462,427,55,106,37,9.8,46.8,43.4,0,21.3,7.6,30.2,27.9,3.6,6.9,2.4,708,50431,57548,2616,2571,98.3,45,1.7,45,1.7,0,0,0,0,0,0,0,0,0,0,0,0,517
Harmony School Of Excellence-Lared,Harmony Public Schools-South Texas,513,516,<100,<50,44.1,<25,17.1,<25,46.3,Texas,27.5035613,-99.5075519,,N/A,Webb County,Laredo,48479,,1900,48479001900,2021,1900,Webb County,Texas,230,86,32,112,0,1727,735,295,299,211,92,66,29,37.4,13.9,48.7,0,42.6,17.1,17.3,12.2,5.3,3.8,1.7,1182,14870,25979,2700,2681,99.3,19,0.7,7,0.3,6,0.2,0,0,0,0,0,0,0,0,6,0.2,513
Brooks Academy Of Science And Engi,Brooks Academies Of Texas,475,441,<100,<50,52.4,<25,4.7,<25,14,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,475
Brooks Collegiate Academy,Brooks Academies Of Texas,495,451,<50,<25,42.2,<25,15.8,<25,15.8,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,495
School Of Science And Technology C,School Of Science And Technology D,489,471,<50,<25,72.7,<25,4.2,<25,25,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2021,10700,Bowie County,Texas,368,90,146,132,0,3411,12,313,832,1080,331,582,261,24.5,39.7,35.9,0,0.4,9.2,24.4,31.7,9.7,17.1,7.7,2100,46238,60750,5277,496,9.4,4781,90.6,2464,46.7,2084,39.5,0,0,176,3.3,0,0,0,0,57,1.1,489
Henry Ford Academy Alameda School,Henry Ford Academy Alameda School,494,470,<25,<25,35,<25,14.3,<25,28.6,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,494
Basis San Antonio-Shavano Campus,Basis Texas,670,674,<100,<100,100,<75,79.5,<100,97.7,Texas,29.4251905,-98.4945922,,N/A,Bexar County,San Antonio,48029,,110100,48029110100,2021,110100,Bexar County,Texas,420,11,71,194,144,2359,241,113,459,352,101,568,525,2.6,16.9,46.2,34.3,10.2,4.8,19.5,14.9,4.3,24.1,22.3,1895,48776,63139,2934,1645,56.1,1289,43.9,1152,39.3,58,2,0,0,18,0.6,0,0,10,0.3,51,1.7,670
Great Hearts Monte Vista North,Great Hearts Texas,584,550,<50,<50,100,<25,43.2,<25,54.1,Texas,29.4568343,-98.4918039,,78212,Bexar County,San Antonio,48029,,190200,48029190200,2021,190200,Bexar County,Texas,279,11,131,98,39,3475,18,73,926,751,220,809,678,3.9,47,35.1,14,0.5,2.1,26.6,21.6,6.3,23.3,19.5,2230,55042,103329,4014,2382,59.3,1632,40.7,1268,31.6,196,4.9,18,0.4,0,0,36,0.9,0,0,114,2.8,584
Great Hearts Northern Oaks,Great Hearts Texas,608,589,<50,<50,93.6,<25,54.5,<50,72.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2021,950100,Runnels County,Texas,66,19,36,11,0,823,20,17,266,201,42,243,34,28.8,54.5,16.7,0,2.4,2.1,32.3,24.4,5.1,29.5,4.1,465,64539,91282,1069,145,13.6,924,86.4,851,79.6,46,4.3,0,0,0,0,0,0,0,0,27,2.5,608
Great Hearts Irving Upper,Great Hearts Texas,605,590,<50,<50,100,<25,47.2,<50,77.8,Texas,32.8810043,-96.9930877,3520 World Cup Way,75038,Dallas County,Irving,48113,"3520 World Cup Way, Irving, Texas, 75038",14160,48113014160,2021,14160,Dallas County,Texas,135,9,13,96,17,1807,13,38,151,258,330,654,363,6.7,9.6,71.1,12.6,0.7,2.1,8.4,14.3,18.3,36.2,20.1,1139,75368,104514,2303,245,10.6,2058,89.4,387,16.8,587,25.5,0,0,982,42.6,0,0,12,0.5,90,3.9,605
Alamo Heights H S,Alamo Heights ISD,590,590,396,182,46,94,51.6,142,78,Texas,29.4917018,-98.4652223,6900 Broadway,78209,Bexar County,San Antonio,48029,"6900 Broadway, San Antonio, Texas, 78209",120301,48029120301,2021,120301,Bexar County,Texas,380,0,65,151,164,2315,32,0,367,326,71,954,565,0,17.1,39.7,43.2,1.4,0,15.9,14.1,3.1,41.2,24.4,1353,119767,146949,3294,924,28.1,2370,71.9,2047,62.1,46,1.4,26,0.8,81,2.5,0,0,15,0.5,155,4.7,590
Harlandale H S,Harlandale ISD,440,443,<350,<325,92.6,<25,2.2,<50,9.9,Texas,29.3649056,-98.5018265,114 East Gerald Avenue,78214,Bexar County,San Antonio,48029,"114 East Gerald Avenue, San Antonio, Texas, 78214",150900,48029150900,2021,150900,Bexar County,Texas,610,161,367,48,34,4808,662,903,1656,934,414,215,24,26.4,60.2,7.9,5.6,13.8,18.8,34.4,19.4,8.6,4.5,0.5,2470,38814,46746,6948,5845,84.1,1103,15.9,964,13.9,0,0,0,0,0,0,0,0,96,1.4,43,0.6,440
McCollum H S,Harlandale ISD,443,447,<300,<300,98,<25,3.8,<50,15.9,Texas,29.343437,-98.5118715,500 West Formosa Boulevard,78221,Bexar County,San Antonio,48029,"500 West Formosa Boulevard, San Antonio, Texas, 78221",151700,48029151700,2021,151700,Bexar County,Texas,890,31,264,458,137,4093,880,770,1194,555,371,285,38,3.5,29.7,51.5,15.4,21.5,18.8,29.2,13.6,9.1,7,0.9,2189,59429,62291,7253,6461,89.1,792,10.9,759,10.5,0,0,15,0.2,0,0,0,0,0,0,18,0.2,443
Harlandale ISD STEM ECHS-Alamo Col,Harlandale ISD,527,515,<100,<100,100,<25,19.8,<50,40.7,Texas,29.3431265,-98.480285,4040 Apollo Street,78214,Bexar County,San Antonio,48029,"4040 Apollo Street, San Antonio, Texas, 78214",192200,48029192200,2021,192200,Bexar County,Texas,491,0,156,171,164,1885,96,107,525,491,105,372,189,0,31.8,34.8,33.4,5.1,5.7,27.9,26,5.6,19.7,10,1460,47632,55723,3019,2069,68.5,950,31.5,519,17.2,186,6.2,8,0.3,161,5.3,0,0,10,0.3,66,2.2,527
Harlandale Middle,Harlandale ISD,,,<25,<25,,<25,,<25,,Texas,29.3642359,-98.4981984,300 West Huff Avenue,78214,Bexar County,San Antonio,48029,"300 West Huff Avenue, San Antonio, Texas, 78214",150900,48029150900,2021,150900,Bexar County,Texas,610,161,367,48,34,4808,662,903,1656,934,414,215,24,26.4,60.2,7.9,5.6,13.8,18.8,34.4,19.4,8.6,4.5,0.5,2470,38814,46746,6948,5845,84.1,1103,15.9,964,13.9,0,0,0,0,0,0,0,0,96,1.4,43,0.6,0
A Leal Jr Middle,Harlandale ISD,,,<25,<25,,<25,,<25,100,Texas,29.3443463,-98.4952228,,N/A,Bexar County,San Antonio,48029,,151600,48029151600,2021,151600,Bexar County,Texas,651,202,244,167,38,5219,622,580,2123,1261,311,222,100,31,37.5,25.7,5.8,11.9,11.1,40.7,24.2,6,4.3,1.9,2705,46959,54586,8160,6983,85.6,1177,14.4,1005,12.3,1,0,0,0,75,0.9,0,0,86,1.1,10,0.1,0
John F Kennedy H S,Edgewood ISD,441,428,<250,<75,21.8,<25,3.8,<25,9.4,Texas,29.3959678,-98.557341,1922 South General McMullen Drive,78226,Bexar County,San Antonio,48029,"1922 South General McMullen Drive, San Antonio, Texas, 78226",160702,48029160702,2021,160702,Bexar County,Texas,361,55,75,206,25,3369,739,503,1026,743,153,118,87,15.2,20.8,57.1,6.9,21.9,14.9,30.5,22.1,4.5,3.5,2.6,1871,30768,42631,5036,4403,87.4,633,12.6,516,10.2,70,1.4,0,0,7,0.1,0,0,0,0,40,0.8,441
Memorial H S,Edgewood ISD,471,456,<275,<100,33.1,<25,6.7,<25,15.6,Texas,29.4462356,-98.5639114,1227 Memorial Street,78228,Bexar County,San Antonio,48029,"1227 Memorial Street, San Antonio, Texas, 78228",171301,48029171301,2021,171301,Bexar County,Texas,288,61,151,76,0,1691,344,364,595,183,77,78,50,21.2,52.4,26.4,0,20.3,21.5,35.2,10.8,4.6,4.6,3,842,35278,45846,2815,2626,93.3,189,6.7,143,5.1,5,0.2,0,0,0,0,0,0,0,0,41,1.5,471
Randolph H S,Randolph Field ISD,526,509,<125,<125,95.8,<25,14.8,<50,34.8,Texas,29.528023,-98.2958391,West Perimeter Road,78150,Bexar County,Universal City,48029,"West Perimeter Road, Universal City, Texas, 78150",131700,48029131700,2021,131700,Bexar County,Texas,134,26,55,39,14,897,0,0,52,101,132,229,383,19.4,41,29.1,10.4,0,0,5.8,11.3,14.7,25.5,42.7,486,108333,114151,1851,350,18.9,1501,81.1,1271,68.7,117,6.3,0,0,69,3.7,2,0.1,0,0,42,2.3,526
Brackenridge H S,San Antonio ISD,457,439,333,111,33.3,5,4.5,16,14.4,Texas,29.4054799,-98.4876216,400 Eagleland Drive,78210,Bexar County,San Antonio,48029,"400 Eagleland Drive, San Antonio, Texas, 78210",192100,48029192100,2021,192100,Bexar County,Texas,130,51,58,0,21,1854,119,83,183,221,93,435,720,39.2,44.6,0,16.2,6.4,4.5,9.9,11.9,5,23.5,38.8,1253,79866,118390,2250,1103,49,1147,51,1029,45.7,18,0.8,0,0,42,1.9,0,0,0,0,58,2.6,457
Burbank H S,San Antonio ISD,450,429,<300,<125,37.3,<25,3.9,<25,10.7,Texas,29.3940388,-98.50982,1002 Edwards,78204,Bexar County,San Antonio,48029,"1002 Edwards, San Antonio, Texas, 78204",150300,48029150300,2021,150300,Bexar County,Texas,468,31,202,196,39,2552,472,440,756,534,180,98,72,6.6,43.2,41.9,8.3,18.5,17.2,29.6,20.9,7.1,3.8,2.8,1283,39276,49351,3929,3507,89.3,422,10.7,254,6.5,68,1.7,0,0,17,0.4,0,0,44,1.1,39,1,450
Edison H S,San Antonio ISD,454,440,<350,<200,52.5,<25,2.2,<50,16.8,Texas,29.4722009,-98.5052522,701 Santa Monica Street,78212,Bexar County,San Antonio,48029,"701 Santa Monica Street, San Antonio, Texas, 78212",190603,48029190603,2021,190603,Bexar County,Texas,188,39,63,80,6,1933,298,357,492,405,96,177,108,20.7,33.5,42.6,3.2,15.4,18.5,25.5,21,5,9.2,5.6,898,44881,60684,2617,2355,90,262,10,148,5.7,12,0.5,33,1.3,43,1.6,0,0,17,0.6,9,0.3,454
Fox Technical H S,San Antonio ISD,496,461,<100,<50,53.5,<25,4.3,<25,21.7,Texas,29.4321973,-98.4942011,637 North Main Avenue,78205,Bexar County,San Antonio,48029,"637 North Main Avenue, San Antonio, Texas, 78205",110100,48029110100,2021,110100,Bexar County,Texas,420,11,71,194,144,2359,241,113,459,352,101,568,525,2.6,16.9,46.2,34.3,10.2,4.8,19.5,14.9,4.3,24.1,22.3,1895,48776,63139,2934,1645,56.1,1289,43.9,1152,39.3,58,2,0,0,18,0.6,0,0,10,0.3,51,1.7,496
Highlands H S,San Antonio ISD,460,429,<325,<75,17.2,<25,1.9,<25,15.4,Texas,29.3894462,-98.4421797,3118 Elgin Avenue,78210,Bexar County,San Antonio,48029,"3118 Elgin Avenue, San Antonio, Texas, 78210",141200,48029141200,2021,141200,Bexar County,Texas,444,15,156,218,55,4410,400,609,1591,1256,162,250,142,3.4,35.1,49.1,12.4,9.1,13.8,36.1,28.5,3.7,5.7,3.2,2418,43975,56012,6949,6010,86.5,939,13.5,808,11.6,101,1.5,0,0,1,0,0,0,0,0,29,0.4,460
Houston H S,San Antonio ISD,460,429,177,71,40.1,6,8.5,9,12.7,Texas,29.4253751,-98.3992038,4635 East Houston Street,78220,Bexar County,San Antonio,48029,"4635 East Houston Street, San Antonio, Texas, 78220",130900,48029130900,2021,130900,Bexar County,Texas,456,79,257,120,0,2940,188,410,1076,799,198,218,51,17.3,56.4,26.3,0,6.4,13.9,36.6,27.2,6.7,7.4,1.7,1695,39340,49701,5277,2907,55.1,2370,44.9,451,8.5,1554,29.4,0,0,67,1.3,0,0,44,0.8,254,4.8,460
Jefferson H S,San Antonio ISD,480,449,<375,<100,24.8,<25,3.4,<25,11.5,Texas,29.4651291,-98.5386161,723 Donaldson Avenue,78201,Bexar County,San Antonio,48029,"723 Donaldson Avenue, San Antonio, Texas, 78201",180102,48029180102,2021,180102,Bexar County,Texas,89,7,46,36,0,1429,79,33,348,231,87,283,368,7.9,51.7,40.4,0,5.5,2.3,24.4,16.2,6.1,19.8,25.8,781,85197,103972,1800,1334,74.1,466,25.9,441,24.5,18,1,0,0,7,0.4,0,0,0,0,0,0,480
Lanier H S,San Antonio ISD,426,401,<325,<125,34.5,<25,,<25,2.8,Texas,29.4221294,-98.5154076,1514 West César E Chávez Boulevard,78207,Bexar County,San Antonio,48029,"1514 West CÃ©sar E ChÃ¡vez Boulevard, San Antonio, Texas, 78207",170200,48029170200,2021,170200,Bexar County,Texas,402,102,97,203,0,3246,938,704,859,495,201,35,14,25.4,24.1,50.5,0,28.9,21.7,26.5,15.2,6.2,1.1,0.4,1852,21794,30146,5048,4956,98.2,92,1.8,65,1.3,23,0.5,0,0,4,0.1,0,0,0,0,0,0,426
Travis ECHS,San Antonio ISD,523,515,74,66,89.2,13,19.7,27,40.9,Texas,29.4475201,-98.4949556,1915 North Main Avenue,78212,Bexar County,San Antonio,48029,"1915 North Main Avenue, San Antonio, Texas, 78212",190200,48029190200,2021,190200,Bexar County,Texas,279,11,131,98,39,3475,18,73,926,751,220,809,678,3.9,47,35.1,14,0.5,2.1,26.6,21.6,6.3,23.3,19.5,2230,55042,103329,4014,2382,59.3,1632,40.7,1268,31.6,196,4.9,18,0.4,0,0,36,0.9,0,0,114,2.8,523
Young Women's Leadership Academy,San Antonio ISD,588,573,45,45,100,20,44.4,34,75.6,Texas,29.4588288,-98.5343991,2123 West Huisache Avenue,78201,Bexar County,San Antonio,48029,"2123 West Huisache Avenue, San Antonio, Texas, 78201",180101,48029180101,2021,180101,Bexar County,Texas,452,21,112,310,9,3641,274,240,736,1060,242,570,519,4.6,24.8,68.6,2,7.5,6.6,20.2,29.1,6.6,15.7,14.3,1861,57288,73769,4933,3461,70.2,1472,29.8,1388,28.1,0,0,0,0,0,0,0,0,38,0.8,46,0.9,588
Cooper Academy At Navarro,San Antonio ISD,404,413,<125,<25,18,<25,5.6,<25,5.6,Texas,29.4196291,-98.5030487,623 South Pecos La Trinidad,78207,Bexar County,San Antonio,48029,"623 South Pecos La Trinidad, San Antonio, Texas, 78207",110500,48029110500,2021,110500,Bexar County,Texas,191,35,97,53,6,1130,196,242,264,256,43,85,44,18.3,50.8,27.7,3.1,17.3,21.4,23.4,22.7,3.8,7.5,3.9,921,11351,22378,2201,1872,85.1,329,14.9,111,5,152,6.9,0,0,53,2.4,0,0,0,0,13,0.6,404
St Philip's College ECHS With SAIS,San Antonio ISD,473,471,<50,<50,84.4,<25,5.3,<25,15.8,Texas,29.4159911,-98.453515,1801 Martin Luther King Drive,78203,Bexar County,San Antonio,48029,"1801 Martin Luther King Drive, San Antonio, Texas, 78203",130500,48029130500,2021,130500,Bexar County,Texas,486,117,180,133,56,2406,394,302,929,449,142,138,52,24.1,37,27.4,11.5,16.4,12.6,38.6,18.7,5.9,5.7,2.2,1594,26262,39434,4140,2976,71.9,1164,28.1,287,6.9,737,17.8,18,0.4,0,0,0,0,0,0,122,2.9,473
