School Name,District Name,Reading/Writing Score,Math Scores,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate,TSI_Both_Mskd,Above_TSI_Both_Rate,state_name_x,latitude,longitude,address,zip_code,county_name_x,city_name,county_code,Street Address,Tract,unique_id,year,tract_number,county_name_y,state_name_y,Population 18 to 24 years (estimate),"18-24, less than high school graduate (estimate)","18-24, high school graduate or eq. (estimate)","18-24, some college or associate's degree (estimate)","18-24, bachelor's degree or higher",Population 25 years and over (estimate),"25 and over, less than 9th grade (estimate)","25 and over, 9th to 12th grade, no diploma (estimate)","25 and over, high school graduate or eq. (estimate)","25 and over, some college, no degree (estimate)","25 and over, associate's degree (estimate)","25 and over, bachelor's degree (estimate)","25 and over, graduate or professional degree (estimate)","18-24, less than high school graduate (percentage)","18-24, high school graduate or eq. (percentage)","18-24, some college or associate's degree (percentage)","18-24, bachelor's degree or higher (percentage)","25 and over, less than 9th grade (percentage)","25 and over, 9th to 12th grade, no diploma (percentage)","25 and over, high school graduate or eq. (percentage)","25 and over, some college, no degree (percentage)","25 and over, associate's degree (percentage)","25 and over, bachelor's degree (percentage)","25 and over, graduate or professional degree (percentage)",Total number of households,Median household income (dollars),Mean household income (dollars),Total population,Hispanic or Latino (estimate),Hispanic or Latino (percentage),Not Hispanic or Latino (estimate),Not Hispanic or Latino (percentage),White alone (estimate),White alone (percentage),Black or African American alone (estimate),Black or African American alone (percentage),American Indian and Alaska Native alone (estimate),American Indian and Alaska Native alone (percentage),Asian alone (estimate),Asian alone (percentage),Native Hawaiian and Other Pacific Islander alone (estimate),Native Hawaiian and Other Pacific Islander alone (percentage),Some other race alone (estimate),Some other race alone (percentage),Two or more races alone (estimate),Two or more races alone (percentage),RW Scores
Burnet HS,Burnet CISD,476,467,<175,<175,92.4,<25,11.3,<50,21.4,Texas,30.7778339,-98.2251921,1000 The Green Mile,78611,Burnet County,Burnet,48053,"1000 The Green Mile, Burnet, Texas, 78611",960302,48053960302,2022,960302,Burnet County,Texas,559,90,147,228,94,3078,187,117,1193,805,79,524,173,16.1,26.3,40.8,16.8,6.1,3.8,38.8,26.2,2.6,17,5.6,1703,78565,92012,4667,738,15.8,3929,84.2,3755,80.5,40,0.9,6,0.1,0,0,0,0,0,0,128,2.7,476
Quest HS,Burnet CISD,425,391,<75,<50,54.9,<25,,<25,,Texas,30.7647814,-98.2259533,702 North Wood Street,78611,Burnet County,Burnet,48053,"702 North Wood Street, Burnet, Texas, 78611",960302,48053960302,2022,960302,Burnet County,Texas,559,90,147,228,94,3078,187,117,1193,805,79,524,173,16.1,26.3,40.8,16.8,6.1,3.8,38.8,26.2,2.6,17,5.6,1703,78565,92012,4667,738,15.8,3929,84.2,3755,80.5,40,0.9,6,0.1,0,0,0,0,0,0,128,2.7,425
Marble Falls HS,Marble Falls ISD,478,458,<275,<275,92.3,<25,8,<50,16.7,Texas,30.5012717,-98.1775638,,N/A,Burnet County,N/A,48053,,960803,48053960803,2022,960803,Burnet County,Texas,89,35,28,26,0,1345,77,115,402,316,82,287,66,39.3,31.5,29.2,0,5.7,8.6,29.9,23.5,6.1,21.3,4.9,605,75250,104196,1620,317,19.6,1303,80.4,1262,77.9,0,0,0,0,0,0,0,0,0,0,41,2.5,478
Lockhart HS,Lockhart ISD,457,435,<325,<300,96.1,<25,4.4,<50,13.8,Texas,29.8729641,-97.6777029,906 Center Street,78644,Caldwell County,Lockhart,48055,"906 Center Street, Lockhart, Texas, 78644",960300,48055960300,2022,960300,Caldwell County,Texas,379,28,174,119,58,3106,49,200,1007,738,175,575,362,7.4,45.9,31.4,15.3,1.6,6.4,32.4,23.8,5.6,18.5,11.7,1732,74583,98488,4381,1842,42,2539,58,2327,53.1,31,0.7,0,0,151,3.4,0,0,0,0,30,0.7,457
Lockhart Pride HS,Lockhart ISD,,,<75,<25,1.5,<25,100,<25,,Texas,29.898109,-97.6491486,542 Farm to Market 672,78644,Caldwell County,Lockhart,48055,"542 Farm to Market 672, Lockhart, Texas, 78644",960102,48055960102,2022,960102,Caldwell County,Texas,672,138,282,252,0,3623,150,327,1509,893,104,472,168,20.5,42,37.5,0,4.1,9,41.7,24.6,2.9,13,4.6,1687,67530,80844,5493,2913,53,2580,47,2142,39,121,2.2,0,0,22,0.4,0,0,37,0.7,258,4.7,0
Luling HS,Luling ISD,429,403,<125,<100,82.9,<25,1.1,<25,5.7,Texas,29.6777017,-97.654048,218 East Travis Street,78648,Caldwell County,Luling,48055,"218 East Travis Street, Luling, Texas, 78648",960702,48055960702,2022,960702,Caldwell County,Texas,124,12,31,51,30,2380,90,438,698,639,145,260,110,9.7,25,41.1,24.2,3.8,18.4,29.3,26.8,6.1,10.9,4.6,1435,60631,63863,2901,1301,44.8,1600,55.2,1411,48.6,164,5.7,0,0,0,0,0,0,0,0,25,0.9,429
Prairie Lea School,Prairie Lea ISD,444,411,<25,<25,92.3,<25,,<25,8.3,Texas,29.7324613,-97.7527755,6910 San Marcos Highway,78661,Caldwell County,Prairie Lea,48055,"6910 San Marcos Highway, Prairie Lea, Texas, 78661",960502,48055960502,2022,960502,Caldwell County,Texas,288,90,155,31,12,2143,125,205,855,440,139,261,118,31.3,53.8,10.8,4.2,5.8,9.6,39.9,20.5,6.5,12.2,5.5,1137,77063,95760,3192,1795,56.2,1397,43.8,1288,40.4,83,2.6,0,0,0,0,0,0,0,0,26,0.8,444
Calhoun HS,Calhoun County ISD,498,501,<250,<100,42,<25,15.5,<50,28.9,Texas,28.6214099,-96.643,201 Sandcrab Boulevard,77979,Calhoun County,Port Lavaca,48057,"201 Sandcrab Boulevard, Port Lavaca, Texas, 77979",402,48057000402,2022,401,Calhoun County,Texas,103,0,0,103,0,1817,43,164,376,365,235,302,332,0,0,100,0,2.4,9,20.7,20.1,12.9,16.6,18.3,1119,61860,76908,2571,878,34.2,1693,65.8,1426,55.5,0,0,0,0,69,2.7,0,0,0,0,198,7.7,498
Hope HS,Calhoun County ISD,,,<75,<25,1.7,<25,,<25,,Texas,28.6220376,-96.6318054,900 North Virginia Street,77979,Calhoun County,Port Lavaca,48057,"900 North Virginia Street, Port Lavaca, Texas, 77979",100,48057000100,2022,100,Calhoun County,Texas,655,168,165,201,121,3178,459,181,885,692,343,366,252,25.6,25.2,30.7,18.5,14.4,5.7,27.8,21.8,10.8,11.5,7.9,1962,57292,87949,5332,2959,55.5,2373,44.5,1757,33,80,1.5,0,0,536,10.1,0,0,0,0,0,0,0
Clyde HS,Clyde CISD,,,<100,<25,1.2,<25,,<25,100,Texas,32.4150738,-99.5269489,500 North Hays Road,79510,Callahan County,Clyde,48059,"500 North Hays Road, Clyde, Texas, 79510",30102,48059030102,2022,30102,Callahan County,Texas,264,20,132,99,13,3291,34,106,1234,789,197,702,229,7.6,50,37.5,4.9,1,3.2,37.5,24,6,21.3,7,1707,68250,89312,4355,166,3.8,4189,96.2,3769,86.5,84,1.9,0,0,101,2.3,0,0,0,0,235,5.4,0
Texas Academy Of Mathematics & Sci,University Of Texas Rio Grande Val,657,638,<25,<50,,<50,70,<50,82.5,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2022,950100,Runnels County,Texas,71,38,33,0,0,896,85,14,285,216,34,223,39,53.5,46.5,0,0,9.5,1.6,31.8,24.1,3.8,24.9,4.4,480,66094,86568,1104,255,23.1,849,76.9,794,71.9,26,2.4,0,0,0,0,0,0,0,0,29,2.6,657
Hanna ECHS,Brownsville ISD,513,484,629,232,36.9,26,11.2,56,24.1,Texas,25.9363813,-97.4810373,2615 East Price Road,78521,Cameron County,Brownsville,48061,"2615 East Price Road, Brownsville, Texas, 78521",13002,48061013002,2022,13002,Cameron County,Texas,685,127,207,296,55,2594,172,149,821,552,224,461,215,18.5,30.2,43.2,8,6.6,5.7,31.6,21.3,8.6,17.8,8.3,1624,45313,61309,4751,4563,96,188,4,188,4,0,0,0,0,0,0,0,0,0,0,0,0,513
Porter ECHS,Brownsville ISD,483,467,<500,<150,26.7,<25,3.9,<25,14.8,Texas,25.9127896,-97.4723071,3500 International Boulevard,78521,Cameron County,Brownsville,48061,"3500 International Boulevard, Brownsville, Texas, 78521",13901,48061013901,2022,13901,Cameron County,Texas,276,70,197,0,9,1278,454,209,346,162,70,26,11,25.4,71.4,0,3.3,35.5,16.4,27.1,12.7,5.5,2,0.9,601,28938,33827,2270,2222,97.9,48,2.1,48,2.1,0,0,0,0,0,0,0,0,0,0,0,0,483
Pace ECHS,Brownsville ISD,480,443,<575,<275,49.1,<25,5.9,<50,11.4,Texas,25.9352122,-97.5250409,314 West Los Ebanos Boulevard,78520,Cameron County,Brownsville,48061,"314 West Los Ebanos Boulevard, Brownsville, Texas, 78520",12800,48061012800,2022,12800,Cameron County,Texas,537,179,117,241,0,2731,474,499,838,426,171,309,14,33.3,21.8,44.9,0,17.4,18.3,30.7,15.6,6.3,11.3,0.5,1504,34147,45761,4985,4701,94.3,284,5.7,234,4.7,34,0.7,0,0,16,0.3,0,0,0,0,0,0,480
Rivera ECHS,Brownsville ISD,455,436,541,483,89.3,16,3.3,50,10.4,Texas,25.9395138,-97.4159457,6955 Ruben M Torres Boulevard,78521,Cameron County,Brownsville,48061,"6955 Ruben M Torres Boulevard, Brownsville, Texas, 78521",12700,48061012700,2022,12700,Cameron County,Texas,941,166,384,381,10,2819,573,445,759,460,168,283,131,17.6,40.8,40.5,1.1,20.3,15.8,26.9,16.3,6,10,4.6,1287,50337,55724,5668,5601,98.8,67,1.2,55,1,12,0.2,0,0,0,0,0,0,0,0,0,0,455
Lopez ECHS,Brownsville ISD,457,444,<450,<300,63,<25,2.9,<50,10.8,Texas,25.8824211,-97.42242,3205 South Dakota Avenue,78521,Cameron County,Brownsville,48061,"3205 South Dakota Avenue, Brownsville, Texas, 78521",14101,48061014101,2022,14101,Cameron County,Texas,546,75,181,245,45,2123,400,662,497,365,63,136,0,13.7,33.2,44.9,8.2,18.8,31.2,23.4,17.2,3,6.4,0,1185,34672,45225,3945,3926,99.5,19,0.5,0,0,0,0,0,0,0,0,0,0,0,0,19,0.5,457
Brownsville ECHS,Brownsville ISD,537,499,<75,<75,100,<25,11.3,<25,29.6,Texas,25.910952,-97.5055622,733 Palm Boulevard,78520,Cameron County,Brownsville,48061,"733 Palm Boulevard, Brownsville, Texas, 78520",13700,48061013700,2022,13700,Cameron County,Texas,801,187,312,302,0,2119,663,475,557,181,103,109,31,23.3,39,37.7,0,31.3,22.4,26.3,8.5,4.9,5.1,1.5,1114,32115,38377,4114,3994,97.1,120,2.9,120,2.9,0,0,0,0,0,0,0,0,0,0,0,0,537
Veterans Memorial ECHS,Brownsville ISD,520,479,498,282,56.6,40,14.2,80,28.4,Texas,25.9624717,-97.5716417,4550 U.S. 281,78520,Cameron County,Brownsville,48061,"4550 U.S. 281, Brownsville, Texas, 78520",12513,48061012513,2022,12513,Cameron County,Texas,342,27,126,189,0,2220,254,267,540,302,82,532,243,7.9,36.8,55.3,0,11.4,12,24.3,13.6,3.7,24,10.9,1255,59556,65147,3619,3435,94.9,184,5.1,152,4.2,0,0,18,0.5,0,0,0,0,0,0,14,0.4,520
Lincoln Park Sch,Brownsville ISD,,,<25,<25,,<25,,<25,,Texas,25.9013702,-97.4785085,7 Orange Street,78521,Cameron County,Brownsville,48061,"7 Orange Street, Brownsville, Texas, 78521",13902,48061013902,2022,13902,Cameron County,Texas,603,242,116,216,29,2293,492,301,520,298,354,309,19,40.1,19.2,35.8,4.8,21.5,13.1,22.7,13,15.4,13.5,0.8,1292,51563,50355,4215,4121,97.8,94,2.2,62,1.5,0,0,0,0,32,0.8,0,0,0,0,0,0,0
Harlingen HS,Harlingen CISD,490,468,<650,<250,36.9,<25,7.6,<75,22.5,Texas,26.2072853,-97.6838015,1201 Marshall Avenue,78550,Cameron County,Harlingen,48061,"1201 Marshall Avenue, Harlingen, Texas, 78550",10602,48061010602,2022,10602,Cameron County,Texas,52,5,17,30,0,1037,83,48,266,285,65,222,68,9.6,32.7,57.7,0,8,4.6,25.7,27.5,6.3,21.4,6.6,613,78221,93448,1576,1126,71.4,450,28.6,357,22.7,14,0.9,0,0,50,3.2,0,0,0,0,29,1.8,490
Harlingen HS-South,Harlingen CISD,485,468,<550,<325,59.4,<50,12.5,<100,23.4,Texas,26.1763439,-97.7186797,1701 Dixieland Road,78550,Cameron County,Harlingen,48061,"1701 Dixieland Road, Harlingen, Texas, 78550",12003,48061012003,2022,12003,Cameron County,Texas,600,86,436,78,0,2334,93,91,603,759,168,458,162,14.3,72.7,13,0,4,3.9,25.8,32.5,7.2,19.6,6.9,1473,54297,61118,3656,2935,80.3,721,19.7,519,14.2,134,3.7,0,0,68,1.9,0,0,0,0,0,0,485
Harlingen Collegiate HS,Harlingen CISD,524,512,66,52,78.8,7,13.5,18,34.6,Texas,26.1690044,-97.6636581,2901 Medical Drive,78550,Cameron County,Harlingen,48061,"2901 Medical Drive, Harlingen, Texas, 78550",11302,48061011302,2022,11302,Cameron County,Texas,448,49,161,238,0,3279,159,212,355,781,397,815,560,10.9,35.9,53.1,0,4.8,6.5,10.8,23.8,12.1,24.9,17.1,1691,84191,100806,4922,3444,70,1478,30,974,19.8,253,5.1,0,0,43,0.9,0,0,26,0.5,182,3.7,524
Dr Abraham P Cano Freshman Academy,Harlingen CISD,,,<25,<25,,<25,,<25,,Texas,26.2056269,-97.714073,1701 Lozano Street,78550,Cameron County,Harlingen,48061,"1701 Lozano Street, Harlingen, Texas, 78550",10500,48061010500,2022,10500,Cameron County,Texas,324,48,64,212,0,1588,479,231,531,235,32,65,15,14.8,19.8,65.4,0,30.2,14.5,33.4,14.8,2,4.1,0.9,801,45194,60229,2686,2577,95.9,109,4.1,109,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harlingen School of Health,Harlingen CISD,532,508,65,48,73.8,8,16.7,21,43.8,Texas,26.235568,-97.7199454,,N/A,Cameron County,N/A,48061,,10205,48061010205,2022,10205,Cameron County,Texas,363,47,75,228,13,2439,342,347,684,226,280,338,222,12.9,20.7,62.8,3.6,14,14.2,28,9.3,11.5,13.9,9.1,1304,58486,61228,3763,2774,73.7,989,26.3,862,22.9,8,0.2,0,0,119,3.2,0,0,0,0,0,0,532
La Feria HS,La Feria ISD,526,503,202,38,18.8,7,18.4,14,36.8,Texas,26.1638889,-97.8295716,901 North Canal Street,78559,Cameron County,La Feria,48061,"901 North Canal Street, La Feria, Texas, 78559",11904,48061011904,2022,11904,Cameron County,Texas,261,15,141,105,0,1051,179,157,302,239,73,77,24,5.7,54,40.2,0,17,14.9,28.7,22.7,6.9,7.3,2.3,670,34167,45950,2252,2119,94.1,133,5.9,105,4.7,15,0.7,13,0.6,0,0,0,0,0,0,0,0,526
Los Fresnos HS,Los Fresnos CISD,524,519,757,290,38.3,65,22.4,128,44.1,Texas,26.0828068,-97.4731113,907 North Arroyo Boulevard,78566,Cameron County,Los Fresnos,48061,"907 North Arroyo Boulevard, Los Fresnos, Texas, 78566",12402,48061012402,2022,12402,Cameron County,Texas,512,140,284,64,24,3218,522,372,713,636,487,336,152,27.3,55.5,12.5,4.7,16.2,11.6,22.2,19.8,15.1,10.4,4.7,1650,38182,70399,5703,5029,88.2,674,11.8,674,11.8,0,0,0,0,0,0,0,0,0,0,0,0,524
Port Isabel HS,Point Isabel ISD,484,465,150,57,38,5,8.8,12,21.1,Texas,26.0783266,-97.2469362,18001 Texas 100,78578,Cameron County,Port Isabel,48061,"18001 Texas 100, Port Isabel, Texas, 78578",14202,48061014202,2022,14202,Cameron County,Texas,679,183,263,223,10,1467,420,27,361,235,202,61,161,27,38.7,32.8,1.5,28.6,1.8,24.6,16,13.8,4.2,11,812,77344,127809,2965,2574,86.8,391,13.2,338,11.4,0,0,0,0,0,0,0,0,53,1.8,0,0,484
Rio Hondo HS,Rio Hondo ISD,476,450,<125,<50,37.5,<25,6.7,<25,15.6,Texas,26.2306747,-97.5676956,22547 Texas 345,78583,Cameron County,Rio Hondo,48061,"22547 Texas 345, Rio Hondo, Texas, 78583",10103,48061010103,2022,10103,Cameron County,Texas,441,69,270,102,0,1540,468,154,207,355,135,221,0,15.6,61.2,23.1,0,30.4,10,13.4,23.1,8.8,14.4,0,793,44261,67810,2587,2518,97.3,69,2.7,69,2.7,0,0,0,0,0,0,0,0,0,0,0,0,476
San Benito HS,San Benito CISD,452,427,603,213,35.3,6,2.8,22,10.3,Texas,26.1419788,-97.65302,450 South Oscar Williams Road,78586,Cameron County,San Benito,48061,"450 South Oscar Williams Road, San Benito, Texas, 78586",11701,48061011701,2022,11701,Cameron County,Texas,552,98,375,79,0,2160,240,95,1060,545,114,76,30,17.8,67.9,14.3,0,11.1,4.4,49.1,25.2,5.3,3.5,1.4,1332,38658,43693,4094,3875,94.7,219,5.3,219,5.3,0,0,0,0,0,0,0,0,0,0,0,0,452
Santa Rosa HS,Santa Rosa ISD,472,459,<75,<25,34.9,<25,4.5,<25,18.2,Texas,26.2647402,-97.82343,,78593,Cameron County,Santa Rosa,48061,,10301,48061010301,2022,10301,Cameron County,Texas,643,144,278,221,0,2935,570,457,1032,478,166,136,96,22.4,43.2,34.4,0,19.4,15.6,35.2,16.3,5.7,4.6,3.3,1576,40171,51993,5263,5046,95.9,217,4.1,217,4.1,0,0,0,0,0,0,0,0,0,0,0,0,472
South Texas ISD World Scholars,South Texas ISD,530,495,<150,<175,100,<25,12.1,<75,32.5,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2022,950100,Runnels County,Texas,71,38,33,0,0,896,85,14,285,216,34,223,39,53.5,46.5,0,0,9.5,1.6,31.8,24.1,3.8,24.9,4.4,480,66094,86568,1104,255,23.1,849,76.9,794,71.9,26,2.4,0,0,0,0,0,0,0,0,29,2.6,530
South Texas ISD Medical,South Texas ISD,527,503,184,103,56,14,13.6,40,38.8,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2022,950100,Runnels County,Texas,71,38,33,0,0,896,85,14,285,216,34,223,39,53.5,46.5,0,0,9.5,1.6,31.8,24.1,3.8,24.9,4.4,480,66094,86568,1104,255,23.1,849,76.9,794,71.9,26,2.4,0,0,0,0,0,0,0,0,29,2.6,527
South Texas ISD Health Professions,South Texas ISD,563,532,<150,<125,79.6,<50,29.1,<75,53,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2022,950100,Runnels County,Texas,71,38,33,0,0,896,85,14,285,216,34,223,39,53.5,46.5,0,0,9.5,1.6,31.8,24.1,3.8,24.9,4.4,480,66094,86568,1104,255,23.1,849,76.9,794,71.9,26,2.4,0,0,0,0,0,0,0,0,29,2.6,563
South Texas ISD Science Academy,South Texas ISD,602,603,152,143,94.1,76,53.1,104,72.7,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2022,950100,Runnels County,Texas,71,38,33,0,0,896,85,14,285,216,34,223,39,53.5,46.5,0,0,9.5,1.6,31.8,24.1,3.8,24.9,4.4,480,66094,86568,1104,255,23.1,849,76.9,794,71.9,26,2.4,0,0,0,0,0,0,0,0,29,2.6,602
South Texas ISD Rising Scholars,South Texas ISD,,,<25,<25,,<25,100,<25,100,Texas,31.9685988,-99.9018131,,N/A,Runnels County,N/A,48399,,950100,48399950100,2022,950100,Runnels County,Texas,71,38,33,0,0,896,85,14,285,216,34,223,39,53.5,46.5,0,0,9.5,1.6,31.8,24.1,3.8,24.9,4.4,480,66094,86568,1104,255,23.1,849,76.9,794,71.9,26,2.4,0,0,0,0,0,0,0,0,29,2.6,0
Pittsburg HS,Pittsburg ISD,508,493,162,98,60.5,12,12.2,25,25.5,Texas,33.0042843,-94.9742585,300 North Texas Street,75686,Camp County,Pittsburg,48063,"300 North Texas Street, Pittsburg, Texas, 75686",950200,48063950200,2022,950200,Camp County,Texas,454,54,83,317,0,2986,291,166,1299,650,105,314,161,11.9,18.3,69.8,0,9.7,5.6,43.5,21.8,3.5,10.5,5.4,1706,51221,63429,4754,1585,33.3,3169,66.7,2234,47,684,14.4,0,0,63,1.3,0,0,14,0.3,174,3.7,508
Panhandle HS,Panhandle ISD,526,534,48,40,83.3,8,20,21,52.5,Texas,35.2846627,-101.4339148,,N/A,Carson County,N/A,48065,,950200,48065950200,2022,950200,Carson County,Texas,385,51,155,130,49,2505,46,87,809,582,220,515,246,13.2,40.3,33.8,12.7,1.8,3.5,32.3,23.2,8.8,20.6,9.8,1434,84329,99553,3757,489,13,3268,87,2940,78.3,68,1.8,148,3.9,8,0.2,29,0.8,32,0.9,43,1.1,526
White Deer HS,White Deer ISD,,,<25,<25,5.6,<25,100,<25,100,Texas,35.5225914,-101.207047,,N/A,Carson County,N/A,48065,,950100,48065950100,2022,950100,Carson County,Texas,140,41,70,29,0,1400,31,132,477,399,137,166,58,29.3,50,20.7,0,2.2,9.4,34.1,28.5,9.8,11.9,4.1,826,75476,101889,2044,128,6.3,1916,93.7,1897,92.8,1,0,0,0,0,0,0,0,0,0,18,0.9,0
Atlanta HS,Atlanta ISD,505,430,<125,<25,1.6,<25,,<25,,Texas,33.1221615,-94.1455323,705 Rabbit Boulevard,75551,Cass County,Atlanta,48067,"705 Rabbit Boulevard, Atlanta, Texas, 75551",950400,48067950400,2022,950400,Cass County,Texas,344,17,174,117,36,3523,61,402,1086,902,289,569,214,4.9,50.6,34,10.5,1.7,11.4,30.8,25.6,8.2,16.2,6.1,1823,60802,86879,5060,528,10.4,4532,89.6,2391,47.3,1497,29.6,0,0,570,11.3,0,0,0,0,74,1.5,505
Hughes Springs HS,Hughes Springs ISD,575,535,<100,<25,2.6,<25,50,<25,50,Texas,33.0392247,-94.6037231,,N/A,Cass County,N/A,48067,,950700,48067950700,2022,950700,Cass County,Texas,495,85,253,124,33,3354,140,400,1448,648,238,384,96,17.2,51.1,25.1,6.7,4.2,11.9,43.2,19.3,7.1,11.4,2.9,1995,45598,55609,4897,510,10.4,4387,89.6,3450,70.5,861,17.6,3,0.1,0,0,0,0,33,0.7,40,0.8,575
Linden-Kildare HS,Linden-Kildare CISD,,,<50,<25,2.6,<25,,<25,,Texas,33.4560575,-94.0673006,4001 Summerhill Road,75503,Bowie County,Texarkana,48037,"4001 Summerhill Road, Texarkana, Texas, 75503",10700,48037010700,2022,10700,Bowie County,Texas,347,105,101,141,0,3502,15,262,902,1126,398,587,212,30.3,29.1,40.6,0,0.4,7.5,25.8,32.2,11.4,16.8,6.1,2213,49944,60869,5268,466,8.8,4802,91.2,2271,43.1,2198,41.7,0,0,177,3.4,86,1.6,0,0,70,1.3,0
McLeod HS,McLeod ISD,,,<50,<25,3.6,<25,100,<25,100,Texas,32.9451238,-94.0835219,19395 FM Rd 125 S,75551,Cass County,Atlanta,48067,"19395 FM Rd 125 S, Atlanta, Texas, 75551",950500,48067950500,2022,950500,Cass County,Texas,230,35,95,98,2,1788,3,131,739,293,147,300,175,15.2,41.3,42.6,0.9,0.2,7.3,41.3,16.4,8.2,16.8,9.8,1108,63000,87609,2580,16,0.6,2564,99.4,2308,89.5,124,4.8,1,0,97,3.8,0,0,0,0,34,1.3,0
Queen City HS,Queen City ISD,635,575,<75,<25,3.2,<25,50,<25,100,Texas,33.2115561,-94.1718542,,N/A,Cass County,N/A,48067,,950102,48067950102,2022,950102,Cass County,Texas,158,0,38,120,0,1755,46,179,797,443,77,196,17,0,24.1,75.9,0,2.6,10.2,45.4,25.2,4.4,11.2,1,1096,58493,85575,2430,15,0.6,2415,99.4,2239,92.1,144,5.9,0,0,0,0,0,0,0,0,32,1.3,635
Nazareth School,Nazareth ISD,475,570,<25,<25,15.4,<25,50,<25,50,Texas,34.5442668,-102.1004853,101 South 1st Street,79063,Castro County,Nazareth,48069,"101 South 1st Street, Nazareth, Texas, 79063",950100,48069950100,2022,950100,Castro County,Texas,38,6,26,6,0,639,121,23,137,157,66,100,35,15.8,68.4,15.8,0,18.9,3.6,21.4,24.6,10.3,15.6,5.5,329,72679,96328,970,320,33,650,67,623,64.2,0,0,0,0,0,0,0,0,0,0,27,2.8,475
Anahuac HS,Anahuac ISD,500,497,<100,<50,52.5,<25,7.1,<25,21.4,Texas,29.7714507,-94.6763066,201 Kansas Avenue South,77514,Chambers County,Anahuac,48071,"201 Kansas Avenue South, Anahuac, Texas, 77514",710300,48071710300,2022,710300,Chambers County,Texas,119,67,52,0,0,2084,56,82,769,720,143,248,66,56.3,43.7,0,0,2.7,3.9,36.9,34.5,6.9,11.9,3.2,1080,66900,90006,2802,448,16,2354,84,1595,56.9,732,26.1,0,0,27,1,0,0,0,0,0,0,500
Barbers Hill HS,Barbers Hill ISD,519,521,445,392,88.1,83,21.2,171,43.6,Texas,29.8435569,-94.8521234,10300 Eagle Drive,77580,Chambers County,Mont Belvieu,48071,"10300 Eagle Drive, Mont Belvieu, Texas, 77580",710100,48071710100,2022,710100,Chambers County,Texas,827,54,306,336,131,6807,250,191,1441,1786,1107,1446,586,6.5,37,40.6,15.8,3.7,2.8,21.2,26.2,16.3,21.2,8.6,3734,120370,131512,10593,1996,18.8,8597,81.2,7516,71,489,4.6,35,0.3,220,2.1,0,0,0,0,337,3.2,519
East Chambers HS,East Chambers ISD,491,493,<100,<75,53.2,<25,10,<25,26,Texas,29.8043772,-94.3806848,217 School Road,77665,Chambers County,Winnie,48071,"217 School Road, Winnie, Texas, 77665",710401,48071710401,2022,710401,Chambers County,Texas,795,0,513,250,32,3577,194,266,1229,1031,157,478,222,0,64.5,31.4,4,5.4,7.4,34.4,28.8,4.4,13.4,6.2,1783,66550,79046,5912,1289,21.8,4623,78.2,4318,73,39,0.7,7,0.1,114,1.9,0,0,0,0,145,2.5,491
Alto HS,Alto ISD,476,478,<50,<25,50,<25,5.9,<25,11.8,Texas,31.6597984,-95.0740662,244 County Road 2429,75925,Cherokee County,Alto,48073,"244 County Road 2429, Alto, Texas, 75925",951000,48073951000,2022,951000,Cherokee County,Texas,246,49,197,0,0,1963,239,148,563,555,201,197,60,19.9,80.1,0,0,12.2,7.5,28.7,28.3,10.2,10,3.1,1213,42352,58562,2963,717,24.2,2246,75.8,1528,51.6,650,21.9,0,0,0,0,0,0,12,0.4,56,1.9,476
Jacksonville HS,Jacksonville ISD,,,<300,<25,0.4,<25,,<25,100,Texas,31.9531013,-95.2507903,1210 Corinth Road,75766,Cherokee County,Jacksonville,48073,"1210 Corinth Road, Jacksonville, Texas, 75766",950600,48073950600,2022,950600,Cherokee County,Texas,324,0,62,161,101,3378,569,166,567,810,243,632,391,0,19.1,49.7,31.2,16.8,4.9,16.8,24,7.2,18.7,11.6,1949,51731,64740,5286,1768,33.4,3518,66.6,3025,57.2,365,6.9,0,0,32,0.6,0,0,0,0,96,1.8,0
Rusk HS,Rusk ISD,500,535,<175,<25,1.3,<25,,<25,50,Texas,31.7803623,-95.1436415,800 Salem Road,75785,Cherokee County,Rusk,48073,"800 Salem Road, Rusk, Texas, 75785",950801,48073950801,2022,950801,Cherokee County,Texas,261,81,128,38,14,2361,123,225,802,662,270,188,91,31,49,14.6,5.4,5.2,9.5,34,28,11.4,8,3.9,1490,51759,74188,3470,265,7.6,3205,92.4,2776,80,221,6.4,0,0,15,0.4,0,0,12,0.3,181,5.2,500
